"subject","study","condition","pretty_condition","session","exp_id","sona_id","pool","mode","attn_check","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","totaltime_m"
"CLEWH","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62dee5f2ad4598079383a5aa","prolific","asynch","FALSE","I tried my best on each question",4,3,2,"The graph is hard to read",64,"USA","English","Bachelors Degree","Humanities","Female","","chrome",1536,754,"Windows 10","2022-08-27T02:29:00.013Z","success","summer22",3.5,6,16.3055
"VR5VT","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62b2c25fa2e87e7ed2da2b87","prolific","asynch","TRUE","I tried my best on each question",3,4,2,"",30,"USA","English","Bachelors Degree","Math or Computer Sciences","Male","","chrome",2560,1525,"Linux","2022-08-25T23:29:10.997Z","success","summer22",2.5,11,11.7273666666667
"V2ZAL","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","56259489ed6e5a0005c80fde","prolific","asynch","TRUE","I tried my best on each question",2,5,5,"I enjoyed using the graph to discern the times and shifts.",36,"USA","English","Secondary School/Highschool","Social Sciences (incl. CogSci)","Male","N/A","chrome",1536,746,"Windows 10","2022-08-26T04:14:44.797Z","success","summer22",1,0,10.5291333333333
"6AVLK","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","6100e620cb97cef5cc765920","prolific","asynch","TRUE","I tried my best on most questions",4,3,3,"",23,"United States","Cantonese","Bachelors Degree","Biomedical & Health Sciences","Female","","chrome",1440,694,"Mac OS","2022-07-20T06:10:30.964Z","success","summer22",1,9,12.6167
"KJSWM","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5defad479db50d000d727ed1","prolific","asynch","TRUE","I tried my best on each question",4,2,3,"",42,"United States","English","Associates Degree","Biomedical & Health Sciences","Female","","chrome",1366,768,"Windows 8.1","2022-08-26T16:31:24.470Z","success","summer22",1,8,8.23543333333333
"J7RQL","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","60fd03a4eadb0e9943448a17","prolific","asynch","TRUE","I tried my best on each question",3,2,4,"I didn't understand the graph until close to the end of the questions, so I think I did much better at the end than in the beginning.",20,"United States","English","Associates Degree","Math or Computer Sciences","Female","","chrome",1517,736,"Windows 10","2022-08-26T01:40:32.670Z","success","summer22",3,7,10.3978833333333
"9PEND","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","","","prolific","asynch","TRUE","I tried my best on each question",5,1,3,"I really didn't understand that at all. Also, the angle of the chart was really uncomfortable for me. I think I probably got all of those wrong, and I am concerned you are going to think that it is because I did not try, but I just found that graph really confusing, and I don't think that the instructions helped at all.",53,"USA","English","Bachelors Degree","Fine Arts","Female","I have a headache right now. I don't know how much that hurt my performance, but it sure didn't help.","chrome",1280,720,"Mac OS","2022-08-25T06:33:35.845Z","success","summer22",1,5,13.5343833333333
"RRTQF","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5dfed836265c80b4fc7ae55e","prolific","asynch","TRUE","I tried my best on each question",4,2,3,"",23,"United States","English","some college","Humanities","Female","No","chrome",1360,768,"Windows 10","2022-08-26T01:26:05.015Z","success","summer22",1.5,1,10.8599333333333
"D38LF","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5a6c9c583fb6420001c308d7","prolific","asynch","TRUE","I tried my best on each question",4,4,3,"",33,"USA","English","some college","Math or Computer Sciences","Male","","chrome",1920,937,"Windows 10","2022-08-26T19:18:42.596Z","success","summer22",1,7,6.90921666666667
"U59A0","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5f61ddc72199f304bea2a4f4","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"the graph wasn't the easiest to read",44,"USA","English","Graduate Degree","Math or Computer Sciences","Male","","chrome",1366,768,"Windows 10","2022-08-25T15:41:29.170Z","success","summer22",2,8,14.3232833333333
"1EOUS","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","5ef0bafa11382411c231af32","prolific","asynch","FALSE","I tried my best on each question",4,3,3,"",38,"United States","English","Associates Degree","Natural Sciences","Male","","chrome",2560,1303,"Windows 10","2022-07-20T18:30:10.857Z","success","summer22",1,8,11.1250166666667
"RW97M","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","63092c6d2d42e8b6f9a9ba2c","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"I had trouble clicking on some of the answers and it wasn't until halfway through I thought to switch my browser to a different monitor, then it worked fine. That's why I left one blank, and one of the early questions I couldn't select what I thought was the correct answer. Sorry for the technical difficulties. This graph is painful to use though, and this is somewhat similar to a class I had in college, haha.",31,"USA","English","Bachelors Degree","Math or Computer Sciences","Male","Not that I'm aware of. *crosses fingers*","chrome",1858,1009,"Windows 10","2022-08-27T02:28:10.787Z","success","summer22",1,0,14.1685666666667
"29KEV","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","561d98e03d7fe8000b0f5e09","prolific","asynch","FALSE","I tried my best on most questions",4,2,3,"It was a bit confusing.",64,"United States","English","Graduate Degree","Social Sciences (incl. CogSci)","Female","maybe","chrome",1366,768,"Windows 8.1","2022-08-27T02:26:26.840Z","success","summer22",1,1,15.9283166666667
"F0UYQ","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","55c958fefdf99b6ca640bac2","prolific","asynch","TRUE","I tried my best on each question",2,4,3,"Perhaps some kind of marker for places between whole hours would be helpful.",38,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","No.","chrome",1567,963,"Windows 10","2022-08-26T19:18:27.330Z","success","summer22",1,11,9.58695
"GC8AN","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5c7135f1bd8e00000172fdf5","prolific","asynch","FALSE","I tried my best on each question",5,1,5,"That this was the most difficult survey I've ever done, and I have no idea why anyone would set a schedule up that way.",38,"The United States of America","English","some college","Math or Computer Sciences","Male","No","chrome",1746,847,"Windows 10","2022-08-27T04:18:15.220Z","success","summer22",3,1,6.12403333333333
"7VZMV","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","59933524f9db7d000189560e","prolific","asynch","FALSE","I tried my best on each question",4,2,1,"nothing",35,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Other-Not Listed","adhd ","chrome",1920,941,"Windows 10","2022-07-20T18:46:34.882Z","success","summer22",1,2,3.21656666666667
"TTB8O","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","59c0782e5364260001dc4740","prolific","asynch","TRUE","I tried my best on each question",3,3,5,"",58,"United States","English","some college","Social Sciences (incl. CogSci)","Female","no","chrome",1366,768,"Windows 10","2022-07-20T18:29:32.571Z","success","summer22",2.5,5,9.07701666666667
"P8KQR","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","6276044d01f3dab873d5b0a5","prolific","asynch","TRUE","I tried my best on each question",4,4,4,"n/a",41,"USA","English","Secondary School/Highschool","Math or Computer Sciences","Male","no","chrome",1920,937,"Windows 10","2022-08-26T16:32:27.302Z","success","summer22",2,7,14.8292166666667
"4EDBK","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","610c38b8983f0660c9aa0db5","prolific","asynch","TRUE","I tried my best on each question",5,2,2,"",25,"US","English","Graduate Degree","Social Sciences (incl. CogSci)","Other-Not Listed","ADHD","chrome",1536,754,"Windows 10","2022-07-20T19:23:10.340Z","success","summer22",1,0,10.2909333333333
"LWAZX","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","6303e1f13f2990fbc0aa6590","prolific","asynch","TRUE","I tried my best on most questions",4,3,3,"It does get easier once you learn the tricks to using the graph",28,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Male","","chrome",1280,720,"Windows 8.1","2022-08-26T19:19:37.604Z","success","summer22",2,10,10.3591833333333
"A2QWX","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5d16ab9b59da87001ac41a61","prolific","asynch","TRUE","I tried my best on each question",4,3,5,"",56,"United States","English","some college","Biomedical & Health Sciences","Female","no","chrome",1536,746,"Windows 10","2022-08-26T19:21:03.451Z","success","summer22",1,8,15.9702833333333
"N5D8R","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5fb9b9c1c62f408e51e09e32","prolific","asynch","TRUE","I tried my best on each question",4,4,3,"I must have gotten tense doing it because my neck got sore.",69,"United State of America","English","Graduate Degree","Biomedical & Health Sciences","Female","No.","chrome",1920,937,"Windows 10","2022-08-25T16:00:09.055Z","success","summer22",1,9,73.0475833333333
"CBCXK","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","6075ff702ca9dd94767cca11","prolific","asynch","TRUE","I tried my best on each question",3,5,5,"Nothing comes to mind.",43,"United States","English","some college","Math or Computer Sciences","Male","no","chrome",1549,885,"Windows 10","2022-07-20T19:44:36.148Z","success","summer22",3,0,15.1563166666667
"0XW1U","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5cabc2ee9c7620001214f395","prolific","asynch","TRUE","I tried my best on each question",4,4,2,"",30,"USA","English","Associates Degree","Humanities","Male","None","chrome",2560,1297,"Windows 10","2022-08-26T19:17:31.209Z","success","summer22",3,11,10.6893333333333
"SV20G","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","62962188ab5037f57b743543","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"",24,"United States","English","Bachelors Degree","Fine Arts","Female","","chrome",1335,705,"Mac OS","2022-07-20T19:21:23.925Z","success","summer22",1,11,5.86446666666667
"OBHL6","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","622a4d6cf143081ed1887ee5","prolific","asynch","TRUE","I tried my best on each question",5,2,5,"I found the task very interesting because it was like a puzzle and I like puzzles. However, I also found it very difficult to figure out and truly have no idea how well I did. I would love to know what the correct answers to the questions are, although I also understand that I may never know ;)",72,"United States","English","Graduate Degree","Biomedical & Health Sciences","Female","I have no impairments or disabilities.","chrome",1440,765,"Mac OS","2022-08-26T19:20:42.545Z","success","summer22",1,6,23.7295833333333
"POGW3","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","615eddb82c272bfc2abe6904","prolific","asynch","TRUE","I tried my best on most questions",3,2,4,"",28,"United States","English","some college","Engineering","Male","I have an astigmatism, which makes it difficult to focus at text for long periods of time","chrome",1536,722,"Windows 10","2022-08-27T02:37:52.821Z","success","summer22",1,0,9.12426666666667
"NZAMF","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60b7f09a4462d1d1aa6bbcf6","prolific","asynch","TRUE","I tried my best on each question",5,5,5,"buttons didn't work in full screen on ubuntu 22.04. ",20,"United States","English","some college","Math or Computer Sciences","Male","ADHD, Autism","chrome",1846,980,"Linux","2022-08-27T03:52:17.572Z","success","summer22",5,12,38.0607333333333
"MHS8X","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","6307de2186627f69e43f98f6","prolific","asynch","TRUE","I tried my best on each question",2,4,5,"I think once we understand how the graph works, the rest becomes repetitive.",45,"US","English","Graduate Degree","Math or Computer Sciences","Male","No.","chrome",1600,789,"Windows 10","2022-08-26T00:44:41.830Z","success","summer22",1,11,11.7827333333333
"TW1L4","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5ddc07391e42a9000b2622be","prolific","asynch","TRUE","I tried my best on each question",4,4,5,"It started making more sense after a couple of tries. Very interesting graph.",57,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","None","chrome",1645,856,"Windows 10","2022-08-26T03:56:38.088Z","success","summer22",2,0,22.7201333333333
"QXR09","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","5f1230c4f57b2f06e2465477","prolific","asynch","TRUE","I tried my best on each question",5,4,3,"As a first-time viewer of this sort of chart, I believe I took MUCH longer than someone familiar with this format.",79,"United States","English","some college","Humanities","Male","No.","chrome",1536,721,"Windows 10","2022-08-26T16:40:46.740Z","success","summer22",2,10,33.4236666666667
"HRR7M","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","55b645bbfdf99b1c02906873","prolific","asynch","TRUE","I tried my best on each question",5,4,1,"Your graph is about the worst way I have ever seen to schedule shifts. ",55,"United States","English","some college","Math or Computer Sciences","Male","no","chrome",2279,1070,"Windows 10","2022-08-26T19:18:54.012Z","success","summer22",1,8,13.94775
"AZUU5","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62e2dedae2f29092a7350393","prolific","asynch","TRUE","I tried my best on each question",5,1,4,"I'm not sure if the chart was supposed to be that confusing. I was a little confused that it said ""start and end time"" but then the other axis said ""duration"" so I was confused when something fell on (for example) 8pm but said something like 4 hours on the duration, since the other axis made it seem like each shift's start and end time were the same.",28,"United States","English","Associates Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1280,720,"Mac OS","2022-08-27T00:24:55.225Z","success","summer22",1,0,16.9390666666667
"N1TQQ","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5e12b8f31e2e589287ce63ae","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"My only fear is I assumed one answer at the outset, so I worry that I missed some extra shift answers in the first couple.",39,"United States","English","Graduate Degree","Humanities","Female","nope!","chrome",1517,702,"Chrome OS","2022-08-26T04:00:29.655Z","success","summer22",1,0,9.9972
"66DH2","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","60fcbe2b7b4649ea3cec1ab3","prolific","asynch","TRUE","I tried my best on each question",3,4,2,"",21,"USA","English","Associates Degree","Math or Computer Sciences","Female","","chrome",1920,937,"Windows 10","2022-08-26T20:22:33.792Z","success","summer22",1,11,9.90565
"6SSQ2","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","61338374ecef87bfdfd1c7bb","prolific","asynch","TRUE","I tried my best on most questions",4,2,2,"",20,"United States","English","some college","Social Sciences (incl. CogSci)","Male","","chrome",1536,714,"Windows 10","2022-08-27T02:32:27.555Z","success","summer22",1.5,0,5.24188333333333
"PLYNT","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","62d1b156b6d61bf9a721174a","prolific","asynch","TRUE","I tried my best on each question",4,2,2,"Some of the questions were confusing to understand grammatically, so I'd recommend checking those.
Also happy to do follow up studies.",33,"USA","English","Graduate Degree","Natural Sciences","Male","Nope","chrome",1680,870,"Mac OS","2022-08-26T20:21:38.767Z","success","summer22",3,10,9.85213333333333
"TF614","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60faefcf667e07570bed9dcb","prolific","asynch","TRUE","I tried my best on most questions",5,2,4,"The time of day was easy to understand, but not the amount of hours worked. It was very confusing.",56,"United States","English","Associates Degree","Fine Arts","Male","No, I just think I was too dumb for it.:)","chrome",1280,689,"Mac OS","2022-08-27T02:27:11.961Z","success","summer22",1,0,20.6267833333333
"UTN3G","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5e24fbd4e1f467771c234e5f","prolific","asynch","FALSE","I tried my best on each question",3,3,4,"",37,"United States","English","Associates Degree","Social Sciences (incl. CogSci)","Female","","chrome",1152,864,"Windows 10","2022-08-27T04:27:44.865Z","success","summer22",1,2,11.2362833333333
"GB267","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62ff8aa20b2d8c0e359e9799","prolific","asynch","TRUE","I tried my best on each question",3,4,5,"If you could add an option where none of the answers are correct that would have made it more difficult. Also, thank you for the doggie at the end - made me burst out laughing.",49,"United States","English","Graduate Degree","Biomedical & Health Sciences","Male","No","chrome",1440,763,"Mac OS","2022-08-27T04:21:53.417Z","success","summer22",1,12,17.6826666666667
"AR3NV","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","60bff9298f56d55c8ecd9adf","prolific","asynch","TRUE","I tried my best on each question",4,3,1,"It was hard to understand how the graph showed start and end times on the same side.",31,"U.S.A.","English","Bachelors Degree","Humanities","Female","N/A","chrome",1366,768,"Chrome OS","2022-08-26T20:22:54.895Z","success","summer22",2.5,11,14.6685833333333
"0E6M5","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","","","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"The graph was a little hard to understand and read.",21,"United States","English","some college","Humanities","Female","No","chrome",1600,781,"Windows 10","2022-08-25T05:15:57.242Z","success","summer22",1,8,19.2668666666667
"1QMO3","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","622a24163ab4c46804399b02","prolific","asynch","TRUE","I tried my best on each question",5,2,5,"",54,"United States","English","Bachelors Degree","Math or Computer Sciences","Female","No","chrome",1920,929,"Windows 10","2022-08-25T16:01:10.824Z","success","summer22",1,1,8.53801666666667
"ESA7E","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","6306dd3ab2a5bf6b80c6e2de","prolific","asynch","TRUE","I tried my best on each question",2,5,5,"It got easier as I understood the graph more. Since it was angled to the right, it made it harder to read than if it was vertical",23,"United States","English","Secondary School/Highschool","Math or Computer Sciences","Male","none","chrome",1440,692,"Mac OS","2022-08-25T15:31:14.591Z","success","summer22",1,11,7.73995
"6OYDX","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62dc3847e0742087b3033fe5","prolific","asynch","TRUE","I tried my best on each question",5,4,2,"",36,"United States","English","Bachelors Degree","Math or Computer Sciences","Male","","chrome",1366,768,"Windows 10","2022-08-25T15:28:12.292Z","success","summer22",2,0,23.52105
"7C7KM","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","61010400617800821cac834e","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"N/A",22,"USA","Spanish","Bachelors Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1368,793,"Windows 10","2022-07-20T19:40:48.718Z","success","summer22",1,2,14.6746333333333
"6S33B","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","610840a82c975dee030ea34d","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"",25,"United States","English","Bachelors Degree","Biomedical & Health Sciences","Female","no","chrome",1269,708,"Mac OS","2022-08-26T01:30:03.068Z","success","summer22",2,0,10.2562
"27CUZ","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5ae3223938df950001455e66","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"",44,"USA","English","Associates Degree","Social Sciences (incl. CogSci)","Male","","chrome",1745,916,"Windows 10","2022-08-25T16:08:24.199Z","success","summer22",1,7,12.8084
"QWYMT","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","5bcf9a4765502300013b74a6","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"it was very original, i would not want to have a job using that kind of scheduling",54,"usa","English","Bachelors Degree","Math or Computer Sciences","Male","no","chrome",1717,925,"Windows 10","2022-08-25T20:23:04.114Z","success","summer22",1,10,15.3537
"FU6VN","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","6083aac9d3384eb581f4345a","prolific","asynch","TRUE","I tried my best on each question",4,3,1,"",24,"USA","English","Secondary School/Highschool","Humanities","Male","","chrome",2560,1371,"Windows 10","2022-08-26T04:45:21.537Z","success","summer22",1,1,6.74635
"GNSP3","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62fc25ef4ce0d3d169b7a120","prolific","asynch","TRUE","I tried my best on each question",5,2,1,"",30,"United States","English","some college","Humanities","Female","No","chrome",1366,695,"Windows 10","2022-08-26T05:18:08.926Z","success","summer22",3,0,12.9790166666667
"5ANUK","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","60fc3be8b7778559e151b9dc","prolific","asynch","TRUE","I tried my best on each question",5,4,4,"",19,"United States","English","some college","Fine Arts","Female","","chrome",1440,788,"Mac OS","2022-08-26T20:21:10.478Z","success","summer22",1,12,13.9972166666667
"QGBTT","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","62d6d31b3e2a7f18a131c70c","prolific","asynch","TRUE","I tried my best on each question",4,4,2,"I hated that the image was turned sideways so it was difficult to line up the numbers and letters as I had to tilt my head to view the image.",18,"United States","English","Secondary School/Highschool","Math or Computer Sciences","Male","I do not","chrome",1920,937,"Windows 10","2022-07-20T05:22:10.421Z","success","summer22",1,0,9.17711666666667
"WPA2C","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62eecc131c4b40e5a9fdb8c0","prolific","asynch","TRUE","I tried my best on each question",5,1,2,"It would be nice to have a primer on how exactly to read the chart, or to use less data points because the chart is so busy it is distracting.",30,"USA","English","Bachelors Degree","Biomedical & Health Sciences","Male","","chrome",1280,720,"Windows 10","2022-08-25T20:21:26.316Z","success","summer22",4.5,7,11.6078833333333
"1X408","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","61094c7cb8c79b6a734c2d0c","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"",41,"United States","English","some college","Math or Computer Sciences","Male","none","chrome",1389,823,"Windows 10","2022-08-26T04:05:45.891Z","success","summer22",1,0,11.51155
"2CJ7D","SGC4C","113112","TRI-rotate-45","suPROLIFIC","62d78f270296bdf7e6cf9515","62b1f2bfcec5a48852005c5f","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"",20,"United States","English","some college","Fine Arts","Female","Nope","chrome",1440,796,"Mac OS","2022-07-20T18:35:49.446Z","success","summer22",1,0,9.85251666666667
"67Z0V","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","611285de4477f8152efce6e8","prolific","asynch","TRUE","I tried my best on most questions",4,3,3,"Can you straighten the graph? It's already a complicated graph to read, don't need the neck pain from angling it to one side for so long. ",38,"US","Spanish","Graduate Degree","Social Sciences (incl. CogSci)","Female","","chrome",1920,941,"Windows 10","2022-07-20T19:28:53.774Z","success","summer22",2,0,16.2092333333333
"KYT0U","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","610858d216ad5a7a479e3f7c","prolific","asynch","TRUE","I tried my best on each question",4,3,3,"",23,"United States","English","Bachelors Degree","Math or Computer Sciences","Female","no","chrome",1280,720,"Mac OS","2022-08-27T02:29:55.869Z","success","summer22",1,8,9.22758333333333
"ES161","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","5ddd92855daaa6d095854780","prolific","asynch","FALSE","I tried my best on each question",5,1,1,"The last column would not let me check any of the boxes. The hitbox that highlighted the box was directly left of the square. Hovering over the square did not highlight it. And it could not be selected or clicked to mark.",37,"USA","English","Secondary School/Highschool","Fine Arts","Male","no","chrome",1920,937,"Windows 10","2022-08-27T04:10:48.703Z","success","summer22",2,0,14.2585833333333
"K8WV8","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5d59d1c4f6a63300198681e8","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"I'm not sure I fully understood the graph. ",46,"USA","English","some college","Humanities","Female","no","chrome",1440,751,"Mac OS","2022-08-26T03:35:09.406Z","success","summer22",1,1,9.07951666666667
"R4XJ8","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","62ec6694c12a233950f64486","prolific","asynch","TRUE","I tried my best on each question",2,5,3,"",22,"United States","English","Bachelors Degree","Natural Sciences","Male","","chrome",1280,689,"Windows 10","2022-08-27T02:22:53.401Z","success","summer22",1,0,4.94353333333333
"5KHY8","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","62f9665d7a505c0cf2b0dd42","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"I misunderstood the chart for the first couple of questions so they were most likely incorrect.  Once I understood the chart the answers should have all been correct.",35,"United States","English","some college","Math or Computer Sciences","Male","","chrome",2560,1297,"Windows 10","2022-08-26T03:37:35.718Z","success","summer22",3,0,12.3297166666667
"A3ZGA","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","5bd7971b0aac450001f951aa","prolific","asynch","TRUE","I tried my best on each question",5,3,5,"Very tricky and requires concentration and difficult",57,"United States","English","Associates Degree","Biomedical & Health Sciences","Female","no","chrome",1517,734,"Chrome OS","2022-08-26T04:09:37.681Z","success","summer22",1,2,34.7661166666667
"ZCQVM","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","60e5d47e17c05633eef565e3","prolific","asynch","TRUE","I tried my best on each question",4,3,4,"",29,"United States","English","Graduate Degree","Math or Computer Sciences","Male","","chrome",2560,1297,"Windows 10","2022-08-27T02:22:32.853Z","success","summer22",1,0,10.5422833333333
"ETQH4","SGC4C","11311331","TRI-rotate-90","suPROLIFIC","63095beae0e9908c6594269c","614d45892b93a9ed2137e514","prolific","asynch","TRUE","I tried my best on each question",2,5,5,"",36,"United States","English","Bachelors Degree","Math or Computer Sciences","Male","No","chrome",1355,927,"Windows 10","2022-08-27T04:18:33.797Z","success","summer22",2,0,9.60173333333333
"UJTNE","SGC4C","11111221","ORTH-rotate-45","suPROLIFIC","630788d1dba2be77aacb6701","62cf0de81f25661d4513393a","prolific","asynch","TRUE","I tried my best on each question",3,4,4,"That's all",27,"USA","English","Secondary School/Highschool","Humanities","Male","no","chrome",1292,697,"Windows 10","2022-08-25T22:35:34.947Z","success","summer22",2,4,16.6523166666667
"O9T8H","SGC4C","111112","ORTH-rotate-45","suPROLIFIC","62d846e008ffdac5ea24b94e","6168dd1b3907260e72c43837","prolific","asynch","TRUE","I tried my best on each question",5,1,3,"N/A",24,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","No","chrome",1536,710,"Windows 10","2022-07-20T19:43:13.269Z","success","summer22",1,1,9.77901666666667
"CRYHH","SGC4C","11111331","ORTH-rotate-90","suPROLIFIC","630812551c99d3161df93f85","61506ea233ec8668ddd21f90","prolific","asynch","TRUE","I tried my best on each question",4,5,4,"N/A",34,"United States","English","Bachelors Degree","Social Sciences (incl. CogSci)","Female","Current allergy-induced visual impairment in left eye (slightly blurry vision)","chrome",1517,730,"Windows 10","2022-08-26T00:52:49.947Z","success","summer22",1,0,10.5534333333333
"N9DY5","SGC4C","11311221","TRI-rotate-45","suPROLIFIC","6308eb43c8b615504ceb88b6","63001752d03f786b89c4226c","prolific","asynch","TRUE","I tried my best on each question",4,3,2,"",27,"America","English","Bachelors Degree","Humanities","Male","no","chrome",1821,876,"Windows 10","2022-08-26T16:35:58.494Z","success","summer22",2,1,14.1579166666667
