"subject","mode","pretty_condition","question","score"
"FXOS5","asynch","arrow",7,-5
"FXOS5","asynch","arrow",8,-6
"FXOS5","asynch","arrow",9,-7
"FXOS5","asynch","arrow",10,-8
"FXOS5","asynch","arrow",11,-9
"FXOS5","asynch","arrow",12,-10
"FXOS5","asynch","arrow",13,-11
"XMDE7","asynch","arrow",1,-1
"XMDE7","asynch","arrow",2,-2
"XMDE7","asynch","arrow",3,-2.5
"XMDE7","asynch","arrow",4,-3
"XMDE7","asynch","arrow",5,-4
"XMDE7","asynch","arrow",6,-5
"XMDE7","asynch","arrow",7,-5
"XMDE7","asynch","arrow",8,-5.5
"XMDE7","asynch","arrow",9,-6.5
"XMDE7","asynch","arrow",10,-7.5
"XMDE7","asynch","arrow",11,-8
"XMDE7","asynch","arrow",12,-8
"XMDE7","asynch","arrow",13,-8.5
"LJCT0","asynch","arrow",1,1
"LJCT0","asynch","arrow",2,2
"LJCT0","asynch","arrow",3,2
"LJCT0","asynch","arrow",4,3
"LJCT0","asynch","arrow",5,4
"LJCT0","asynch","arrow",6,5
"LJCT0","asynch","arrow",7,4.5
"LJCT0","asynch","arrow",8,5.5
"LJCT0","asynch","arrow",9,6.5
"LJCT0","asynch","arrow",10,7.5
"LJCT0","asynch","arrow",11,8.5
"LJCT0","asynch","arrow",12,9.5
"LJCT0","asynch","arrow",13,10.5
"V3SM3","asynch","arrow",1,-1
"V3SM3","asynch","arrow",2,-2
"V3SM3","asynch","arrow",3,-3
"V3SM3","asynch","arrow",4,-4
"V3SM3","asynch","arrow",5,-3
"V3SM3","asynch","arrow",6,-4
"V3SM3","asynch","arrow",7,-4.5
"V3SM3","asynch","arrow",8,-5.5
"V3SM3","asynch","arrow",9,-6.5
"V3SM3","asynch","arrow",10,-7.5
"V3SM3","asynch","arrow",11,-8.5
"V3SM3","asynch","arrow",12,-9.5
"V3SM3","asynch","arrow",13,-8.5
"X4TP8","asynch","arrow",1,-1
"X4TP8","asynch","arrow",2,-2
"X4TP8","asynch","arrow",3,-2.5
"X4TP8","asynch","arrow",4,-3
"X4TP8","asynch","arrow",5,-2
"X4TP8","asynch","arrow",6,-3
"X4TP8","asynch","arrow",7,-3.5
"X4TP8","asynch","arrow",8,-4.5
"X4TP8","asynch","arrow",9,-5.5
"X4TP8","asynch","arrow",10,-6.5
"X4TP8","asynch","arrow",11,-5.5
"X4TP8","asynch","arrow",12,-4.5
"X4TP8","asynch","arrow",13,-3.5
"FL4GS","asynch","arrow",1,-1
"FL4GS","asynch","arrow",2,-2
"FL4GS","asynch","arrow",3,-3
"FL4GS","asynch","arrow",4,-3.5
"FL4GS","asynch","arrow",5,-2.5
"FL4GS","asynch","arrow",6,-3.5
"FL4GS","asynch","arrow",7,-4.5
"FL4GS","asynch","arrow",8,-5.5
"FL4GS","asynch","arrow",9,-6.5
"FL4GS","asynch","arrow",10,-7.5
"FL4GS","asynch","arrow",11,-8.5
"FL4GS","asynch","arrow",12,-9
"FL4GS","asynch","arrow",13,-9.5
"Y7K5L","asynch","arrow",1,0.5
"Y7K5L","asynch","arrow",2,1.5
"Y7K5L","asynch","arrow",3,0.5
"Y7K5L","asynch","arrow",4,0
"Y7K5L","asynch","arrow",5,-1
"Y7K5L","asynch","arrow",6,0
"Y7K5L","asynch","arrow",7,-0.5
"Y7K5L","asynch","arrow",8,0
