"subject","mode","pretty_condition","question","score"
"THE8C","asynch","arrow",3,1
"THE8C","asynch","arrow",4,2
"THE8C","asynch","arrow",5,3
"THE8C","asynch","arrow",6,4
"THE8C","asynch","arrow",7,4
"THE8C","asynch","arrow",8,5
"THE8C","asynch","arrow",9,6
"THE8C","asynch","arrow",10,7
"THE8C","asynch","arrow",11,8
"THE8C","asynch","arrow",12,9
"THE8C","asynch","arrow",13,10
"CL5EN","asynch","arrow",1,0
"CL5EN","asynch","arrow",2,0
"CL5EN","asynch","arrow",3,0
"CL5EN","asynch","arrow",4,1
"CL5EN","asynch","arrow",5,1
"CL5EN","asynch","arrow",6,2
"CL5EN","asynch","arrow",7,2
"CL5EN","asynch","arrow",8,3
"CL5EN","asynch","arrow",9,4
"CL5EN","asynch","arrow",10,4
"CL5EN","asynch","arrow",11,5
"CL5EN","asynch","arrow",12,5
"CL5EN","asynch","arrow",13,6
"RAV2R","asynch","arrow",1,0
"RAV2R","asynch","arrow",2,0
"RAV2R","asynch","arrow",3,0
"RAV2R","asynch","arrow",4,0
"RAV2R","asynch","arrow",5,0
"RAV2R","asynch","arrow",6,0
"RAV2R","asynch","arrow",7,0
