"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","ROTATION","SHAPE","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"NTBWZ","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question","2","4","4","","NA",10.7905666666667,"1","chrome","1186","737","0","TRI",-0.510584268672504,11.375,-0.208750808015514,0,0,0,0,-12,0,7.83303333333333,36.1524615384615,9.358,176.579,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",20.223,0,-1,"Orthogonal",176.579,0,"Orthogonal",19.891,0,"Orthogonal",41.553,0,-5,4.72753333333333,0,-7,3.1055
"NUFZK","11311331","TRI-90","SGC4C","summer22","asynch","Female",20,"English",NA,"United States","I tried my best on each question","4","2","3","","no",6.62896666666667,"2","chrome","1440","789","90","TRI",-0.685421931010166,4.64863984055161,0.584216763628528,0,0,0,0,-7.5,0,4.33113333333333,19.9898461538462,8.188,43.432,0,6,2,0,5,2,5,0,0,-1,"Orthogonal",33.308,0,-0.5,"?",31.074,0,"Orthogonal",14.122,0,"Tversky",11.622,0,-3,2.31306666666667,0,-4.5,2.01806666666667
"NUUUY","113","TRI-0","SGC4D","winter22","asynch","Female",21,"Spanish","Third","United States","I tried my best on each question","2","4","3","","I have ADHD I dont know if it influenced the task though",17.4618,"1","chrome","2400","1211","0","TRI",12.9230769230769,-0.62384184443008,8.08974358974359,0,0,12,12,12.5,0.923076923076923,7.91983333333333,36.5530769230769,10.858,87.348,12,0,1,0,0,1,0,0,0,0.5,"Tversky",35.672,1,1,"Triangular",37.229,1,"Triangular",87.348,1,"Triangular",19.993,4,4.5,3.19145,8,8,4.72838333333333
"NY17O","11111331","ORTH-90","SGC4C","summer22","asynch","Male",21,"English",NA,"United States","I tried my best on each question","5","2","1","","",3.56646666666667,"1","chrome","1373","736","90","ORTH",0.479729584141349,4.26365815556992,-0.0102887308769662,0,0,1,2,-5,0.153846153846154,2.39851666666667,11.0700769230769,2.226,43.175,2,5,1,0,5,1,5,0,0,-1,"Orthogonal",13.498,1,1,"Triangular",11.111,0,"Orthogonal",11.629,1,"Triangular",2.226,1,-1,1.4794,1,-4,0.919116666666667
"NZAMF","11311331","TRI-90","SGC4C","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","5","5","5","buttons didn't work in full screen on ubuntu 22.04. ","ADHD, Autism",38.0607333333333,"5","chrome","1846","980","90","TRI",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,30.28335,139.769307692308,22.858,493.131,13,0,0,0,0,0,0,0,1,1,"Triangular",275.872,1,1,"Triangular",188.316,1,"Triangular",210.024,1,"Triangular",58.575,5,5,18.7304333333333,8,8,11.5529166666667
"O22H1","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","2","5","1","","",4.21043333333333,"1","chrome","1920","896","0","TRI",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,2.80823333333333,12.9610769230769,4.841,23.462,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",6.768,0,-1,"Orthogonal",21.84,0,"Orthogonal",14.666,0,"Orthogonal",18.098,0,-5,1.11605,0,-8,1.69218333333333
"O3FRB","113","TRI-0","SGC4D","winter22","asynch","Female",21,"Korean","Third","Korea","I tried my best on each question","1","4","5","I accidently didn't press one thing on one question (don't remember the exact question, but it was asking what shift(s) were in the condition and I only pressed one) ","",5.74901666666667,"1","chrome","1438","687","0","TRI",11.2794871794872,0.510086726998492,8.00641025641026,0,0,10,11,10,0.846153846153846,2.56215,11.8253076923077,6.568,26.078,11,0,0,0,2,0,2,0,0,-0.5,"?",26.078,1,1,"Triangular",10.685,1,"Triangular",18.135,1,"Triangular",10.452,4,3.5,1.0025,7,6.5,1.55965
"O4PRC","11311221","TRI-45","SGC4C","summer22","asynch","Male",32,"English",NA,"United States","I tried my best on each question","5","4","4","","",7.80775,"1","chrome","1678","915","45","TRI",12.9166666666667,-0.700764921353157,8.44688644688645,0,0,9,12,12.5,0.923076923076923,5.68405,26.2340769230769,4.744,54.577,12,0,1,0,0,1,0,0,1,1,"Triangular",16.245,1,1,"Triangular",49.922,1,"Triangular",21.842,1,"Triangular",27.902,4,4.5,3.21583333333333,8,8,2.46821666666667
"O7C4V","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","4","2","2","","no",20.8619333333333,"2","chrome","1440","720","0","TRI",8.33974358974359,0.816634346046111,6.44139194139194,0,0,8,8,5.5,0.615384615384615,11.0421666666667,50.9638461538462,9.767,129.421,8,2,1,0,2,1,2,0,0,-1,"Orthogonal",28.154,1,1,"Triangular",86.419,1,"Triangular",24.99,1,"Triangular",80.013,2,0.5,5.45365,6,5,5.58851666666667
"O9T8H","111112","ORTH-45","SGC4C","summer22","asynch","Female",24,"English",NA,"United States","I tried my best on each question","5","1","3","N/A","No",9.77901666666667,"1","chrome","1536","710","45","ORTH",0.00423938806291749,8.67867647058823,0.344820620555915,0,0,1,1,-9,0.0769230769230769,6.76503333333333,31.2232307692308,11.596,57.868,1,9,0,0,3,0,2,1,0,-1,"Orthogonal",11.632,0,0,"blank",25.659,0,"Orthogonal",22.138,0,"?",25.444,0,-4,2.15185,1,-5,4.61318333333333
"OBHL6","11311221","TRI-45","SGC4C","summer22","asynch","Female",72,"English",NA,"United States","I tried my best on each question","5","2","5","I found the task very interesting because it was like a puzzle and I like puzzles. However, I also found it very difficult to figure out and truly have no idea how well I did. I would love to know what the correct answers to the questions are, although I also understand that I may never know ;)","I have no impairments or disabilities.",23.7295833333333,"1","chrome","1440","765","45","TRI",5.929329004329,-0.722193492781728,6.63165266106443,0,0,6,6,5.5,0.461538461538462,14.3002166666667,66.001,13.112,242.184,6,0,3,0,4,3,4,0,1,1,"Triangular",57.307,0,-0.5,"?",96.884,1,"Triangular",59.18,0,"?",82.393,2,2.5,4.06811666666667,4,3,10.2321
"OFEK9","11311221","TRI-45","SGC4C","summer22","asynch","Female",23,"English",NA,"United States","I tried my best on each question","3","3","3","","No",14.5864833333333,"1","chrome","1440","687","45","TRI",8.30416666666667,0.676753393665158,5.76666666666667,0,0,8,9,7.5,0.692307692307692,9.86735,45.5416153846154,7.665,84.084,9,1,0,0,3,0,1,2,1,1,"Triangular",20.855,0,-0.5,"?",53.833,1,"Triangular",21.603,1,"Triangular",67.276,3,2.5,3.18415,6,5,6.6832
"OFOB1","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.4905,"NULL","NULL","NULL","NULL","0","ORTH",4.18990592740593,3.62748599439776,2.59271978021978,0,0,5,5,-1,0.384615384615385,7.32465,33.8060769230769,10.208,80.54,5,4,0,0,4,0,4,0,0,-0.5,"?",13.885,0,-1,"Orthogonal",53.452,0,"Orthogonal",21.576,1,"Triangular",16.044,0,-3.5,3.61386666666667,5,2.5,3.71078333333333
"OHLRP","111","ORTH-0","SGC3A","fall21","asynch","Female",24,"English","Third","us","NULL","NULL","NULL","NULL","NULL","NULL",8.16703333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.78489133415604,-0.156017022193493,2.14040616246499,0,0,0,0,-2.5,0,5.42428333333333,25.0351538461538,2.27,112.682,0,1,3,0,9,3,6,3,0,-0.5,"?",18.466,0,-0.5,"?",14.684,0,"?",36.519,0,"?",15.972,0,0,1.17188333333333,0,-2.5,4.2524
"ONW0D","11111331","ORTH-90","SGC4C","summer22","asynch","Female",30,"English",NA,"United States","I tried my best on each question","3","2","4","","",13.2109833333333,"1","chrome","1728","892","90","ORTH",-0.340508511096746,10.9230769230769,-0.569327731092437,0,1,0,0,-11.5,0,11.19475,51.6680769230769,4.87,209.262,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",27.045,0,-0.5,"?",209.262,0,"Orthogonal",24.685,0,"Orthogonal",47.947,0,-3.5,5.98125,0,-8,5.2135
"OTNWU","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","USA","I tried my best on each question","3","3","3","","no",12.4263166666667,"1","chrome","1536","842","0","TRI",-0.785584268672504,12.1666666666667,0.68180349062702,0,0,0,0,-12.5,0,8.61216666666667,39.7484615384615,9.402,96.632,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",50.489,0,-1,"Orthogonal",61.945,0,"Orthogonal",24.244,0,"Orthogonal",96.632,0,-4.5,3.8884,0,-8,4.72376666666667
"P18KW","11311331","TRI-90","SGC4C","summer22","asynch","Female",60,"English",NA,"United States","I tried my best on each question","5","3","1","The chart was too small and hard to see the letters. ","No",15.2836666666667,"2","chrome","1366","695","90","TRI",-0.452250935339171,11.4230769230769,-0.664350355526826,0,0,0,0,-12.5,0,11.7361,54.1666153846154,5.28,204.713,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",12.535,0,-0.5,"?",204.713,0,"Orthogonal",31.116,0,"Orthogonal",101.452,0,-4.5,5.4687,0,-8,6.2674
"P8KQR","11311221","TRI-45","SGC4C","summer22","asynch","Male",41,"English",NA,"USA","I tried my best on each question","4","4","4","n/a","no",14.8292166666667,"2","chrome","1920","937","45","TRI",10.204329004329,0.52615815556992,8.83333333333333,0,0,8,10,10.5,0.769230769230769,8.8648,40.9144615384615,10.538,134.133,10,0,2,0,1,2,1,0,1,1,"Triangular",28.937,0,0.5,"Tversky",38.646,1,"Triangular",25.058,1,"Triangular",71.619,3,4,2.74183333333333,7,6.5,6.12296666666667
"PBAU4","113","TRI-0","SGC4D","winter22","asynch","Female",24,"English","Third","USA","I tried my best on each question","3","4","3","I hope we get to know how many we got correct","no",14.0250333333333,"1","chrome","1718","885","0","TRI",-0.514750935339171,11.4230769230769,-0.723173884938591,0,0,0,0,-12.5,0,7.6006,35.0796923076923,9.434,106.847,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",17.382,0,-0.5,"?",83.196,0,"Orthogonal",19.06,0,"Orthogonal",106.847,0,-4.5,2.44475,0,-8,5.15585
"PFFEV","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"Other","Third","France","NULL","NULL","NULL","NULL","NULL","NULL",17.2959333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.535584268672504,11.4,0.187082525317819,0,0,0,0,-11.5,0,12.6217666666667,58.2543076923077,13.526,140.712,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",35.324,0,-1,"Orthogonal",101.336,0,"Orthogonal",20.306,0,"Orthogonal",59.076,0,-3.5,5.31195,0,-8,7.30981666666667
"PH1DM","11311331","TRI-90","SGC4C","summer22","asynch","Male",41,"English",NA,"United States","I tried my best on each question","4","4","1","","",10.6500833333333,"3","chrome","1920","961","90","TRI",8.23333333333333,0.610819327731092,6.16666666666667,0,0,8,9,8,0.692307692307692,6.9416,32.0381538461538,4,87.315,9,1,0,0,3,0,0,3,0,0,"blank",87.315,0,0,"blank",75.571,1,"Triangular",60.039,1,"Triangular",44.109,2,2,3.65528333333333,7,6,3.28631666666667
"PKTN1","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Fourth","United States","I tried my best on most questions","4","3","4","Start times were extremely easy. But when it came to half breaks, I was having difficulty with all the different points on the graph.","No",11.1346,"1","chrome","1440","730","0","TRI",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.24546666666667,33.4406153846154,4.816,89.386,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",24.046,0,-1,"Orthogonal",63.739,0,"Orthogonal",12.887,0,"Orthogonal",39.393,0,-5,3.27183333333333,0,-8,3.97363333333333
"PL70M","11111221","ORTH-45","SGC4C","summer22","asynch","Male",59,"English",NA,"US","I tried my best on each question","4","3","4","It seemed like it got progresively harder","no",14.4663,"3","chrome","1280","800","45","ORTH",6.95016233766234,-0.617431588019823,7.61282051282051,0,0,6,6,6,0.461538461538462,9.15768333333333,42.2662307692308,8.023,114.858,6,1,4,0,2,4,2,0,1,1,"Triangular",20.211,0,0.5,"Tversky",45.495,1,"Triangular",37.199,0,"?",114.858,3,4,2.6779,3,2,6.47978333333333
"PLYNT","11311221","TRI-45","SGC4C","summer22","asynch","Male",33,"English",NA,"USA","I tried my best on each question","4","2","2","Some of the questions were confusing to understand grammatically, so I'd recommend checking those.
Also happy to do follow up studies.","Nope",9.85213333333333,"3","chrome","1680","870","45","TRI",10.7083333333333,-0.740508511096746,6.54785410667764,0,0,11,11,10,0.846153846153846,6.42865,29.6706923076923,5.333,58.344,11,0,0,0,2,0,2,0,1,1,"Triangular",7.821,1,1,"Triangular",43.893,1,"Triangular",49.306,0,"?",40.122,4,3.5,1.87693333333333,7,6.5,4.55171666666667
"PMPVE","11311331","TRI-90","SGC4C","summer22","asynch","Female",42,"English",NA,"USA","I tried my best on each question","5","2","4","The instructions were a little confusing, perhaps on purpose? I think a more detailed tutorial would have been helpful.","no",10.83105,"1","chrome","1815","984","90","TRI",0.490010969422734,6.51355311355311,1.82993966817496,0,0,1,1,-6,0.0769230769230769,7.38985,34.107,6.667,101.901,1,7,2,0,3,2,2,1,0,0.5,"Tversky",32.414,0,-0.5,"?",50.936,0,"Orthogonal",19.303,0,"Orthogonal",32.488,1,1.5,2.99048333333333,0,-7.5,4.39936666666667
"POGW3","11311331","TRI-90","SGC4C","summer22","asynch","Male",28,"English",NA,"United States","I tried my best on most questions","3","2","4","","I have an astigmatism, which makes it difficult to focus at text for long periods of time",9.12426666666667,"1","chrome","1536","722","90","TRI",-0.452250935339171,10.4285714285714,-0.0874272786037492,0,0,0,0,-12,0,6.14483333333333,28.3607692307692,6.708,55.985,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",20.695,0,-1,"Orthogonal",55.985,0,"Orthogonal",16.832,0,"Orthogonal",44.905,0,-4.5,2.69398333333333,0,-7.5,3.45085
"PQA54","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"Spanish","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.4638333333333,"NULL","NULL","NULL","NULL","0","ORTH",-0.598084268672504,10.8230769230769,-0.389840551605257,0,0,0,0,-11,0,9.82163333333333,45.3306153846154,19.278,189.458,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",19.278,0,-0.5,"?",189.458,0,"Orthogonal",21.292,0,"Orthogonal",50.864,0,-3,5.66786666666667,0,-8,4.15376666666667
"PWPHH","11311331","TRI-90","SGC4C","summer22","asynch","Female",59,"English",NA,"United States","I tried my best on each question","5","1","1","The graph was convoluted. The last 4 boxes weren't interactive and I couldn't click into them.","No",13.2520166666667,"5.5","chrome","1770","888","90","TRI",0.394667832167832,5.83988095238095,1.77857142857143,0,0,0,0,-5.5,0,5.8764,27.1218461538462,8.399,74.058,0,6,3,0,4,3,2,2,0,-1,"Orthogonal",9.675,0,-1,"Orthogonal",74.058,0,"Orthogonal",22.952,0,"Tversky",19.36,0,-1,2.30561666666667,0,-4.5,3.57078333333333
"PX101","113","TRI-0","SGC4D","winter22","asynch","Male",21,"English","Third","united states","I tried my best on each question","1","4","3","","no",6.48695,"1","chrome","1330","729","0","TRI",0.687572721396251,4.93816795949149,0.930887739711269,0,0,2,2,-5.5,0.153846153846154,3.77673333333333,17.4310769230769,4.524,31.911,2,6,1,0,4,1,4,0,0,-1,"Orthogonal",11.787,1,1,"Triangular",10.133,0,"Orthogonal",31.911,1,"Triangular",22.646,1,-1,1.1461,1,-4.5,2.63063333333333
"PY424","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","united states of america","NULL","NULL","NULL","NULL","NULL","NULL",12.0660166666667,"NULL","NULL","NULL","NULL","0","ORTH",0.492824822236587,10.8230769230769,-0.389840551605257,0,0,1,1,-9.5,0.0769230769230769,6.39525,29.5165384615385,6.234,94.926,1,11,1,0,0,1,0,0,0,-1,"Orthogonal",25.508,1,1,"Triangular",24.851,0,"Orthogonal",17.754,0,"Orthogonal",42.149,1,-1.5,2.86743333333333,0,-8,3.52781666666667
"PYK8X","11311331","TRI-90","SGC4C","summer22","asynch","Male",31,"English",NA,"United States","I tried my best on each question","4","3","4","The answers in the far right column wouldn't allow me to click in the checkboxes. Because of this I answered incorrectly on a few that I couldn't click the right answer. ","No",12.4909666666667,"2","chrome","1639","844","90","TRI",-0.514750935339171,9.33974358974359,-0.146250808015514,0,0,0,0,-10.5,0,7.5878,35.0206153846154,8.124,139.265,0,10,1,0,2,1,2,0,0,-1,"Orthogonal",13.079,0,0.5,"Tversky",91.156,0,"Orthogonal",15.913,0,"Orthogonal",20.293,0,-2.5,3.43668333333333,0,-8,4.15111666666667
"Q77EC","113","TRI-0","SGC4D","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on each question","3","3","4","The fact that the bottom said start and end time was confusing. ","No",11.29625,"1","chrome","1280","800","0","TRI",-0.485689310689311,8.73333333333333,0.292124542124542,0,0,0,0,-9,0,6.2202,28.7086153846154,9.058,48.718,0,9,1,0,3,1,1,2,0,-1,"Orthogonal",23.086,0,-1,"Orthogonal",47.167,0,"Orthogonal",23.052,0,"blank",48.718,0,-3,2.43635,0,-6,3.78385
"QADB9","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"Other","First","Philippines","NULL","NULL","NULL","NULL","NULL","NULL",19.4511666666667,"NULL","NULL","NULL","NULL","0","ORTH",-0.586179506767742,9.75641025641026,-0.717679379444085,0,0,0,0,-11.5,0,11.9460166666667,55.1354615384615,9.039,204.844,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",204.844,0,-0.5,"?",111.53,0,"Orthogonal",19.671,0,"Orthogonal",24.423,0,-4,6.16303333333333,0,-7.5,5.78298333333333
"QAUVK","113","TRI-0","SGC4D","winter22","asynch","Male",18,"English","Fourth","United States","I tried my best on most questions","3","1","3","made me feel cross-eyed for a bit lol","n/a",10.8577166666667,"1","chrome","1440","789","0","TRI",-0.514750935339171,11.4375,-0.146250808015514,0,0,0,0,-12.5,0,6.7008,30.9267692307692,7.958,75.956,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",41.691,0,-1,"Orthogonal",75.956,0,"Orthogonal",19.064,0,"Orthogonal",27.163,0,-5,2.90575,0,-7.5,3.79505
"QBNNC","11111221","ORTH-45","SGC4C","summer22","asynch","Female",19,"English",NA,"United States","I tried my best on each question","5","3","3","","",10.0384,"2","chrome","1920","937","45","ORTH",4.32321428571429,5.46425339366516,3.46614414996768,0,0,5,5,-1,0.384615384615385,7.71745,35.619,9.154,77.012,5,6,1,0,1,1,1,0,1,1,"Triangular",18.877,0,-0.5,"?",74.059,0,"Orthogonal",19.762,0,"Orthogonal",40.068,1,-2.5,3.77325,4,1.5,3.9442
"QGBTT","113112","TRI-45","SGC4C","summer22","asynch","Male",18,"English",NA,"United States","I tried my best on each question","4","4","2","I hated that the image was turned sideways so it was difficult to line up the numbers and letters as I had to tilt my head to view the image.","I do not",9.17711666666667,"1","chrome","1920","937","45","TRI",0.485249064660829,12.9166666666667,0.853749191984486,0,0,0,0,-11.5,0,6.42763333333333,29.666,5.61,78.782,0,12,0,0,1,1,0,0,0,-1,"Orthogonal",8.915,0,-1,"Orthogonal",64.651,0,"Orthogonal",25.239,0,"Orthogonal",78.782,0,-3.5,2.49131666666667,0,-8,3.93631666666667
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch","Male",30,"English",NA,"United States","I tried my best on most questions","4","3","2","I got confused based on the angle/graph positioning after the first 5 or so questions.","No.",7.96228333333333,"1","chrome","1920","969","45","ORTH",4.15042971734148,-0.688860159448395,6.73949579831933,0,0,5,5,5,0.384615384615385,4.4163,20.3829230769231,5.861,77.172,5,0,4,0,4,4,4,0,1,1,"Triangular",11.166,0,-0.5,"?",23.621,1,"Triangular",35.73,0,"Tversky",11.184,2,2.5,1.06335,3,2.5,3.35295
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch","Female",32,"English",NA,"United States","I tried my best on most questions","4","2","1","","",12.3229666666667,"1","chrome","1334","1000","45","TRI",8.69139194139194,3.62615815556992,4.2985347985348,0,0,9,9,5,0.692307692307692,9.24886666666667,42.6870769230769,8.059,109.559,9,4,0,0,0,0,0,0,0,-1,"Orthogonal",47.127,1,1,"Triangular",89.519,1,"Triangular",23.827,1,"Triangular",64.734,1,-3,4.7937,8,8,4.45516666666667
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch","Male",54,"English",NA,"usa","I tried my best on each question","3","4","4","it was very original, i would not want to have a job using that kind of scheduling","no",15.3537,"1","chrome","1717","925","45","ORTH",11.8041666666667,-1.25076492135316,7.95714285714286,0,0,10,11,11,0.846153846153846,9.88803333333333,45.6370769230769,7.395,114.21,11,0,1,0,1,1,1,0,1,1,"Triangular",53.814,1,1,"Triangular",54.845,1,"Triangular",114.21,0,"Tversky",80.147,5,5,3.91296666666667,6,6,5.97506666666667
"QXR09","11311221","TRI-45","SGC4C","summer22","asynch","Male",79,"English",NA,"United States","I tried my best on each question","5","4","3","As a first-time viewer of this sort of chart, I believe I took MUCH longer than someone familiar with this format.","No.",33.4236666666667,"2","chrome","1536","721","45","TRI",10.8708333333333,0.521991488903254,7.02724358974359,0,0,11,11,9.5,0.846153846153846,24.5057333333333,113.103384615385,19.499,350.201,11,1,0,0,1,0,1,0,1,1,"Triangular",47.366,1,1,"Triangular",169,1,"Triangular",229.662,1,"Triangular",175.312,5,5,6.09188333333333,6,4.5,18.41385
