"subject","mode","condition","question","score","pretty_condition"
"R8SJJ","asynch","11115",11,0,"click-point"
"R8SJJ","asynch","11115",12,0,"click-point"
"R8SJJ","asynch","11115",13,0,"click-point"
"7OBDZ","asynch","11115",1,0,"click-point"
"7OBDZ","asynch","11115",2,0,"click-point"
"7OBDZ","asynch","11115",3,0,"click-point"
"7OBDZ","asynch","11115",4,0,"click-point"
"7OBDZ","asynch","11115",5,0,"click-point"
"7OBDZ","asynch","11115",6,0,"click-point"
"7OBDZ","asynch","11115",7,0,"click-point"
"7OBDZ","asynch","11115",8,0,"click-point"
"7OBDZ","asynch","11115",9,0,"click-point"
"7OBDZ","asynch","11115",10,0,"click-point"
"7OBDZ","asynch","11115",11,0,"click-point"
"7OBDZ","asynch","11115",12,0,"click-point"
"7OBDZ","asynch","11115",13,0,"click-point"
"3QQX3","asynch","11115",1,0,"click-point"
"3QQX3","asynch","11115",2,0,"click-point"
"3QQX3","asynch","11115",3,0,"click-point"
"3QQX3","asynch","11115",4,0,"click-point"
"3QQX3","asynch","11115",5,0,"click-point"
"3QQX3","asynch","11115",6,0,"click-point"
"3QQX3","asynch","11115",7,0,"click-point"
"3QQX3","asynch","11115",8,0,"click-point"
"3QQX3","asynch","11115",9,0,"click-point"
"3QQX3","asynch","11115",10,0,"click-point"
"3QQX3","asynch","11115",11,0,"click-point"
"3QQX3","asynch","11115",12,0,"click-point"
"3QQX3","asynch","11115",13,0,"click-point"
"9T8HW","asynch","11115",1,0,"click-point"
"9T8HW","asynch","11115",2,1,"click-point"
"9T8HW","asynch","11115",3,1,"click-point"
"9T8HW","asynch","11115",4,1,"click-point"
"9T8HW","asynch","11115",5,2,"click-point"
"9T8HW","asynch","11115",6,2,"click-point"
"9T8HW","asynch","11115",7,2,"click-point"
"9T8HW","asynch","11115",8,2,"click-point"
"9T8HW","asynch","11115",9,2,"click-point"
"9T8HW","asynch","11115",10,2,"click-point"
"9T8HW","asynch","11115",11,2,"click-point"
"9T8HW","asynch","11115",12,2,"click-point"
"9T8HW","asynch","11115",13,3,"click-point"
"NU1ZQ","asynch","11115",1,0,"click-point"
"NU1ZQ","asynch","11115",2,0,"click-point"
"NU1ZQ","asynch","11115",3,0,"click-point"
"NU1ZQ","asynch","11115",4,0,"click-point"
"NU1ZQ","asynch","11115",5,0,"click-point"
"NU1ZQ","asynch","11115",6,0,"click-point"
"NU1ZQ","asynch","11115",7,0,"click-point"
"NU1ZQ","asynch","11115",8,0,"click-point"
"NU1ZQ","asynch","11115",9,0,"click-point"
"NU1ZQ","asynch","11115",10,0,"click-point"
"NU1ZQ","asynch","11115",11,0,"click-point"
"NU1ZQ","asynch","11115",12,0,"click-point"
"NU1ZQ","asynch","11115",13,0,"click-point"
"64VZS","asynch","11115",1,1,"click-point"
"64VZS","asynch","11115",2,2,"click-point"
"64VZS","asynch","11115",3,3,"click-point"
"64VZS","asynch","11115",4,4,"click-point"
"64VZS","asynch","11115",5,5,"click-point"
"64VZS","asynch","11115",6,6,"click-point"
"64VZS","asynch","11115",7,7,"click-point"
"64VZS","asynch","11115",8,8,"click-point"
"64VZS","asynch","11115",9,9,"click-point"
"64VZS","asynch","11115",10,10,"click-point"
"64VZS","asynch","11115",11,11,"click-point"
"64VZS","asynch","11115",12,12,"click-point"
"64VZS","asynch","11115",13,13,"click-point"
"3SG1K","asynch","11115",1,1,"click-point"
"3SG1K","asynch","11115",2,2,"click-point"
"3SG1K","asynch","11115",3,3,"click-point"
"3SG1K","asynch","11115",4,4,"click-point"
"3SG1K","asynch","11115",5,5,"click-point"
"3SG1K","asynch","11115",6,6,"click-point"
"3SG1K","asynch","11115",7,7,"click-point"
"3SG1K","asynch","11115",8,8,"click-point"
"3SG1K","asynch","11115",9,8,"click-point"
"3SG1K","asynch","11115",10,9,"click-point"
"3SG1K","asynch","11115",11,10,"click-point"
"3SG1K","asynch","11115",12,11,"click-point"
"3SG1K","asynch","11115",13,12,"click-point"
"OW65D","asynch","11115",1,0,"click-point"
"OW65D","asynch","11115",2,0,"click-point"
"OW65D","asynch","11115",3,0,"click-point"
"OW65D","asynch","11115",4,0,"click-point"
"OW65D","asynch","11115",5,0,"click-point"
"OW65D","asynch","11115",6,0,"click-point"
"OW65D","asynch","11115",7,0,"click-point"
"OW65D","asynch","11115",8,0,"click-point"
"OW65D","asynch","11115",9,0,"click-point"
"OW65D","asynch","11115",10,0,"click-point"
"OW65D","asynch","11115",11,0,"click-point"
"OW65D","asynch","11115",12,0,"click-point"
"OW65D","asynch","11115",13,0,"click-point"
"3H75M","asynch","11115",1,0,"click-point"
"3H75M","asynch","11115",2,0,"click-point"
"3H75M","asynch","11115",3,0,"click-point"
"3H75M","asynch","11115",4,0,"click-point"
"3H75M","asynch","11115",5,0,"click-point"
"3H75M","asynch","11115",6,0,"click-point"
"3H75M","asynch","11115",7,0,"click-point"
"3H75M","asynch","11115",8,0,"click-point"
"3H75M","asynch","11115",9,1,"click-point"
"3H75M","asynch","11115",10,2,"click-point"
"3H75M","asynch","11115",11,2,"click-point"
"3H75M","asynch","11115",12,2,"click-point"
"3H75M","asynch","11115",13,2,"click-point"
"B8HA2","asynch","11115",1,0,"click-point"
"B8HA2","asynch","11115",2,0,"click-point"
"B8HA2","asynch","11115",3,0,"click-point"
"B8HA2","asynch","11115",4,0,"click-point"
"B8HA2","asynch","11115",5,0,"click-point"
"B8HA2","asynch","11115",6,0,"click-point"
"B8HA2","asynch","11115",7,0,"click-point"
"B8HA2","asynch","11115",8,0,"click-point"
"B8HA2","asynch","11115",9,0,"click-point"
"B8HA2","asynch","11115",10,0,"click-point"
"B8HA2","asynch","11115",11,0,"click-point"
"B8HA2","asynch","11115",12,0,"click-point"
"B8HA2","asynch","11115",13,0,"click-point"
"GYGOR","asynch","11115",1,0,"click-point"
"GYGOR","asynch","11115",2,0,"click-point"
"GYGOR","asynch","11115",3,0,"click-point"
"GYGOR","asynch","11115",4,0,"click-point"
"GYGOR","asynch","11115",5,0,"click-point"
"GYGOR","asynch","11115",6,0,"click-point"
"GYGOR","asynch","11115",7,0,"click-point"
"GYGOR","asynch","11115",8,0,"click-point"
"GYGOR","asynch","11115",9,0,"click-point"
"GYGOR","asynch","11115",10,0,"click-point"
"GYGOR","asynch","11115",11,0,"click-point"
"GYGOR","asynch","11115",12,0,"click-point"
"GYGOR","asynch","11115",13,0,"click-point"
"7SV52","asynch","11115",1,0,"click-point"
"7SV52","asynch","11115",2,0,"click-point"
"7SV52","asynch","11115",3,0,"click-point"
"7SV52","asynch","11115",4,0,"click-point"
"7SV52","asynch","11115",5,1,"click-point"
"7SV52","asynch","11115",6,1,"click-point"
"7SV52","asynch","11115",7,1,"click-point"
"7SV52","asynch","11115",8,1,"click-point"
"7SV52","asynch","11115",9,1,"click-point"
"7SV52","asynch","11115",10,1,"click-point"
"7SV52","asynch","11115",11,1,"click-point"
"7SV52","asynch","11115",12,1,"click-point"
"7SV52","asynch","11115",13,1,"click-point"
"S4EK0","asynch","11115",1,0,"click-point"
"S4EK0","asynch","11115",2,0,"click-point"
"S4EK0","asynch","11115",3,0,"click-point"
"S4EK0","asynch","11115",4,0,"click-point"
"S4EK0","asynch","11115",5,0,"click-point"
"S4EK0","asynch","11115",6,0,"click-point"
"S4EK0","asynch","11115",7,0,"click-point"
"S4EK0","asynch","11115",8,0,"click-point"
"S4EK0","asynch","11115",9,0,"click-point"
"S4EK0","asynch","11115",10,0,"click-point"
"S4EK0","asynch","11115",11,0,"click-point"
"S4EK0","asynch","11115",12,0,"click-point"
"S4EK0","asynch","11115",13,0,"click-point"
"KQBZN","asynch","11115",1,0,"click-point"
"KQBZN","asynch","11115",2,0,"click-point"
"KQBZN","asynch","11115",3,0,"click-point"
"KQBZN","asynch","11115",4,0,"click-point"
"KQBZN","asynch","11115",5,0,"click-point"
"KQBZN","asynch","11115",6,0,"click-point"
"KQBZN","asynch","11115",7,0,"click-point"
"KQBZN","asynch","11115",8,0,"click-point"
"KQBZN","asynch","11115",9,0,"click-point"
"KQBZN","asynch","11115",10,0,"click-point"
"KQBZN","asynch","11115",11,0,"click-point"
"KQBZN","asynch","11115",12,0,"click-point"
"KQBZN","asynch","11115",13,0,"click-point"
"WEG15","asynch","11115",1,0,"click-point"
"WEG15","asynch","11115",2,0,"click-point"
"WEG15","asynch","11115",3,0,"click-point"
"WEG15","asynch","11115",4,0,"click-point"
"WEG15","asynch","11115",5,1,"click-point"
"WEG15","asynch","11115",6,1,"click-point"
"WEG15","asynch","11115",7,1,"click-point"
"WEG15","asynch","11115",8,1,"click-point"
"WEG15","asynch","11115",9,1,"click-point"
"WEG15","asynch","11115",10,1,"click-point"
"WEG15","asynch","11115",11,1,"click-point"
"WEG15","asynch","11115",12,1,"click-point"
"WEG15","asynch","11115",13,1,"click-point"
"6XY80","asynch","11115",1,0,"click-point"
"6XY80","asynch","11115",2,0,"click-point"
"6XY80","asynch","11115",3,0,"click-point"
"6XY80","asynch","11115",4,0,"click-point"
"6XY80","asynch","11115",5,1,"click-point"
"6XY80","asynch","11115",6,1,"click-point"
"6XY80","asynch","11115",7,1,"click-point"
"6XY80","asynch","11115",8,1,"click-point"
"6XY80","asynch","11115",9,1,"click-point"
"6XY80","asynch","11115",10,1,"click-point"
"6XY80","asynch","11115",11,1,"click-point"
"6XY80","asynch","11115",12,1,"click-point"
"6XY80","asynch","11115",13,2,"click-point"
"RD6JR","asynch","11115",1,0,"click-point"
"RD6JR","asynch","11115",2,0,"click-point"
"RD6JR","asynch","11115",3,0,"click-point"
"RD6JR","asynch","11115",4,0,"click-point"
"RD6JR","asynch","11115",5,0,"click-point"
"RD6JR","asynch","11115",6,0,"click-point"
"RD6JR","asynch","11115",7,0,"click-point"
"RD6JR","asynch","11115",8,0,"click-point"
"RD6JR","asynch","11115",9,0,"click-point"
"RD6JR","asynch","11115",10,0,"click-point"
"RD6JR","asynch","11115",11,0,"click-point"
"RD6JR","asynch","11115",12,0,"click-point"
"RD6JR","asynch","11115",13,0,"click-point"
"OFP8T","asynch","11115",1,0,"click-point"
"OFP8T","asynch","11115",2,0,"click-point"
"OFP8T","asynch","11115",3,0,"click-point"
"OFP8T","asynch","11115",4,0,"click-point"
"OFP8T","asynch","11115",5,0,"click-point"
"OFP8T","asynch","11115",6,0,"click-point"
"OFP8T","asynch","11115",7,0,"click-point"
"OFP8T","asynch","11115",8,0,"click-point"
"OFP8T","asynch","11115",9,0,"click-point"
"OFP8T","asynch","11115",10,0,"click-point"
"OFP8T","asynch","11115",11,0,"click-point"
"OFP8T","asynch","11115",12,0,"click-point"
"OFP8T","asynch","11115",13,0,"click-point"
"MXPYU","asynch","11115",1,0,"click-point"
"MXPYU","asynch","11115",2,0,"click-point"
"MXPYU","asynch","11115",3,0,"click-point"
"MXPYU","asynch","11115",4,0,"click-point"
"MXPYU","asynch","11115",5,0,"click-point"
"MXPYU","asynch","11115",6,0,"click-point"
"MXPYU","asynch","11115",7,0,"click-point"
"MXPYU","asynch","11115",8,0,"click-point"
"MXPYU","asynch","11115",9,0,"click-point"
"MXPYU","asynch","11115",10,0,"click-point"
"MXPYU","asynch","11115",11,0,"click-point"
"MXPYU","asynch","11115",12,0,"click-point"
"MXPYU","asynch","11115",13,0,"click-point"
"TMVAO","asynch","11115",1,0,"click-point"
"TMVAO","asynch","11115",2,0,"click-point"
"TMVAO","asynch","11115",3,0,"click-point"
"TMVAO","asynch","11115",4,0,"click-point"
"TMVAO","asynch","11115",5,0,"click-point"
"TMVAO","asynch","11115",6,0,"click-point"
"TMVAO","asynch","11115",7,0,"click-point"
"TMVAO","asynch","11115",8,0,"click-point"
"TMVAO","asynch","11115",9,0,"click-point"
"TMVAO","asynch","11115",10,0,"click-point"
"TMVAO","asynch","11115",11,0,"click-point"
"TMVAO","asynch","11115",12,0,"click-point"
"TMVAO","asynch","11115",13,0,"click-point"
"1JPFK","asynch","11115",1,0,"click-point"
"1JPFK","asynch","11115",2,1,"click-point"
"1JPFK","asynch","11115",3,2,"click-point"
"1JPFK","asynch","11115",4,3,"click-point"
"1JPFK","asynch","11115",5,4,"click-point"
"1JPFK","asynch","11115",6,5,"click-point"
"1JPFK","asynch","11115",7,6,"click-point"
"1JPFK","asynch","11115",8,7,"click-point"
"1JPFK","asynch","11115",9,8,"click-point"
"1JPFK","asynch","11115",10,9,"click-point"
"1JPFK","asynch","11115",11,10,"click-point"
"1JPFK","asynch","11115",12,11,"click-point"
"1JPFK","asynch","11115",13,12,"click-point"
"Q10C6","asynch","11115",1,0,"click-point"
"Q10C6","asynch","11115",2,0,"click-point"
"Q10C6","asynch","11115",3,0,"click-point"
"Q10C6","asynch","11115",4,0,"click-point"
"Q10C6","asynch","11115",5,1,"click-point"
"Q10C6","asynch","11115",6,1,"click-point"
"Q10C6","asynch","11115",7,1,"click-point"
"Q10C6","asynch","11115",8,2,"click-point"
"Q10C6","asynch","11115",9,2,"click-point"
"Q10C6","asynch","11115",10,2,"click-point"
"Q10C6","asynch","11115",11,2,"click-point"
"Q10C6","asynch","11115",12,2,"click-point"
"Q10C6","asynch","11115",13,2,"click-point"
"GQX64","asynch","11115",1,0,"click-point"
"GQX64","asynch","11115",2,0,"click-point"
"GQX64","asynch","11115",3,0,"click-point"
"GQX64","asynch","11115",4,0,"click-point"
"GQX64","asynch","11115",5,0,"click-point"
"GQX64","asynch","11115",6,0,"click-point"
"GQX64","asynch","11115",7,0,"click-point"
"GQX64","asynch","11115",8,0,"click-point"
"GQX64","asynch","11115",9,0,"click-point"
"GQX64","asynch","11115",10,0,"click-point"
"GQX64","asynch","11115",11,0,"click-point"
"GQX64","asynch","11115",12,0,"click-point"
"GQX64","asynch","11115",13,0,"click-point"
"NOXYV","asynch","11115",1,0,"click-point"
"NOXYV","asynch","11115",2,0,"click-point"
"NOXYV","asynch","11115",3,0,"click-point"
"NOXYV","asynch","11115",4,0,"click-point"
"NOXYV","asynch","11115",5,0,"click-point"
"NOXYV","asynch","11115",6,0,"click-point"
"NOXYV","asynch","11115",7,0,"click-point"
"NOXYV","asynch","11115",8,0,"click-point"
"NOXYV","asynch","11115",9,0,"click-point"
"NOXYV","asynch","11115",10,0,"click-point"
"NOXYV","asynch","11115",11,0,"click-point"
"NOXYV","asynch","11115",12,1,"click-point"
"NOXYV","asynch","11115",13,1,"click-point"
"O9K5K","asynch","11115",1,0,"click-point"
"O9K5K","asynch","11115",2,0,"click-point"
"O9K5K","asynch","11115",3,0,"click-point"
"O9K5K","asynch","11115",4,0,"click-point"
"O9K5K","asynch","11115",5,1,"click-point"
"O9K5K","asynch","11115",6,1,"click-point"
"O9K5K","asynch","11115",7,1,"click-point"
"O9K5K","asynch","11115",8,1,"click-point"
"O9K5K","asynch","11115",9,1,"click-point"
"O9K5K","asynch","11115",10,1,"click-point"
"O9K5K","asynch","11115",11,1,"click-point"
"O9K5K","asynch","11115",12,1,"click-point"
"O9K5K","asynch","11115",13,2,"click-point"
"9PH05","asynch","11115",1,0,"click-point"
"9PH05","asynch","11115",2,0,"click-point"
"9PH05","asynch","11115",3,0,"click-point"
"9PH05","asynch","11115",4,0,"click-point"
"9PH05","asynch","11115",5,0,"click-point"
"9PH05","asynch","11115",6,0,"click-point"
"9PH05","asynch","11115",7,0,"click-point"
"9PH05","asynch","11115",8,0,"click-point"
"9PH05","asynch","11115",9,0,"click-point"
"9PH05","asynch","11115",10,0,"click-point"
"9PH05","asynch","11115",11,0,"click-point"
"9PH05","asynch","11115",12,0,"click-point"
"9PH05","asynch","11115",13,0,"click-point"
