"subject","condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_condition","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"TVQKD","121","spring18","lab-synch","Female",21,"English","Fourth","usa","NULL","NULL","NULL","NULL","NULL","NULL",13.3419666666667,"NULL","NULL","NULL","NULL","impasse","laboratory",7.4353021978022,0.714985994397759,4.29555860805861,0.185897435897436,0,7,7,5.5,0.538461538461538,10.0751,46.5004615384615,8.561,87.04,7,0,1,0,5,1,4,1,0,0,"blank",70.878,0,-0.5,"?",87.04,1,"Triangular",28.56,1,"Triangular",68.915,1,0.5,4.9966,6,5,5.0785
"TX10R","111","fall17","lab-synch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.4999,"NULL","NULL","NULL","NULL","control","laboratory",0.172749064660829,11.4375,-0.0874272786037492,0,0,0,1,-11,0.0769230769230769,8.14655,37.5994615384615,7.468,94.11,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",26.552,0,-1,"Orthogonal",90.949,0,"Orthogonal",18.647,0,"Orthogonal",94.11,0,-5,4.2204,1,-6,3.92615
"UQWX4","111","spring18","lab-synch","Male",23,"English","Other","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",12.8825333333333,"NULL","NULL","NULL","NULL","control","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.43566666666667,38.9338461538462,10.8,80.404,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",42.677,0,-1,"Orthogonal",80.404,0,"Orthogonal",16.188,0,"Orthogonal",57.366,0,-5,4.28295,0,-8,4.15271666666667
"UX4QZ","111","spring18","lab-synch","Male",23,"English","Fifth","united states","NULL","NULL","NULL","NULL","NULL","NULL",14.4078833333333,"NULL","NULL","NULL","NULL","control","laboratory",-0.514750935339171,11.9411764705882,-0.146250808015514,0,0,0,0,-12.5,0,8.4188,38.856,9.86,88.691,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",48.803,0,-1,"Orthogonal",55.391,0,"Orthogonal",15.71,0,"Orthogonal",80.9,0,-5,3.15276666666667,0,-7.5,5.26603333333333
"VJNWA","111","spring18","lab-synch","Female",19,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",12.1170166666667,"NULL","NULL","NULL","NULL","control","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.35938333333333,33.9663846153846,9.291,91.776,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",23.437,0,-1,"Orthogonal",91.776,0,"Orthogonal",25.454,0,"Orthogonal",47.359,0,-5,2.81768333333333,0,-8,4.5417
"VSHHA","121","spring18","lab-synch","Female",19,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",14.8071833333333,"NULL","NULL","NULL","NULL","impasse","laboratory",6.50746336996337,-0.722514005602241,5.28663003663004,1.18589743589744,0,6,8,8,0.615384615384615,10.9795333333333,50.6747692307692,7.969,169.183,8,0,3,1,1,3,1,0,0,-1,"Satisfice",26.807,1,1,"Triangular",169.183,1,"Triangular",39.81,1,"Triangular",59.437,2,1,5.6183,6,7,5.36123333333333
"VT3ZX","121","fall17","lab-synch","Female",19,"Other","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.9358833333333,"NULL","NULL","NULL","NULL","impasse","laboratory",12.1994047619048,-0.213585434173669,7.02307692307692,0.472527472527473,0,10,11,12,0.846153846153846,7.94581666666667,36.673,6.853,130.341,11,0,2,0,0,2,0,0,0,0.5,"Tversky",46.691,1,1,"Triangular",85.918,1,"Triangular",27.242,1,"Triangular",130.341,3,4,4.25821666666667,8,8,3.6876
"VT5BG","121","spring18","lab-synch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.1712333333333,"NULL","NULL","NULL","NULL","impasse","laboratory",9.78974358974359,-0.297619047619048,6.08974358974359,0.769230769230769,0,9,9,10,0.692307692307692,7.3733,34.0306153846154,8.207,108.44,9,0,2,0,2,2,0,2,0,0,"blank",49.714,0,0.5,"Tversky",18.178,1,"Triangular",36.031,1,"Triangular",74.609,3,3.5,3.59743333333333,6,6.5,3.77586666666667
"W7EBS","111","spring18","lab-synch","Female",19,"Mandarin or Cantonese","First","China","NULL","NULL","NULL","NULL","NULL","NULL",12.8092333333333,"NULL","NULL","NULL","NULL","control","laboratory",11.7230769230769,0.399967679379444,7.01831501831502,0,0,11,11,10.5,0.846153846153846,5.96423333333333,27.5272307692308,6.769,70.472,11,1,1,0,0,1,0,0,0,-1,"Orthogonal",30.41,1,1,"Triangular",54.54,1,"Triangular",28.062,1,"Triangular",20.437,4,3,3.58001666666667,7,7.5,2.38421666666667
"WKBNA","111","spring18","lab-synch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",14.2046333333333,"NULL","NULL","NULL","NULL","control","laboratory",12,-0.469079939668175,8.08974358974359,0,0,12,12,12,0.923076923076923,6.05766666666667,27.9584615384615,10.862,85.601,12,0,0,0,1,0,0,1,1,1,"Triangular",74.261,1,1,"Triangular",22.755,1,"Triangular",28.424,1,"Triangular",14.926,5,5,2.50033333333333,7,7,3.55733333333333
"X0PRP","111","fall17","lab-synch","Male",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",11.5652666666667,"NULL","NULL","NULL","NULL","control","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.93258333333333,36.6119230769231,13.923,107.787,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",42.326,0,-1,"Orthogonal",107.787,0,"Orthogonal",18.271,0,"Orthogonal",31.415,0,-5,4.47365,0,-8,3.45893333333333
"X9GRY","121","spring18","lab-synch","Female",23,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.9721833333333,"NULL","NULL","NULL","NULL","impasse","laboratory",13,-0.213585434173669,7.50641025641026,0.697802197802198,0,13,13,13,1,7.98056666666667,36.8333846153846,6.02,87.925,13,0,0,0,0,0,0,0,1,1,"Triangular",74.092,1,1,"Triangular",57.981,1,"Triangular",87.925,1,"Triangular",63.896,5,5,3.34326666666667,8,8,4.6373
"X9PTQ","111","spring18","lab-synch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.2223,"NULL","NULL","NULL","NULL","control","laboratory",-0.510584268672504,11.3541666666667,0.853749191984486,0,0,0,0,-10.5,0,10.6358666666667,49.0886153846154,11.604,171.227,0,10,1,0,2,1,2,0,0,-1,"Orthogonal",27.462,0,-1,"Orthogonal",171.227,0,"Orthogonal",24.297,0,"Orthogonal",70.705,0,-4.5,4.95023333333333,0,-6,5.68563333333333
"XQZYP","111","fall17","lab-synch","Male",22,"English","Fifth","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.5166833333333,"NULL","NULL","NULL","NULL","control","laboratory",6.35164835164835,3.75592006033183,4.0782967032967,0,0,6,6,1,0.461538461538462,10.2735166666667,47.4162307692308,10.068,152.741,6,4,0,0,3,0,2,1,0,-1,"Orthogonal",14.316,1,1,"Triangular",100.94,0,"Orthogonal",31.195,1,"Triangular",27.246,1,-2,5.7369,5,3,4.53661666666667
"XX1TE","111","spring18","lab-synch","Female",21,"English","Fourth","United states","NULL","NULL","NULL","NULL","NULL","NULL",13.698,"NULL","NULL","NULL","NULL","control","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,10.5666833333333,48.7693076923077,10.583,153.699,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",36.237,0,-1,"Orthogonal",153.699,0,"Orthogonal",14.888,0,"Orthogonal",108.508,0,-5,4.82848333333333,0,-8,5.7382
"YE3VQ","121","spring18","lab-synch","Female",21,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",10.5178166666667,"NULL","NULL","NULL","NULL","impasse","laboratory",2.02889194139194,1.5453431372549,4.53459653092006,-0.456043956043956,0,3,3,-0.5,0.230769230769231,6.38153333333333,29.4532307692308,9.912,108.954,3,2,2,0,6,2,5,1,0,0.5,"Tversky",39.651,0,-0.5,"?",52.919,0,"Orthogonal",24.673,0,"?",108.954,1,1,2.66335,2,-1.5,3.71818333333333
"YGEAY","111","fall17","lab-synch","Female",18,"English","First","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",15.0729,"NULL","NULL","NULL","NULL","control","laboratory",-0.0314176020058373,10.8333333333333,0.187082525317819,0,0,1,1,-9.5,0.0769230769230769,10.0477666666667,46.3743076923077,7.35,131.081,1,11,1,0,0,1,0,0,0,-1,"Orthogonal",28.312,0,-1,"Orthogonal",131.081,0,"Orthogonal",20.984,0,"Orthogonal",30.692,0,-3.5,6.23853333333333,1,-6,3.80923333333333
"YKJOR","111","spring18","lab-synch","Male",21,"Mandarin or Cantonese","Third","Canada","NULL","NULL","NULL","NULL","NULL","NULL",8.50596666666667,"NULL","NULL","NULL","NULL","control","laboratory",-0.452250935339171,12.5,-0.0837508080155139,0,0,0,0,-13,0,5.52156666666667,25.4841538461538,8.126,72.698,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",31.2,0,-1,"Orthogonal",30.946,0,"Orthogonal",18.344,0,"Orthogonal",72.698,0,-5,1.84866666666667,0,-8,3.6729
"YP2FK","121","spring18","lab-synch","Female",21,"English","Fifth","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.17235,"NULL","NULL","NULL","NULL","impasse","laboratory",-0.970760611937083,3.18651960784314,-0.711484593837535,0.846153846153846,0,0,0,-7.5,0,4.49308333333333,20.7373076923077,3.89,38.744,0,4,0,1,8,0,5,3,0,-1,"Satisfice",33.814,0,-0.5,"?",32.878,0,"Orthogonal",28.617,0,"?",26.408,0,-2,1.7315,0,-5.5,2.76158333333333
"Z5Z7P","111","spring18","lab-synch","Female",23,"English","Fifth","USSA","NULL","NULL","NULL","NULL","NULL","NULL",16.3699666666667,"NULL","NULL","NULL","NULL","control","laboratory",0.63865815556992,11.4230769230769,-0.664350355526826,0,0,1,1,-11,0.0769230769230769,10.4452333333333,48.2087692307692,7.45,117.842,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",49.866,1,1,"Triangular",117.842,0,"Orthogonal",44.189,0,"Orthogonal",55.783,1,-3,4.50906666666667,0,-8,5.93616666666667
"ZJPX1","121","spring18","lab-synch","Female",22,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",15.25455,"NULL","NULL","NULL","NULL","impasse","laboratory",1.58256841198018,8,1.34184443007972,0.697802197802198,0,2,2,-8,0.153846153846154,11.8218833333333,54.5625384615385,10.175,116.824,2,8,0,1,2,0,2,0,1,1,"Triangular",50.681,0,-1,"Satisfice",116.824,0,"Orthogonal",21.135,0,"Orthogonal",68.709,2,0,6.27311666666667,0,-8,5.54876666666667
"ZKB08","121","spring18","lab-synch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",15.0422166666667,"NULL","NULL","NULL","NULL","impasse","laboratory",0.274876104287869,8,-0.485078646843353,2.11538461538462,0,0,0,-9,0,9.58835,44.2539230769231,9.151,84.146,0,8,1,1,3,1,1,2,0,0,"blank",47.965,0,-0.5,"frenzy",75.838,0,"Orthogonal",14.502,0,"Orthogonal",55.052,0,-1,5.26386666666667,0,-8,4.32448333333333
"ZZYXF","121","fall17","lab-synch","Female",20,"English","Third","usa","NULL","NULL","NULL","NULL","NULL","NULL",14.6299666666667,"NULL","NULL","NULL","NULL","impasse","laboratory",-0.352413273001508,8,0.490196078431373,-0.153846153846154,0,0,0,-8,0,9.47645,43.7374615384615,9.137,83.137,0,8,1,0,4,1,1,3,0,0,"blank",49.628,0,-0.5,"?",56.271,0,"Orthogonal",52.738,0,"Orthogonal",83.137,0,0,4.50378333333333,0,-8,4.97266666666667
