"subject","condition","pretty_condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"304O6","113","Tri-Isosceles","winter22","asynch","Female",30,"English","Third","United States","I tried my best on each question","5","2","1","The grid of the time pyramid diagram caused severe eye strain and triggered a migraine.","eye sensitivity problem distinguishing fine lines.",35.9273666666667,"2","chrome","1536","714","online-replication",0.755920060331825,6.73333333333333,1.953081232493,0,0,1,1,-6,0.0769230769230769,24.8496,114.690461538462,20.214,268.308,1,7,1,0,4,1,1,3,0,-1,"Orthogonal",67.8,0,0,"blank",268.308,0,"Orthogonal",77.174,0,"blank",146.951,1,0,11.6264166666667,0,-6,13.2231833333333
"350NF","11311112","Tri-Equilateral","summer22","asynch","Male",30,"English",NA,"United States","I tried my best on most questions","3","3","1","The coffee break times were really confusing","no",10.0263833333333,"3","chrome","1280","720","online-replication",-0.260584268672504,8.92307692307692,-0.543026826115061,0,0,0,0,-9.5,0,7.92471666666667,36.5756153846154,6.039,83.302,0,9,0,0,4,0,1,3,0,-1,"Orthogonal",20.468,0,-0.5,"?",57.312,0,"Orthogonal",20.216,0,"blank",83.302,0,-4.5,2.13416666666667,0,-5,5.79055
"35BO6","11111112","Orth-Equilateral","summer22","asynch","Male",26,"English",NA,"United States","I tried my best on each question","4","5","5","Very hard to read the schedule","",7.22048333333333,"1","chrome","1920","976","online-replication",-0.598084268672504,13,-0.223173884938591,0,0,0,0,-13,0,5.3789,24.8256923076923,4.727,69.147,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",9.838,0,-1,"Orthogonal",44.624,0,"Orthogonal",14.387,0,"Orthogonal",69.147,0,-5,1.962,0,-8,3.4169
"3B1TL","111","Orth-Isosceles","fall17","lab-synch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",20.5042666666667,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,12,13,13,1,12.6517666666667,58.3927692307692,9.469,183.944,13,0,0,0,0,0,0,0,1,1,"Triangular",69.242,1,1,"Triangular",145.979,1,"Triangular",47.132,1,"Triangular",29.539,5,5,8.86508333333333,8,8,3.78668333333333
"3C1UG","11111112","Orth-Equilateral","summer22","asynch","Female",24,"English",NA,"USA","I tried my best on each question","1","5","5","","",6.2208,"1","chrome","1504","852","online-replication",11.875,0.592824822236587,6.96474358974359,0,0,12,12,11,0.923076923076923,4.13013333333333,19.0621538461538,9.651,42.001,12,1,0,0,0,0,0,0,1,1,"Triangular",19.722,1,1,"Triangular",19.781,0,"Orthogonal",37.058,1,"Triangular",12.224,5,5,1.39971666666667,7,6,2.73041666666667
"3QO3J","111","Orth-Isosceles","fall17","lab-synch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.87085,"NULL","NULL","NULL","NULL","laboratory",0.919525082760377,3.07934443007972,2.00301659125189,0,0,2,2,-4.5,0.153846153846154,3.43303333333333,15.8447692307692,5.403,30.711,2,4,1,0,6,1,6,0,1,1,"Triangular",17.607,0,-0.5,"?",10.35,0,"Orthogonal",27.558,1,"Triangular",11.654,1,-0.5,1.40091666666667,1,-4,2.03211666666667
"3UG8D","113","Tri-Isosceles","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","2","3","3","","",19.8237,"1","chrome","1440","821","online-replication",0.119177636089401,11.4333333333333,0.309491488903254,0,0,0,0,-11.5,0,13.70285,63.2439230769231,7.589,197.434,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",85.332,0,-1,"Orthogonal",55.928,0,"Orthogonal",22.084,0,"?",13.361,0,-4,6.55898333333333,0,-7.5,7.14386666666667
"3Z8ZL","113","Tri-Isosceles","spring18","lab-synch","Male",18,"Other","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.4616833333333,"NULL","NULL","NULL","NULL","laboratory",-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,6.97916666666667,32.2115384615385,5.661,104.537,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",42.994,0,0,"blank",104.537,0,"Orthogonal",28.594,0,"Orthogonal",53.035,0,-4,3.41315,0,-8,3.56601666666667
"44H3S","11311112","Tri-Equilateral","summer22","asynch","Female",31,"English",NA,"United States","I tried my best on each question","5","1","4","I foudn the graph so hard to read and understand!","",7.33753333333333,"3.5","chrome","1536","754","online-replication",-0.939913273001508,1.278081232493,1.95675770308123,0,0,0,0,-3.5,0,4.58213333333333,21.1483076923077,4.115,49.749,0,2,3,0,8,3,6,2,0,-0.5,"?",26.085,0,0,"blank",7.66,0,"Orthogonal",26.397,0,"?",4.115,0,0.5,1.51843333333333,0,-4,3.0637
"4660Y","113","Tri-Isosceles","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","3","4","3","","",10.0346166666667,"1","chrome","1311","705","online-replication",-0.586179506767742,10.7619047619048,-0.217679379444085,0,0,0,0,-12,0,7.0963,32.7521538461538,5.632,159.821,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",11.28,0,-1,"Orthogonal",159.821,0,"Orthogonal",17.843,0,"Orthogonal",60.093,0,-4.5,3.5692,0,-7.5,3.5271
"4AKA2","11111112","Orth-Equilateral","summer22","asynch","Other-Not Listed",30,"English",NA,"United States","I tried my best on each question","4","4","2","","",12.0267333333333,"1","chrome","1536","792","online-replication",-0.452250935339171,11.4166666666667,0.989495798319328,0,0,0,0,-11.5,0,8.82803333333333,40.7447692307692,5.8,109.923,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",18.684,0,-1,"Orthogonal",109.923,0,"Orthogonal",17.42,0,"Orthogonal",28.873,0,-3.5,4.92595,0,-8,3.90208333333333
"4B6X2","113","Tri-Isosceles","winter22","asynch","Male",18,"English","First","USA","I tried my best on most questions","3","3","4","Sometimes the task felt really dull and not too engaging.","NA",15.7682,"2","chrome","1920","975","online-replication",0.672749064660829,9.22248168498169,-0.338860159448395,0,0,0,1,-9.5,0.0769230769230769,10.1614166666667,46.8988461538462,4.71,287.855,1,9,0,0,3,0,3,0,0,-1,"Orthogonal",29.285,0,-0.5,"?",99.335,0,"Orthogonal",10.026,0,"?",34.384,0,-4.5,7.53603333333333,1,-5,2.62538333333333
"4CTP0","11111112","Orth-Equilateral","summer22","asynch","Female",46,"English",NA,"United States","I tried my best on each question","3","2","5","It made me feel as though I shouldn't underestimate graphs.","No.",29.9839833333333,"2","chrome","1600","757","online-replication",-0.514750935339171,12.5,-0.146250808015514,0,0,0,0,-13,0,22.3168666666667,103.000923076923,13.585,425.346,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",33.066,0,-1,"Orthogonal",425.346,0,"Orthogonal",31.505,0,"Orthogonal",339.892,0,-5,10.2584833333333,0,-8,12.0583833333333
"4G5CC","11111112","Orth-Equilateral","summer22","asynch","Male",28,"English",NA,"United States","I tried my best on each question","3","4","3","I was confused by the bottom of graph stating start AND end times, and I think it made me miss a couple questions.","N/A",13.6755,"2","chrome","1536","754","online-replication",-0.519512840101075,9.19391025641026,-0.794602456367162,0,0,0,0,-11,0,9.47081666666667,43.7114615384615,8.658,138.441,0,9,0,0,4,0,4,0,0,-1,"Orthogonal",34.467,0,-0.5,"?",138.441,0,"Orthogonal",30.304,0,"Orthogonal",56.198,0,-4,4.75911666666667,0,-7,4.7117
"4GNS9","113","Tri-Isosceles","winter22","asynch","Female",19,"X-Other","First","Vietnam","I tried my best on each question","3","4","4","The chart was a little bit confusing at first but it gets better as I got used to it.","Nope",11.72685,"2","chrome","1439","736","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.49501666666667,29.977,5.059,84.203,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",19.974,0,-1,"Orthogonal",52.574,0,"Orthogonal",21.823,0,"Orthogonal",62.122,0,-5,2.29261666666667,0,-8,4.2024
"4GSTQ","111","Orth-Isosceles","fall17","lab-synch","Male",22,"English","Fifth","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",13.4211833333333,"NULL","NULL","NULL","NULL","laboratory",-0.586179506767742,12.5,-0.217679379444085,0,0,0,0,-13,0,8.23256666666667,37.9964615384615,6.992,118.586,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",35.883,0,-1,"Orthogonal",118.586,0,"Orthogonal",19.592,0,"Orthogonal",40.501,0,-5,4.58598333333333,0,-8,3.64658333333333
"4KEEF","113","Tri-Isosceles","spring18","lab-synch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.9375666666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.41225,38.8257692307692,9.034,118.575,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",15.634,0,-1,"Orthogonal",91.25,0,"Orthogonal",37.364,0,"Orthogonal",27.052,0,-5,4.3209,0,-8,4.09135
"4RGO3","111","Orth-Isosceles","spring18","lab-synch","Male",21,"English","Fourth","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",20.2828166666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,12,-0.146250808015514,0,0,0,0,-12.5,0,12.8587333333333,59.348,8.59,163.99,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",21.581,0,-1,"Orthogonal",109.307,0,"Orthogonal",29.56,0,"Orthogonal",96.642,0,-4.5,6.07521666666667,0,-8,6.78351666666667
"4T6NO","11311112","Tri-Equilateral","summer22","asynch","Female",42,"English",NA,"United States","I tried my best on most questions","4","3","1","","no",12.9792333333333,"1","chrome","1536","714","online-replication",6.365581232493,5.44292986425339,3.98767776341306,0,0,6,6,0.5,0.461538461538462,9.5243,43.9583076923077,10.066,116.083,6,6,1,0,0,1,0,0,1,1,"Triangular",11.414,1,1,"Triangular",92.799,0,"Orthogonal",22.338,0,"Orthogonal",62.835,4,3,4.69578333333333,2,-2.5,4.82851666666667
"5012K","113","Tri-Isosceles","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","4","2","4","","No.",11.05535,"1","chrome","1440","789","online-replication",-0.535584268672504,11.4,0.245906054729584,0,0,0,0,-12.5,0,6.93073333333333,31.988,8.153,79.553,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",12.533,0,-1,"Orthogonal",47.018,0,"Orthogonal",41.483,0,"Orthogonal",79.553,0,-4.5,2.37108333333333,0,-8,4.55965
"5380A","113","Tri-Isosceles","winter22","asynch","Male",19,"English","Second","United States","I tried my best on each question","1","4","4","N/A","None",12.8113166666667,"1","chrome","1440","821","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.2842,33.6193846153846,8.782,66.554,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",58.398,0,-1,"Orthogonal",60.799,0,"Orthogonal",28.073,0,"Orthogonal",35.656,0,-5,3.69296666666667,0,-8,3.59123333333333
"56OL3","11311112","Tri-Equilateral","summer22","asynch","Female",32,"English",NA,"United States","I tried my best on each question","4","3","2","","No",6.82225,"1","chrome","1728","1000","online-replication",0.634981684981685,10.9230769230769,-0.664350355526826,0,0,1,1,-10,0.0769230769230769,4.84978333333333,22.3836153846154,6.085,57.742,1,11,0,0,1,0,0,1,0,-1,"Orthogonal",21.689,1,1,"Triangular",57.742,0,"Orthogonal",9.652,0,"Orthogonal",35.921,1,-3,2.1578,0,-7,2.69198333333333
"57Y8A","11311112","Tri-Equilateral","summer22","asynch","Female",27,"English",NA,"United States","I tried my best on most questions","2","3","2","","",5.51508333333333,"1","chrome","2311","1320","online-replication",0.106082397994163,10.3708333333333,1.03389625080802,0,0,1,1,-10,0.0769230769230769,3.82673333333333,17.6618461538462,5.597,41.534,1,11,0,0,1,0,0,1,0,-1,"Orthogonal",13.039,0,-1,"Orthogonal",40.486,0,"Orthogonal",10.095,0,"blank",7.514,0,-5,1.4802,1,-5,2.34653333333333
"59MBJ","113","Tri-Isosceles","winter22","asynch","Female",22,"English","Fifth","United States","I tried my best on each question","3","4","4","","",16.0821666666667,"1","chrome","1440","821","online-replication",-0.389750935339171,10.4230769230769,-0.601850355526826,0,0,0,0,-11.5,0,11.5952166666667,53.5163846153846,12.558,157.655,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",23.636,0,-0.5,"?",157.655,0,"Orthogonal",21.73,0,"Orthogonal",74.211,0,-4.5,4.90968333333333,0,-7,6.68553333333333
"5D438","11111112","Orth-Equilateral","summer22","asynch","Male",32,"English",NA,"US","I tried my best on each question","2","5","5","None","None",11.9236333333333,"1","chrome","1920","969","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.66406666666667,35.3726153846154,9.989,97.236,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",16.801,0,-1,"Orthogonal",74.863,0,"Orthogonal",14.304,0,"Orthogonal",25.497,0,-5,4.67206666666667,0,-8,2.992
"5GELG","113","Tri-Isosceles","spring18","lab-synch","Female",20,"Other","Second","Philippines\n","NULL","NULL","NULL","NULL","NULL","NULL",13.9788166666667,"NULL","NULL","NULL","NULL","laboratory",0.504729584141349,9.75641025641026,-0.794602456367162,0,0,1,1,-9.5,0.0769230769230769,9.29591666666667,42.9042307692308,8.621,94.216,1,10,0,0,2,0,1,1,0,-1,"Orthogonal",18.187,1,1,"Triangular",57.54,0,"Orthogonal",50.769,0,"Orthogonal",66.37,1,-1.5,2.33011666666667,0,-8,6.9658
"5GRSD","11311112","Tri-Equilateral","summer22","asynch","Male",40,"English",NA,"USA","I tried my best on each question","3","3","2","","n/a",6.56236666666667,"1","chrome","1920","916","online-replication",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,4.71125,21.7442307692308,7.027,45.482,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",14.507,0,-0.5,"?",29.226,0,"Orthogonal",11.177,0,"Orthogonal",37.649,0,-4.5,1.6113,0,-8,3.09995
"5J3H6","11111112","Orth-Equilateral","summer22","asynch","Female",25,"English",NA,"USA","I tried my best on each question","4","2","4","","",15.5380666666667,"1","chrome","1280","720","online-replication",-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,11.383,52.5369230769231,9.47,160.38,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",15.65,0,-1,"Orthogonal",160.38,0,"Orthogonal",75.435,0,"Orthogonal",74.17,0,-5,5.35756666666667,0,-8,6.02543333333333
"5KL7Q","11111112","Orth-Equilateral","summer22","asynch","Female",52,"English",NA,"USA","I tried my best on each question","2","5","4","I liked the meme, thanks! ","Nope. ",14.77195,"1","chrome","1366","768","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.45596666666667,39.0275384615385,9.158,80.616,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",74.725,0,-1,"Orthogonal",55.845,0,"Orthogonal",18.837,0,"Orthogonal",55.376,0,-5,3.22613333333333,0,-8,5.22983333333333
"63CND","11311112","Tri-Equilateral","summer22","asynch","Male",44,"English",NA,"USA","I tried my best on each question","4","4","5","This was interesting, thank you","NA",13.78505,"3.5","chrome","1281","927","online-replication",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,10.8725166666667,50.1808461538462,8.992,156.702,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",11.829,0,-0.5,"?",123.67,0,"Orthogonal",21.64,0,"Orthogonal",36.328,0,-4.5,3.64978333333333,0,-8,7.22273333333333
"64SNN","11311112","Tri-Equilateral","summer22","asynch","Female",31,"English",NA,"United States","I tried my best on each question","4","4","2","That chart/graph was unusual so a little difficult to read because of its shape.","No",15.7003,"1","chrome","1600","789","online-replication",-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,11.3639833333333,52.4491538461538,8.006,185.473,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",48.267,0,0,"blank",185.473,0,"Orthogonal",20.475,0,"Orthogonal",101.076,0,-4,5.71618333333333,0,-8,5.6478
"66H6K","11111112","Orth-Equilateral","summer22","asynch","Female",33,"English",NA,"United States","I tried my best on each question","4","3","4","","No",15.3023666666667,"1","chrome","1195","748","online-replication",0.885144022644023,5.26842006033182,1.24338773971127,0,0,2,2,-6.5,0.153846153846154,9.029,41.6723076923077,6.082,132.86,2,6,0,0,5,0,5,0,0,-1,"Orthogonal",13.96,0,-0.5,"?",64.638,0,"Orthogonal",32.826,0,"?",73.812,0,-3.5,3.75015,2,-3,5.27885
"67XMW","113","Tri-Isosceles","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on most questions","3","2","3","","",5.98255,"1","chrome","1440","698","online-replication",-1.08141760200584,9.16425339366516,-0.723173884938591,0,0,0,0,-11.5,0,3.57913333333333,16.5190769230769,3.654,37.1,0,10,0,0,3,0,3,0,0,-1,"Orthogonal",13.76,0,-0.5,"?",37.1,0,"Orthogonal",11.596,0,"?",7.897,0,-4.5,1.67383333333333,0,-7,1.9053
"691MW","11111112","Orth-Equilateral","summer22","asynch","Female",51,"English",NA,"United States","I tried my best on each question","4","4","4","I think it was a novel / interesting graph.   I have worked in scheduling before and we used different types of charts. ","No",20.7030333333333,"1","chrome","1920","969","online-replication",-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,14.9408666666667,68.9578461538461,13.687,165.333,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",21.562,0,-1,"Orthogonal",94.029,0,"Orthogonal",41.489,0,"Orthogonal",165.333,0,-5,4.48883333333333,0,-8,10.4520333333333
"6BK5K","11111112","Orth-Equilateral","summer22","asynch","Male",25,"English",NA,"USA","I tried my best on each question","2","4","4","I had a good time!","No.",38.4292,"2","chrome","1600","821","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.11603333333333,42.074,12.763,97.087,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",17.391,0,-1,"Orthogonal",97.087,0,"Orthogonal",23.375,0,"Orthogonal",48.685,0,-5,3.75813333333333,0,-8,5.3579
"6DN76","113","Tri-Isosceles","spring18","lab-synch","Female",18,"English","First","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",8.73113333333333,"NULL","NULL","NULL","NULL","laboratory",2.00900129282482,7.29699148890325,1.00231631113984,0,0,2,2,-7.5,0.153846153846154,4.2391,19.5650769230769,5.661,41.473,2,8,0,0,3,0,3,0,0,-1,"Orthogonal",21.302,1,1,"Triangular",11.57,0,"Orthogonal",24.817,1,"Triangular",17.73,1,-2.5,1.74338333333333,1,-5,2.49571666666667
"6G1ZR","111","Orth-Isosceles","fall17","lab-synch","Female",20,"English","Third","US","NULL","NULL","NULL","NULL","NULL","NULL",8.32168333333333,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,5.4033,24.9383076923077,10.544,39.796,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",30.915,0,-1,"Orthogonal",39.796,0,"Orthogonal",26.394,0,"Orthogonal",38.669,0,-5,2.15533333333333,0,-7.5,3.24796666666667
"6JC9F","11111112","Orth-Equilateral","summer22","asynch","Female",37,"English",NA,"United States","I tried my best on each question","3","4","5","This was such an interesting study!","None",15.9622666666667,"3","chrome","1517","685","online-replication",-0.0236795067677421,8.56130952380952,0.903644149967679,0,0,1,1,-8.5,0.0769230769230769,6.44453333333333,29.744,13.374,59.457,1,9,1,0,2,1,2,0,0,-1,"Orthogonal",34.255,0,-1,"Orthogonal",30.63,0,"Orthogonal",20.401,0,"Orthogonal",26.192,0,-4.5,3.11426666666667,1,-4,3.33026666666667
"6N7FZ","11111112","Orth-Equilateral","summer22","asynch","Male",32,"English",NA,"United States","I tried my best on each question","4","3","4","","",18.5526166666667,"2","chrome","1920","977","online-replication",-0.514750935339171,11.9230769230769,-0.646250808015514,0,0,0,0,-12.5,0,9.49665,43.8306923076923,4.304,147.824,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",29.311,0,-0.5,"?",62.941,0,"Orthogonal",14.766,0,"Orthogonal",27.815,0,-4.5,5.75286666666667,0,-8,3.74378333333333
"6Y93F","111","Orth-Isosceles","spring18","lab-synch","Male",22,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",17.8723333333333,"NULL","NULL","NULL","NULL","laboratory",0.270963350375115,11.1794871794872,-1.01438267614738,0,0,0,0,-12,0,14.2038,65.556,21.803,129.807,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",102.636,0,-0.5,"?",129.807,0,"Orthogonal",37.869,0,"Orthogonal",83.324,0,-4,6.49718333333333,0,-8,7.70661666666667
"702QC","113","Tri-Isosceles","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on most questions","2","3","2","","",4.06988333333333,"1","chrome","1440","764","online-replication",0.960897435897436,3.10105311355311,2.53021978021978,0,0,2,2,-1,0.153846153846154,2.20876666666667,10.1943076923077,2.587,18.698,2,3,3,0,5,3,3,2,0,0.5,"Tversky",9.016,1,1,"Triangular",14.304,0,"Orthogonal",16.577,1,"Triangular",6.313,1,2.5,0.9218,1,-3.5,1.28696666666667
"7116F","113","Tri-Isosceles","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","3","2","3","","",10.35535,"1","chrome","1536","722","online-replication",-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,6.04091666666667,27.8811538461538,7.488,68.135,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",68.135,0,0,"blank",60.3,0,"Orthogonal",13.689,0,"Orthogonal",31.565,0,-4,3.52421666666667,0,-8,2.5167
"73N5W","113","Tri-Isosceles","spring18","lab-synch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.2853833333333,"NULL","NULL","NULL","NULL","laboratory",-0.431417602005837,12,-0.069327731092437,0,1,0,0,-12,0,5.34875,24.6865384615385,7.162,53.404,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",16.885,0,-1,"Orthogonal",35.414,0,"Orthogonal",11.714,0,"Orthogonal",32.469,0,-4,2.4286,0,-8,2.92015
"76BPO","11311112","Tri-Equilateral","summer22","asynch","Male",39,"English",NA,"United States","I tried my best on each question","4","4","2","","no",10.8460333333333,"1","chrome","1707","891","online-replication",-0.786179506767742,10.647619047619,0.0858920491273433,0,0,0,0,-12.5,0,7.84846666666667,36.2236923076923,11.152,92.207,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",16.372,0,-1,"Orthogonal",59.427,0,"Orthogonal",14.884,0,"Orthogonal",49.372,0,-5,2.58365,0,-7.5,5.26481666666667
"781AU","111","Orth-Isosceles","spring18","lab-synch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",16.52815,"NULL","NULL","NULL","NULL","laboratory",-0.444675177763413,8.77083333333333,0.749582525317819,0,1,0,0,-8.5,0,10.8264666666667,49.9683076923077,9.476,139.274,0,9,2,0,2,2,1,1,0,-1,"Orthogonal",18.289,0,0,"reference",139.274,0,"Orthogonal",51.633,0,"Orthogonal",80.938,0,-2.5,5.21021666666667,0,-6,5.61625
"7L4J4","111","Orth-Isosceles","fall17","lab-synch","Female",20,"Other","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.78185,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,9.53765,44.0199230769231,9.137,161.121,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",43.481,0,-0.5,"?",161.121,0,"Orthogonal",31.043,0,"Orthogonal",82.157,0,-4.5,4.98828333333333,0,-8,4.54936666666667
"7LZSC","113","Tri-Isosceles","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on each question","4","3","5","The graph was in a very interesting format. I did not understand how to read the data plotted by this unique graph until about 1/3 through.","",29.3514,"3","chrome","1920","969","online-replication",8.61355311355311,1.35949148890325,4.21520146520147,0,0,6,9,6,0.692307692307692,17.72715,81.8176153846154,15.945,279.733,9,2,0,0,2,0,2,0,0,-1,"Orthogonal",91.525,1,1,"Triangular",279.733,1,"Triangular",122.315,1,"Triangular",16.104,1,-2,10.88835,8,8,6.8388
"7MO2B","11111112","Orth-Equilateral","summer22","asynch","Male",28,"English",NA,"United States","I tried my best on each question","4","3","5","N/A","No",18.1039,"3","chrome","1366","696","online-replication",-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,12.0831833333333,55.7685384615385,13.385,141.805,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",46.08,0,-1,"Orthogonal",141.805,0,"Orthogonal",34.743,0,"Orthogonal",138.275,0,-5,5.18553333333333,0,-8,6.89765
"7PBLW","11111112","Orth-Equilateral","summer22","asynch","Male",36,"English",NA,"USA","I tried my best on each question","5","2","1","I didn't fully understand the bottom x axis, why is it labeled start AND end time when it signifies where the dot starts the shift and you need to do the math yourself to figure out which dot's end time is where on the graph? I feel like I was missing something but I am not sure what ","NO",13.5101333333333,"3","chrome","1707","891","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.67318333333333,35.4146923076923,6.7,86.039,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",12.824,0,-1,"Orthogonal",67.842,0,"Orthogonal",20.135,0,"Orthogonal",35.048,0,-5,3.32665,0,-8,4.34653333333333
"7VQV2","113","Tri-Isosceles","spring18","lab-synch","Female",19,"Other","Second","Iran","NULL","NULL","NULL","NULL","NULL","NULL",10.5411,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,7.62173333333333,35.1772307692308,6.84,173.42,13,0,0,0,0,0,0,0,1,1,"Triangular",173.42,1,1,"Triangular",22.294,1,"Triangular",44.434,1,"Triangular",19.174,5,5,3.86796666666667,8,8,3.75376666666667
"7WX1G","11111112","Orth-Equilateral","summer22","asynch","Female",34,"English",NA,"USA","I tried my best on each question","4","3","3","","none",18.1918,"1","chrome","1216","700","online-replication",-0.42384184443008,12,-0.646250808015514,0,0,0,0,-12,0,13.9706666666667,64.48,9.488,321.129,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",18.976,0,0,"blank",321.129,0,"Orthogonal",16.341,0,"Orthogonal",74.73,0,-4,8.24796666666667,0,-8,5.7227
"82VVD","11111112","Orth-Equilateral","summer22","asynch","Female",39,"English",NA,"United States","I tried my best on each question","4","4","5","","No",5.4286,"1","chrome","1440","776","online-replication",-0.598084268672504,11.9,0.187082525317819,0,0,0,0,-11.5,0,3.67646666666667,16.9683076923077,3.852,53.536,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",6.606,0,-1,"Orthogonal",35.248,0,"Orthogonal",7.787,0,"Orthogonal",19.722,0,-3.5,1.90693333333333,0,-8,1.76953333333333
