"subject","condition","pretty_condition","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","pretty_mode","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"DYKSV","113","Tri-Isosceles","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","2","4","5","n/a","no",12.5490166666667,"1","chrome","1368","793","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.77735,45.1262307692308,7.441,226.721,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",40.465,0,-1,"Orthogonal",226.721,0,"Orthogonal",40.439,0,"Orthogonal",32.627,0,-5,6.0445,0,-8,3.73285
"E0GFS","11111112","Orth-Equilateral","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on each question","5","2","3","The graph was extremely difficult to read, Im not sure why it was shaped like a triangle, Ive never seen that in my 14 years of learning math ","No",10.058,"4","chrome","1920","969","online-replication",-0.177846173434409,3.98197317388494,1.62318196509373,0,0,1,1,-5.5,0.0769230769230769,4.85188333333333,22.3933076923077,7.033,74.552,1,5,2,0,5,2,5,0,0,-1,"Orthogonal",22.081,0,-0.5,"?",16.039,0,"?",74.552,1,"Triangular",7.033,0,-2.5,1.18676666666667,1,-3,3.66511666666667
"E2TEF","113","Tri-Isosceles","winter22","asynch","Female",19,"Spanish","Second","United States","I tried my best on most questions","4","4","3","","",28.7414,"2","chrome","1664","967","online-replication",-0.643978080742787,4.72549827623357,2.85764113337643,0,0,1,1,-5,0.0769230769230769,14.8953,68.7475384615385,18.703,180.546,1,6,3,0,3,3,3,0,0,-1,"Orthogonal",75.7,0,0.5,"Tversky",87.153,0,"Orthogonal",46.668,1,"Triangular",61.882,0,-1.5,4.64646666666667,1,-3.5,10.2488333333333
"E3YN6","113","Tri-Isosceles","spring18","lab-synch","Female",20,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",14.6797666666667,"NULL","NULL","NULL","NULL","laboratory",0.154729584141349,7.2367673992674,-0.461269123033829,0,0,1,1,-8,0.0769230769230769,10.1604,46.8941538461538,18.354,98.036,1,8,1,0,3,1,3,0,0,-1,"Orthogonal",33.002,1,1,"Triangular",30.692,0,"Orthogonal",30.764,0,"Orthogonal",62.042,1,-1,3.26763333333333,0,-7,6.89276666666667
"EC0K7","111","Orth-Isosceles","fall17","lab-synch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.534,"NULL","NULL","NULL","NULL","laboratory",-1.01475093533917,12.5,-0.146250808015514,0,0,0,0,-13,0,8.94171666666667,41.2694615384615,8.397,149.386,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",38.747,0,-1,"Orthogonal",149.386,0,"Orthogonal",32.229,0,"Orthogonal",32.773,0,-5,4.59515,0,-8,4.34656666666667
"EENOM","111","Orth-Isosceles","fall17","lab-synch","Female",19,"English","Second","usa","NULL","NULL","NULL","NULL","NULL","NULL",11.0401666666667,"NULL","NULL","NULL","NULL","laboratory",-0.669512840101075,10.7333333333333,0.115653953889248,0,0,0,0,-11,0,7.82546666666667,36.1175384615385,5.542,115.512,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",14.161,0,-1,"Orthogonal",115.512,0,"Orthogonal",19.989,0,"Orthogonal",44.915,0,-3,3.22411666666667,0,-8,4.60135
"EFTYS","111","Orth-Isosceles","fall17","lab-synch","Male",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.9688333333333,"NULL","NULL","NULL","NULL","laboratory",-0.577250935339171,12.9375,0.853749191984486,0,0,0,0,-11.5,0,7.6111,35.1281538461538,8.877,83.132,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",46.04,0,-1,"Orthogonal",83.132,0,"Orthogonal",16.986,0,"Orthogonal",43.055,0,-5,4.02138333333333,0,-6.5,3.58971666666667
"EGP0T","111","Orth-Isosceles","spring18","lab-synch","Female",18,"Mandarin or Cantonese","First","TAIWAN","NULL","NULL","NULL","NULL","NULL","NULL",10.9014833333333,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.96361666666667,32.1397692307692,8.228,114.486,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",20.331,0,-1,"Orthogonal",114.486,0,"Orthogonal",27.275,0,"Orthogonal",33.667,0,-5,3.32343333333333,0,-8,3.64018333333333
"EJ13F","11111112","Orth-Equilateral","summer22","asynch","Female",47,"English",NA,"United States","I tried my best on each question","2","4","4","","no",7.50455,"1","chrome","1280","689","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.82296666666667,26.8752307692308,6.282,61.106,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",7.011,0,-1,"Orthogonal",61.106,0,"Orthogonal",21.124,0,"Orthogonal",49.635,0,-5,2.25631666666667,0,-8,3.56665
"EJOHQ","113","Tri-Isosceles","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on each question","4","3","5","","",10.7957666666667,"1","chrome","1422","800","online-replication",0.421396250808016,5.89699148890325,-0.461269123033829,0,0,1,1,-7,0.0769230769230769,6.5538,30.2483076923077,5.517,100.465,1,6,1,0,5,1,5,0,0,-1,"Orthogonal",19.334,1,1,"Triangular",13.83,0,"Orthogonal",19.804,0,"Orthogonal",100.465,1,-1,1.59128333333333,0,-6,4.96251666666667
"EK80Y","113","Tri-Isosceles","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","3","3","5","","n/a",23.4908,"1","chrome","1440","721","online-replication",-0.528008511096746,10.1333333333333,-0.449898141074612,0,0,0,0,-11.5,0,19.2535333333333,88.8624615384615,16.26,314.273,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",103.664,0,0,"blank",314.273,0,"Orthogonal",57.613,0,"Orthogonal",92.362,0,-3.5,11.829,0,-8,7.42453333333333
"ELUPZ","113","Tri-Isosceles","spring18","lab-synch","Female",20,"Spanish","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",17.1074333333333,"NULL","NULL","NULL","NULL","laboratory",-0.4504329004329,9.92307692307692,-0.664350355526826,0,0,0,0,-10.5,0,11.1009333333333,51.2350769230769,7.752,149.642,0,10,0,0,3,0,1,2,0,0,"blank",28.419,0,-0.5,"?",149.642,0,"Orthogonal",17.631,0,"Orthogonal",56.722,0,-3.5,5.57711666666667,0,-7,5.52381666666667
"EMDA3","113","Tri-Isosceles","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","4","3","3","","",12.8286666666667,"1","chrome","1440","789","online-replication",6.49807692307692,2.12139625080802,5.19688644688645,0,0,7,7,3.5,0.538461538461538,6.7358,31.0883076923077,7.137,90.937,7,3,1,0,2,1,2,0,0,-1,"Orthogonal",18.08,0,-0.5,"?",20.073,0,"Orthogonal",33.608,1,"Triangular",36.367,1,-1,1.69165,6,4.5,5.04415
"EMS03","11111112","Orth-Equilateral","summer22","asynch","Male",52,"English",NA,"United States","I tried my best on each question","3","4","3","The grids were difficult to navigate not having straight lines down to the time, so I sometimes dropped the mouse pointer down to line it up. Hopefully I got all the multiple choices questions correct.","No",15.2398166666667,"1","chrome","2752","1034","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,10.2860333333333,47.474,14.04,95.684,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",17.204,0,-1,"Orthogonal",95.684,0,"Orthogonal",25.734,0,"Orthogonal",41.677,0,-5,4.08865,0,-8,6.19738333333333
"EN7PB","111","Orth-Isosceles","fall17","lab-synch","Male",19,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.8360833333333,"NULL","NULL","NULL","NULL","laboratory",-0.511937082525318,8.73333333333333,-0.801012712777419,0,0,0,0,-10,0,6.67921666666667,30.8271538461538,7.2,161.026,0,9,0,0,4,0,2,2,0,-1,"Orthogonal",19.132,0,0,"blank",161.026,0,"Orthogonal",16.563,0,"Orthogonal",34.032,0,-3,3.58328333333333,0,-7,3.09593333333333
"ETFTW","113","Tri-Isosceles","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","4","2","1","","",16.7339666666667,"1","chrome","1438","697","online-replication",0.606082397994163,8.65105311355311,0.790306507218272,0,0,1,2,-7.5,0.153846153846154,11.1701833333333,51.5546923076923,3.095,148.342,2,9,0,0,2,0,1,1,0,-1,"Orthogonal",15.966,0,-0.5,"?",148.342,0,"Orthogonal",42.832,1,"Triangular",3.095,0,-4.5,5.37076666666667,2,-3,5.79941666666667
"F3GZE","111","Orth-Isosceles","spring18","lab-synch","Male",19,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.3365666666667,"NULL","NULL","NULL","NULL","laboratory",10.6105769230769,-0.840508511096746,7.1066776360894,0,0,9,9,9,0.692307692307692,8.91068333333333,41.1262307692308,8.823,102.206,9,0,2,0,2,2,2,0,0,0.5,"Tversky",42.094,1,1,"Triangular",101.333,1,"Triangular",30.583,0,"?",89.734,2,2.5,5.03676666666667,7,6.5,3.87391666666667
"F7Q5V","11311112","Tri-Equilateral","summer22","asynch","Female",25,"English",NA,"United States","I tried my best on most questions","5","2","3","","",8.4716,"2","chrome","2133","1032","online-replication",-0.648679506767742,10.25,1.78232062055591,0,0,0,0,-9.5,0,5.68375,26.2326923076923,10.59,49.602,0,10,2,0,1,2,1,0,0,-1,"Orthogonal",26.424,0,-1,"Orthogonal",49.602,0,"Orthogonal",10.59,0,"Orthogonal",22.494,0,-5,2.36151666666667,0,-4.5,3.32223333333333
"F98S2","113","Tri-Isosceles","spring18","lab-synch","Female",22,"English","Fourth","the united states","NULL","NULL","NULL","NULL","NULL","NULL",13.45685,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,11.9166666666667,0.930672268907563,0,0,0,0,-11.5,0,9.25818333333333,42.7300769230769,10.223,115.142,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",55.48,0,-1,"Orthogonal",115.142,0,"Orthogonal",21.57,0,"Orthogonal",66.204,0,-3.5,4.04311666666667,0,-8,5.21506666666667
"FA0KM","113","Tri-Isosceles","spring18","lab-synch","Female",19,"Other","First","vietnam","NULL","NULL","NULL","NULL","NULL","NULL",6.31838333333333,"NULL","NULL","NULL","NULL","laboratory",3.866829004329,2.08571428571429,7.44117647058824,0,0,4,4,3,0.307692307692308,4.51745,20.8497692307692,9.185,39.226,4,2,4,0,3,4,2,1,1,1,"Triangular",31.329,0,-1,"Orthogonal",12.773,1,"Triangular",34.848,0,"Tversky",23.372,1,0,1.8683,3,3,2.64915
"FBHZA","11311112","Tri-Equilateral","summer22","asynch","Male",25,"English",NA,"United States","I tried my best on each question","3","4","5","","No I don't.",25.5873,"1.5","chrome","1366","695","online-replication",-0.669512840101075,11.9,0.115653953889248,0,0,0,0,-12.5,0,13.2980833333333,61.3757692307692,16.986,150.234,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",28.529,0,-1,"Orthogonal",88.427,0,"Orthogonal",36.467,0,"Orthogonal",118.825,0,-4.5,5.28581666666667,0,-8,8.01226666666667
"FBLXY","113","Tri-Isosceles","spring18","lab-synch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.3029,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,4.83318333333333,22.307,5.433,77.932,13,0,0,0,0,0,0,0,1,1,"Triangular",77.932,1,1,"Triangular",19.447,1,"Triangular",19.842,1,"Triangular",12.183,5,5,2.44205,8,8,2.39113333333333
"FGO1E","11311112","Tri-Equilateral","summer22","asynch","Male",57,"English",NA,"United States","I tried my best on each question","4","2","4","","",14.9461333333333,"1","chrome","1433","693","online-replication",-0.789913273001508,7.37083333333333,0.546501292824822,0,0,0,0,-8,0,10.2694833333333,47.3976153846154,10.292,107.768,0,8,1,0,4,1,1,3,0,-1,"Orthogonal",57.875,0,0,"blank",74.055,0,"Orthogonal",28.564,0,"Orthogonal",31.117,0,-2,4.48446666666667,0,-6,5.78501666666667
"FJV2A","113","Tri-Isosceles","spring18","lab-synch","Female",21,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",13.4011333333333,"NULL","NULL","NULL","NULL","laboratory",0.485249064660829,11.3461538461538,-0.800096961861668,0,0,0,0,-12.5,0,9.75221666666667,45.0102307692308,8.339,119.669,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",26.422,0,-0.5,"?",119.669,0,"Orthogonal",26.58,0,"Orthogonal",73.133,0,-4.5,4.65961666666667,0,-8,5.0926
"FKYE6","11111112","Orth-Equilateral","summer22","asynch","Female",20,"English",NA,"United States","I tried my best on each question","3","5","5","","",9.11548333333333,"1","chrome","1440","789","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.32746666666667,29.2036923076923,4.595,64.176,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",19.374,0,-1,"Orthogonal",64.176,0,"Orthogonal",16.525,0,"Orthogonal",40.532,0,-5,2.45206666666667,0,-8,3.8754
"FN9LT","113","Tri-Isosceles","spring18","lab-synch","Female",23,"Other","Fourth","South Korea","NULL","NULL","NULL","NULL","NULL","NULL",13.6394833333333,"NULL","NULL","NULL","NULL","laboratory",-0.452250935339171,12.5,-0.0874272786037492,0,0,0,0,-13,0,10.52565,48.5799230769231,8.602,202.174,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",31.846,0,-1,"Orthogonal",202.174,0,"Orthogonal",25.75,0,"Orthogonal",59.268,0,-5,5.60723333333333,0,-8,4.91841666666667
"FNUCO","11111112","Orth-Equilateral","summer22","asynch","Other-Not Listed",34,"English",NA,"United States","I tried my best on each question","4","3","3","I was confused about how the graph worked and it took me a few questions to finally figure it out, so those first questions are wrong.","",10.0265666666667,"1","chrome","1280","697","online-replication",9.75641025641026,1.52615815556992,5.77472527472527,0,0,10,10,8.5,0.769230769230769,5.38636666666667,24.8601538461538,7.549,87.703,10,2,1,0,0,1,0,0,0,-1,"Orthogonal",23.071,1,1,"Triangular",28.302,1,"Triangular",23.958,1,"Triangular",10.999,2,0.5,2.38628333333333,8,8,3.00008333333333
"FY6UN","113","Tri-Isosceles","spring18","lab-synch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.4551833333333,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.25498333333333,38.0999230769231,14.662,97.655,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",19.735,0,-1,"Orthogonal",97.655,0,"Orthogonal",30.516,0,"Orthogonal",39.046,0,-5,3.76333333333333,0,-8,4.49165
"G0CPA","111","Orth-Isosceles","fall17","lab-synch","Male",23,"English","Fifth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.21901666666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.02471666666667,27.8063846153846,6.073,47.389,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",41.765,0,-1,"Orthogonal",39.923,0,"Orthogonal",17.314,0,"Orthogonal",23.049,0,-5,2.85868333333333,0,-8,3.16603333333333
"G75FS","11311112","Tri-Equilateral","summer22","asynch","Male",20,"English",NA,"USA","I tried my best on each question","5","1","5","I have to say it was VERY confusing.","",13.17555,"2","chrome","1920","969","online-replication",0.0190725940725941,6.57867647058824,1.24590605472958,0,0,1,1,-8,0.0769230769230769,9.22786666666667,42.5901538461538,0.209,101.359,1,7,0,0,5,0,4,1,0,-1,"Orthogonal",56.977,0,-1,"Orthogonal",62.679,0,"Orthogonal",57.151,0,"?",101.359,0,-4.5,3.78656666666667,1,-3.5,5.4413
"G7V3A","11311112","Tri-Equilateral","summer22","asynch","Other-Not Listed",21,"English",NA,"United States","I tried my best on each question","4","3","5","","",6.02103333333333,"1","chrome","1280","800","online-replication",11.8424242424242,0.459491488903254,8.16666666666667,0,0,11,11,11,0.846153846153846,3.64908333333333,16.8419230769231,5.154,38.42,11,0,0,0,2,1,1,0,1,1,"Triangular",38.42,0,-0.5,"?",33.477,1,"Triangular",21.184,1,"Triangular",16.174,4,3.5,1.53613333333333,7,7.5,2.11295
"G92Y8","113","Tri-Isosceles","spring18","lab-synch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.6887833333333,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,7.65688333333333,35.3394615384615,8.24,112.735,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",15.151,0,-1,"Orthogonal",112.735,0,"Orthogonal",28.678,0,"Orthogonal",64.57,0,-5,3.6405,0,-8,4.01638333333333
"GE074","113","Tri-Isosceles","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","1","5","5","there was one question where i miss-clicked!","no",7.11766666666667,"1","chrome","1293","720","online-replication",12.5,-0.47384184443008,7.58974358974359,0,0,12,12,12.5,0.923076923076923,3.86813333333333,17.8529230769231,6.117,54.636,12,0,1,0,0,1,0,0,1,1,"Triangular",36.825,1,1,"Triangular",17.307,0,"Tversky",29.006,1,"Triangular",15.589,5,5,1.42671666666667,7,7.5,2.44141666666667
"GKC1Y","113","Tri-Isosceles","spring18","lab-synch","Female",22,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",11.13115,"NULL","NULL","NULL","NULL","laboratory",0.413820493232258,10.7836538461538,-0.871525533290239,0,0,0,0,-12,0,5.89463333333333,27.206,5.153,70.173,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",38.858,0,-0.5,"?",70.173,0,"Orthogonal",12.207,0,"Orthogonal",18.359,0,-4.5,3.72373333333333,0,-7.5,2.1709
"GN4BR","11111112","Orth-Equilateral","summer22","asynch","Female",31,"English",NA,"United States","I tried my best on each question","5","2","3","","",4.97571666666667,"4","chrome","1536","754","online-replication",0.484321805645335,4.39233462615816,2.79054891187244,0,0,1,2,-3.5,0.153846153846154,3.46131666666667,15.9753076923077,3.171,35.984,2,6,3,0,2,3,2,0,0,-1,"Orthogonal",16.135,1,1,"Triangular",14.66,0,"Orthogonal",20.927,1,"Triangular",3.171,1,-1.5,1.46578333333333,1,-2,1.99553333333333
"GOHER","11311112","Tri-Equilateral","summer22","asynch","Female",24,"English",NA,"USA","I tried my best on each question","5","2","2","","N/A",4.70373333333333,"1","chrome","1536","714","online-replication",2.08946886446886,3.36782482223659,2.20994936436113,0,0,2,3,-0.5,0.230769230769231,2.83433333333333,13.0815384615385,4.303,21.305,3,3,3,0,4,3,4,0,0,-1,"Orthogonal",14.534,1,1,"Triangular",16.222,0,"Tversky",21.305,0,"Tversky",11.67,1,-1,1.2071,2,0.5,1.62723333333333
"GQ35Z","111","Orth-Isosceles","spring18","lab-synch","Male",19,"Other","First","Israel","NULL","NULL","NULL","NULL","NULL","NULL",12.6798666666667,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,5.42701666666667,25.0477692307692,8.183,70.99,13,0,0,0,0,0,0,0,1,1,"Triangular",70.99,1,1,"Triangular",12.386,1,"Triangular",25.201,1,"Triangular",14.111,5,5,2.70973333333333,8,8,2.71728333333333
"GUQ7E","11111112","Orth-Equilateral","summer22","asynch","Female",47,"English",NA,"USA","I tried my best on each question","4","3","5","nothing","no",11.7361666666667,"1","chrome","1280","720","online-replication",0.176915731327496,10.9375,-0.146250808015514,0,0,0,1,-10.5,0.0769230769230769,9.3569,43.1856923076923,7.147,147.318,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",11.01,0,-1,"Orthogonal",147.318,0,"Orthogonal",20.368,0,"Orthogonal",107.992,0,-5,4.15635,1,-5.5,5.20055
"H3NDL","11311112","Tri-Equilateral","summer22","asynch","Other-Not Listed",20,"English",NA,"United States","I tried my best on each question","4","3","5","","",8.27885,"1","chrome","1536","754","online-replication",-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,5.13341666666667,23.6926923076923,7.832,57.204,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",13.166,0,-0.5,"?",42.48,0,"Orthogonal",11.061,0,"Orthogonal",44.516,0,-4.5,1.7968,0,-8,3.33661666666667
"HH4FP","111","Orth-Isosceles","fall17","lab-synch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.0737666666667,"NULL","NULL","NULL","NULL","laboratory",-0.514750935339171,12.5,-0.146250808015514,0,0,0,0,-13,0,7.17335,33.1077692307692,5.317,125.414,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",11.08,0,-1,"Orthogonal",125.414,0,"Orthogonal",24.445,0,"Orthogonal",25.604,0,-5,3.9897,0,-8,3.18365
"HJ5O5","111","Orth-Isosceles","spring18","lab-synch","Male",20,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.34641666666667,"NULL","NULL","NULL","NULL","laboratory",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,6.6828,30.8436923076923,13.08,62.392,13,0,0,0,0,0,0,0,1,1,"Triangular",31.511,1,1,"Triangular",33.007,1,"Triangular",43.512,1,"Triangular",18.928,5,5,2.62763333333333,8,8,4.05516666666667
"HJESG","113","Tri-Isosceles","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on most questions","3","3","3","","",9.31098333333333,"1","chrome","1440","789","online-replication",-0.185689310689311,4.67962454212454,0.381868131868132,0,0,1,1,-6.5,0.0769230769230769,4.52611666666667,20.8897692307692,8.491,48.344,1,6,1,0,5,1,4,1,0,-1,"Orthogonal",13.497,0,-0.5,"?",48.344,0,"Orthogonal",17.115,1,"Triangular",11.794,0,-2.5,1.8062,1,-4,2.71991666666667
"HLER6","113","Tri-Isosceles","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","1","5","2","","",12.0437833333333,"1","chrome","1440","743","online-replication",13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,5.80976666666667,26.8143076923077,10.539,56.775,13,0,0,0,0,0,0,0,1,1,"Triangular",45.273,1,1,"Triangular",56.775,1,"Triangular",35.498,1,"Triangular",19.558,5,5,2.49405,8,8,3.31571666666667
"HP1U2","113","Tri-Isosceles","winter22","asynch","Female",21,"English","Fourth","United States of America","I tried my best on each question","2","4","3","At first I didn't understand how to read the graph, but as I went on I figured it out","nope",18.4661333333333,"2","chrome","1536","713","online-replication",9.83974358974359,2.62615815556992,5.44139194139194,0,0,10,10,7,0.769230769230769,9.83796666666667,45.406,15.103,123.157,10,3,0,0,0,0,0,0,0,-1,"Orthogonal",62.03,1,1,"Triangular",24.746,1,"Triangular",73.748,1,"Triangular",36.034,2,-1,4.56988333333333,8,8,5.26808333333333
"HSJBQ","11111112","Orth-Equilateral","summer22","asynch","Male",39,"English",NA,"United States","I tried my best on each question","3","5","2","","nope",8.0895,"1","chrome","1707","891","online-replication",-0.652846173434409,11.2904761904762,0.0858920491273433,0,0,0,0,-12.5,0,6.32208333333333,29.1788461538462,5.744,83.22,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",5.744,0,-1,"Orthogonal",83.22,0,"Orthogonal",30.495,0,"Orthogonal",31.868,0,-5,2.6581,0,-7.5,3.66398333333333
"HW7XP","113","Tri-Isosceles","winter22","asynch","Female",20,"English","Third","Canada","I tried my best on each question","3","4","4","","No",7.75665,"1","chrome","1368","769","online-replication",12.9333333333333,-0.611937082525318,8.08974358974359,0,0,12,12,12.5,0.923076923076923,3.75995,17.3536153846154,7.252,50.401,12,0,1,0,0,1,0,0,1,1,"Triangular",40.714,1,1,"Triangular",8.984,1,"Triangular",27.541,1,"Triangular",11.061,5,5,1.42275,7,7.5,2.3372
"HWJDK","113","Tri-Isosceles","spring18","lab-synch","Female",19,"English","Second","US","NULL","NULL","NULL","NULL","NULL","NULL",11.2278,"NULL","NULL","NULL","NULL","laboratory",-0.598084268672504,9.76057692307692,0.749582525317819,0,0,0,0,-9.5,0,6.96056666666667,32.1256923076923,9.816,73.8,0,10,2,0,1,2,1,0,0,-1,"Orthogonal",15.98,0,-0.5,"?",43.93,0,"Orthogonal",30.695,0,"Orthogonal",44.18,0,-3,2.81266666666667,0,-6.5,4.1479
"HZWEH","113","Tri-Isosceles","spring18","lab-synch","Female",22,"Other","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",19.3980333333333,"NULL","NULL","NULL","NULL","laboratory",-0.952250935339171,12,-0.0874272786037492,0,0,0,0,-13,0,13.4915666666667,62.2687692307692,8.171,197.695,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",27.718,0,-1,"Orthogonal",197.695,0,"Orthogonal",48.449,0,"Orthogonal",84.432,0,-5,6.52086666666667,0,-8,6.9707
"J1JP6","111","Orth-Isosceles","spring18","lab-synch","Male",25,"English","Other","USA","NULL","NULL","NULL","NULL","NULL","NULL",22.1772333333333,"NULL","NULL","NULL","NULL","laboratory",0.63865815556992,10.9375,0.416249191984486,0,0,1,1,-10,0.0769230769230769,18.1435666666667,83.7395384615385,12.773,271.668,1,11,0,0,1,0,0,1,0,-1,"Orthogonal",37.619,0,0,"blank",271.668,0,"Orthogonal",39.89,0,"Orthogonal",58.584,0,-4,10.81705,1,-6,7.32651666666667
"J7ZQM","11311112","Tri-Equilateral","summer22","asynch","Female",30,"English",NA,"United States","I tried my best on each question","3","4","2","The graph isn't that easy to quickly read!","",13.4396333333333,"3","chrome","1828","1168","online-replication",-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.89128333333333,45.6520769230769,10.162,107.625,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",16.366,0,-1,"Orthogonal",93.351,0,"Orthogonal",21.679,0,"Orthogonal",77.809,0,-5,3.78461666666667,0,-8,6.10666666666667
"J994U","111","Orth-Isosceles","spring18","lab-synch","Male",20,"English","Third","Sri Lanka","NULL","NULL","NULL","NULL","NULL","NULL",13.30185,"NULL","NULL","NULL","NULL","laboratory",-0.573574464750935,12.4411764705882,-0.205074337427279,0,0,0,0,-13,0,8.96605,41.3817692307692,8.398,102.175,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",22.853,0,-1,"Orthogonal",102.175,0,"Orthogonal",24.121,0,"Orthogonal",28.726,0,-5,4.01656666666667,0,-8,4.94948333333333
"JAD4Q","113","Tri-Isosceles","winter22","asynch","Female",19,"English","Second","USA","I tried my best on each question","4","2","4","","no",9.82248333333333,"1","chrome","1536","710","online-replication",10.6314102564103,-0.807175177763413,7.42307692307692,0,0,9,9,11,0.692307692307692,5.66913333333333,26.1652307692308,11.354,62.078,9,0,4,0,0,4,0,0,0,0.5,"Tversky",30.917,1,1,"Triangular",23.645,0,"Tversky",62.078,1,"Triangular",16.907,2,3.5,2.06505,7,7.5,3.60408333333333
