"subject","mode","pretty_condition","question","score"
"XLH9B","asynch","11115",5,-4
"XLH9B","asynch","11115",6,-5
"XLH9B","asynch","11115",7,-6
"XLH9B","asynch","11115",8,-7
"XLH9B","asynch","11115",9,-8
"XLH9B","asynch","11115",10,-9
"XLH9B","asynch","11115",11,-10
"XLH9B","asynch","11115",12,-11
"XLH9B","asynch","11115",13,-12
"KPQ31","asynch","11115",1,-1
"KPQ31","asynch","11115",2,-2
"KPQ31","asynch","11115",3,-3
"KPQ31","asynch","11115",4,-4
"KPQ31","asynch","11115",5,-5
"KPQ31","asynch","11115",6,-6
"KPQ31","asynch","11115",7,-7
"KPQ31","asynch","11115",8,-8
"KPQ31","asynch","11115",9,-9
"KPQ31","asynch","11115",10,-10
"KPQ31","asynch","11115",11,-11
"KPQ31","asynch","11115",12,-12
"KPQ31","asynch","11115",13,-13
"DJ72H","asynch","11115",1,-1
"DJ72H","asynch","11115",2,-2
"DJ72H","asynch","11115",3,-2.5
"DJ72H","asynch","11115",4,-3
"DJ72H","asynch","11115",5,-3.5
"DJ72H","asynch","11115",6,-4.5
"DJ72H","asynch","11115",7,-5
"DJ72H","asynch","11115",8,-4
"DJ72H","asynch","11115",9,-3
"DJ72H","asynch","11115",10,-2
"DJ72H","asynch","11115",11,-1
"DJ72H","asynch","11115",12,0
"DJ72H","asynch","11115",13,-0.5
"Z6CB2","asynch","11115",1,-1
"Z6CB2","asynch","11115",2,-2
"Z6CB2","asynch","11115",3,-2.5
"Z6CB2","asynch","11115",4,-1.5
"Z6CB2","asynch","11115",5,-2.5
"Z6CB2","asynch","11115",6,-3.5
"Z6CB2","asynch","11115",7,-4.5
"Z6CB2","asynch","11115",8,-5.5
"Z6CB2","asynch","11115",9,-6.5
"Z6CB2","asynch","11115",10,-7.5
"Z6CB2","asynch","11115",11,-8.5
"Z6CB2","asynch","11115",12,-9.5
"Z6CB2","asynch","11115",13,-10.5
"HNM67","asynch","11115",1,-1
"HNM67","asynch","11115",2,-2
"HNM67","asynch","11115",3,-3
"HNM67","asynch","11115",4,-3.5
"HNM67","asynch","11115",5,-3.5
"HNM67","asynch","11115",6,-4.5
"HNM67","asynch","11115",7,-5.5
"HNM67","asynch","11115",8,-5
"HNM67","asynch","11115",9,-6
"HNM67","asynch","11115",10,-7
"HNM67","asynch","11115",11,-8
"HNM67","asynch","11115",12,-8
"HNM67","asynch","11115",13,-9
"CNMNJ","asynch","11115",1,-1
"CNMNJ","asynch","11115",2,-2
"CNMNJ","asynch","11115",3,-3
"CNMNJ","asynch","11115",4,-3
"CNMNJ","asynch","11115",5,-4
"CNMNJ","asynch","11115",6,-5
"CNMNJ","asynch","11115",7,-6
"CNMNJ","asynch","11115",8,-7
"CNMNJ","asynch","11115",9,-8
"CNMNJ","asynch","11115",10,-9
"CNMNJ","asynch","11115",11,-10
"CNMNJ","asynch","11115",12,-11
"CNMNJ","asynch","11115",13,-12
"MJ2W9","asynch","11115",1,-1
"MJ2W9","asynch","11115",2,-2
"MJ2W9","asynch","11115",3,-3
"MJ2W9","asynch","11115",4,-4
"MJ2W9","asynch","11115",5,-4.5
"MJ2W9","asynch","11115",6,-5.5
"MJ2W9","asynch","11115",7,-6
"MJ2W9","asynch","11115",8,-5
"MJ2W9","asynch","11115",9,-6
"MJ2W9","asynch","11115",10,-7
"MJ2W9","asynch","11115",11,-7.5
"MJ2W9","asynch","11115",12,-8.5
"MJ2W9","asynch","11115",13,-9.5
"F37T6","asynch","11115",1,-1
"F37T6","asynch","11115",2,-2
"F37T6","asynch","11115",3,-2.5
"F37T6","asynch","11115",4,-1.5
"F37T6","asynch","11115",5,-0.5
"F37T6","asynch","11115",6,-1.5
"F37T6","asynch","11115",7,-1.5
"F37T6","asynch","11115",8,-0.5
"F37T6","asynch","11115",9,-1.5
"F37T6","asynch","11115",10,-2.5
"F37T6","asynch","11115",11,-3
"F37T6","asynch","11115",12,-2
"F37T6","asynch","11115",13,-2
"KZOE9","asynch","11115",1,-1
"KZOE9","asynch","11115",2,-2
"KZOE9","asynch","11115",3,-3
"KZOE9","asynch","11115",4,-4
"KZOE9","asynch","11115",5,-5
"KZOE9","asynch","11115",6,-6
"KZOE9","asynch","11115",7,-7
"KZOE9","asynch","11115",8,-8
"KZOE9","asynch","11115",9,-9
"KZOE9","asynch","11115",10,-10
"KZOE9","asynch","11115",11,-11
"KZOE9","asynch","11115",12,-12
"KZOE9","asynch","11115",13,-13
"9OEG6","asynch","11115",1,-1
"9OEG6","asynch","11115",2,-2
"9OEG6","asynch","11115",3,-3
"9OEG6","asynch","11115",4,-4
"9OEG6","asynch","11115",5,-5
"9OEG6","asynch","11115",6,-6
"9OEG6","asynch","11115",7,-7
"9OEG6","asynch","11115",8,-8
"9OEG6","asynch","11115",9,-9
"9OEG6","asynch","11115",10,-10
"9OEG6","asynch","11115",11,-11
"9OEG6","asynch","11115",12,-12
"9OEG6","asynch","11115",13,-13
"C8QAW","asynch","11115",1,-1
"C8QAW","asynch","11115",2,-2
"C8QAW","asynch","11115",3,-3
