"block","answer","correct","scaffold","question","scenario","graph","condition","session","experiment","subject","time_elapsed","trial_index","rt","rt_sec","q_order","score","order","pretty_condition","q","study"
"linear_scaffolded","10",0,"show-static","start+overlap","axis","linear","3","bravo","reverse","76WFU",1081088,25,27016,27,5,"0","TM-First","img:static","5","SGC2"
"linear_testing","ABCEFJ",0,"none","overlap+overlap","axis","linear","3","bravo","reverse","76WFU",1139578,26,57215,57,6,"0","TM-First","img:static","6","SGC2"
"linear_testing","MO",0,"none","before+overlap","axis","linear","3","bravo","reverse","76WFU",1183813,27,42961,43,7,"0","TM-First","img:static","7","SGC2"
"linear_testing","MO",0,"none","meets","axis","linear","3","bravo","reverse","76WFU",1233847,28,48694,49,8,"0","TM-First","img:static","8","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","3","bravo","reverse","76WFU",1252693,29,17561,18,9,"1","TM-First","img:static","9","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","3","bravo","reverse","76WFU",1277432,30,23459,23,10,"1","TM-First","img:static","10","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","3","bravo","reverse","76WFU",1310906,31,31994,32,11,"1","TM-First","img:static","11","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","3","bravo","reverse","76WFU",1341740,32,29481,29,12,"1","TM-First","img:static","12","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","3","bravo","reverse","76WFU",1419901,33,76873,77,13,"1","TM-First","img:static","13","SGC2"
"linear_testing","DMNO",1,"none","contain+duration","axis","linear","3","bravo","reverse","76WFU",1457705,34,36329,36,14,"1","TM-First","img:static","14","SGC2"
"linear_testing","6",1,"none","starts","axis","linear","3","bravo","reverse","76WFU",1499531,35,40515,41,15,"1","TM-First","img:static","15","SGC2"
"drawingTest","F3",0,"none","duration","jones","none","3","bravo","reverse","76WFU",2468457,38,185987,186,NA,"0","TM-First","img:static",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","3","bravo","reverse","76WFU",2551918,39,82077,82,NA,"1","TM-First","img:static",NA,"SGC2"
"triangular_scaffolded","CDL",1,"describe-how","start","longmire","triangular","2","bravo","reverse","CHZCL",242900,5,72082,72,1,"1","TM-First","text:how","1","SGC2"
"triangular_scaffolded","HJKLMNO",1,"describe-how","end","longmire","triangular","2","bravo","reverse","CHZCL",276392,6,32121,32,2,"1","TM-First","text:how","2","SGC2"
"triangular_scaffolded","GO",1,"describe-how","duration","longmire","triangular","2","bravo","reverse","CHZCL",324811,7,47143,47,3,"1","TM-First","text:how","3","SGC2"
"triangular_scaffolded","1",1,"describe-how","midpoint","longmire","triangular","2","bravo","reverse","CHZCL",358831,8,32748,33,4,"1","TM-First","text:how","4","SGC2"
"triangular_scaffolded","A",1,"describe-how","start+overlap","longmire","triangular","2","bravo","reverse","CHZCL",379842,9,19715,20,5,"1","TM-First","text:how","5","SGC2"
"triangular_testing","BF",0,"none","contain+duration","longmire","triangular","2","bravo","reverse","CHZCL",410351,10,29225,29,6,"0","TM-First","text:how","6","SGC2"
"triangular_testing","BF",0,"none","during+overlap","longmire","triangular","2","bravo","reverse","CHZCL",457453,11,45817,46,7,"0","TM-First","text:how","7","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","2","bravo","reverse","CHZCL",548446,12,89709,90,8,"1","TM-First","text:how","8","SGC2"
"triangular_testing","ABCDI",0,"none","before+overlap","longmire","triangular","2","bravo","reverse","CHZCL",628599,13,78788,79,9,"0","TM-First","text:how","9","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","2","bravo","reverse","CHZCL",647533,14,17409,17,10,"1","TM-First","text:how","10","SGC2"
"triangular_testing","68",1,"none","starts","longmire","triangular","2","bravo","reverse","CHZCL",671082,15,22273,22,11,"1","TM-First","text:how","11","SGC2"
"triangular_testing","A",0,"none","overlap+overlap","longmire","triangular","2","bravo","reverse","CHZCL",755671,16,83306,83,12,"0","TM-First","text:how","12","SGC2"
"triangular_testing","BCDEFGHJKLO",0,"none","during","longmire","triangular","2","bravo","reverse","CHZCL",836161,17,79106,79,13,"0","TM-First","text:how","13","SGC2"
"triangular_testing","45",1,"none","finishes","longmire","triangular","2","bravo","reverse","CHZCL",875259,18,37701,38,14,"1","TM-First","text:how","14","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","2","bravo","reverse","CHZCL",920401,19,43855,44,15,"1","TM-First","text:how","15","SGC2"
"linear_scaffolded","HO",1,"describe-how","start","axis","linear","2","bravo","reverse","CHZCL",955670,21,16282,16,1,"1","TM-First","text:how","1","SGC2"
"linear_scaffolded","4",1,"describe-how","end","axis","linear","2","bravo","reverse","CHZCL",968905,22,11947,12,2,"1","TM-First","text:how","2","SGC2"
"linear_scaffolded","ACEFGHIKL",1,"describe-how","duration","axis","linear","2","bravo","reverse","CHZCL",1028668,23,58477,58,3,"1","TM-First","text:how","3","SGC2"
"linear_scaffolded","8",1,"describe-how","midpoint","axis","linear","2","bravo","reverse","CHZCL",1072222,24,42158,42,4,"1","TM-First","text:how","4","SGC2"
"linear_scaffolded","7",1,"describe-how","start+overlap","axis","linear","2","bravo","reverse","CHZCL",1095559,25,22054,22,5,"1","TM-First","text:how","5","SGC2"
"linear_testing","DNO",0,"none","contain+duration","axis","linear","2","bravo","reverse","CHZCL",1131575,26,34734,35,6,"0","TM-First","text:how","6","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","2","bravo","reverse","CHZCL",1145377,27,12520,13,7,"1","TM-First","text:how","7","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","2","bravo","reverse","CHZCL",1175569,28,28920,29,8,"1","TM-First","text:how","8","SGC2"
"linear_testing","4",0,"none","starts","axis","linear","2","bravo","reverse","CHZCL",1202216,29,25372,25,9,"0","TM-First","text:how","9","SGC2"
"linear_testing","FMO",0,"none","before+overlap","axis","linear","2","bravo","reverse","CHZCL",1253623,30,50131,50,10,"0","TM-First","text:how","10","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","2","bravo","reverse","CHZCL",1300430,31,45514,46,11,"1","TM-First","text:how","11","SGC2"
"linear_testing","G",1,"none","meets","axis","linear","2","bravo","reverse","CHZCL",1342480,32,40768,41,12,"1","TM-First","text:how","12","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","2","bravo","reverse","CHZCL",1369787,33,25999,26,13,"1","TM-First","text:how","13","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","2","bravo","reverse","CHZCL",1389966,34,18883,19,14,"1","TM-First","text:how","14","SGC2"
"linear_testing","ABCEFJ",0,"none","overlap+overlap","axis","linear","2","bravo","reverse","CHZCL",1430181,35,37897,38,15,"0","TM-First","text:how","15","SGC2"
"drawingTest",NA,0,"none","duration","jones","none","2","bravo","reverse","CHZCL",2522869,38,93475,93,NA,"0","TM-First","text:how",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","2","bravo","reverse","CHZCL",2617570,39,91947,92,NA,"1","TM-First","text:how",NA,"SGC2"
"triangular_scaffolded","D",0,"describe-how","start","longmire","triangular","2","bravo","reverse","FSJAY",609501,5,54595,55,1,"0","TM-First","text:how","1","SGC2"
"triangular_scaffolded","HJKLMNO",1,"describe-how","end","longmire","triangular","2","bravo","reverse","FSJAY",659288,6,48504,49,2,"1","TM-First","text:how","2","SGC2"
"triangular_scaffolded","GO",1,"describe-how","duration","longmire","triangular","2","bravo","reverse","FSJAY",751198,7,90623,91,3,"1","TM-First","text:how","3","SGC2"
"triangular_scaffolded","1",1,"describe-how","midpoint","longmire","triangular","2","bravo","reverse","FSJAY",777474,8,24836,25,4,"1","TM-First","text:how","4","SGC2"
"triangular_scaffolded","A",1,"describe-how","start+overlap","longmire","triangular","2","bravo","reverse","FSJAY",821822,9,43066,43,5,"1","TM-First","text:how","5","SGC2"
"triangular_testing","C",1,"none","starts+finishes","longmire","triangular","2","bravo","reverse","FSJAY",863975,10,40860,41,6,"1","TM-First","text:how","6","SGC2"
"triangular_testing","O",1,"none","meets","longmire","triangular","2","bravo","reverse","FSJAY",927130,11,61876,62,7,"1","TM-First","text:how","7","SGC2"
"triangular_testing","8",0,"none","starts","longmire","triangular","2","bravo","reverse","FSJAY",960586,12,32001,32,8,"0","TM-First","text:how","8","SGC2"
"triangular_testing","45",1,"none","finishes","longmire","triangular","2","bravo","reverse","FSJAY",983165,13,21295,21,9,"1","TM-First","text:how","9","SGC2"
"triangular_testing","ABCFGIJMNO",0,"none","overlap+overlap","longmire","triangular","2","bravo","reverse","FSJAY",1106594,14,122144,122,10,"0","TM-First","text:how","10","SGC2"
"triangular_testing","KL",1,"none","during+overlap","longmire","triangular","2","bravo","reverse","FSJAY",1168429,15,60432,60,11,"1","TM-First","text:how","11","SGC2"
"triangular_testing","ABCDFI",1,"none","before+overlap","longmire","triangular","2","bravo","reverse","FSJAY",1222471,16,52574,53,12,"1","TM-First","text:how","12","SGC2"
"triangular_testing","ABDF",1,"none","start+duration","longmire","triangular","2","bravo","reverse","FSJAY",1254577,17,30820,31,13,"1","TM-First","text:how","13","SGC2"
"triangular_testing","ABCDFGHIJLO",0,"none","during","longmire","triangular","2","bravo","reverse","FSJAY",1372508,18,116652,117,14,"0","TM-First","text:how","14","SGC2"
"triangular_testing","GO",1,"none","contain+duration","longmire","triangular","2","bravo","reverse","FSJAY",1417288,19,43324,43,15,"1","TM-First","text:how","15","SGC2"
"linear_scaffolded","HO",1,"describe-how","start","axis","linear","2","bravo","reverse","FSJAY",1454920,21,22077,22,1,"1","TM-First","text:how","1","SGC2"
"linear_scaffolded","4",1,"describe-how","end","axis","linear","2","bravo","reverse","FSJAY",1472004,22,13497,13,2,"1","TM-First","text:how","2","SGC2"
"linear_scaffolded","ACEFGHIKL",1,"describe-how","duration","axis","linear","2","bravo","reverse","FSJAY",1514986,23,38902,39,3,"1","TM-First","text:how","3","SGC2"
"linear_scaffolded","8",1,"describe-how","midpoint","axis","linear","2","bravo","reverse","FSJAY",1555892,24,38180,38,4,"1","TM-First","text:how","4","SGC2"
"linear_scaffolded","7",1,"describe-how","start+overlap","axis","linear","2","bravo","reverse","FSJAY",1619055,25,61351,61,5,"1","TM-First","text:how","5","SGC2"
"linear_testing","FMO",1,"none","during","axis","linear","2","bravo","reverse","FSJAY",1647834,26,27320,27,6,"1","TM-First","text:how","6","SGC2"
"linear_testing","G",1,"none","starts+finishes","axis","linear","2","bravo","reverse","FSJAY",1680618,27,31503,32,7,"1","TM-First","text:how","7","SGC2"
"linear_testing","DMNO",1,"none","contain+duration","axis","linear","2","bravo","reverse","FSJAY",1712500,28,30582,31,8,"1","TM-First","text:how","8","SGC2"
"linear_testing","GO",1,"none","finishes","axis","linear","2","bravo","reverse","FSJAY",1727333,29,13556,14,9,"1","TM-First","text:how","9","SGC2"
"linear_testing","6",1,"none","starts","axis","linear","2","bravo","reverse","FSJAY",1759653,30,30959,31,10,"1","TM-First","text:how","10","SGC2"
"linear_testing","9",1,"none","start+duration","axis","linear","2","bravo","reverse","FSJAY",1788859,31,27869,28,11,"1","TM-First","text:how","11","SGC2"
"linear_testing","FGMO",0,"none","meets","axis","linear","2","bravo","reverse","FSJAY",1851988,32,61846,62,12,"0","TM-First","text:how","12","SGC2"
"linear_testing","A",1,"none","during+overlap","axis","linear","2","bravo","reverse","FSJAY",1886579,33,33123,33,13,"1","TM-First","text:how","13","SGC2"
"linear_testing","ABCEFJ",0,"none","overlap+overlap","axis","linear","2","bravo","reverse","FSJAY",1963496,34,75638,76,14,"0","TM-First","text:how","14","SGC2"
"linear_testing","FGMO",1,"none","before+overlap","axis","linear","2","bravo","reverse","FSJAY",2099770,35,134733,135,15,"1","TM-First","text:how","15","SGC2"
"drawingTest","C1",1,"none","duration","jones","none","2","bravo","reverse","FSJAY",2932542,38,88710,89,NA,"1","TM-First","text:how",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","2","bravo","reverse","FSJAY",3052883,39,118957,119,NA,"1","TM-First","text:how",NA,"SGC2"
"triangular_scaffolded","G",0,"none","start","axis","triangular","0","bravo","reverse","Q3HE8",287429,5,36001,36,1,"0","TM-First","control","1","SGC2"
"triangular_scaffolded",NA,0,"none","end","axis","triangular","0","bravo","reverse","Q3HE8",345363,6,56619,57,2,"0","TM-First","control","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"none","duration","axis","triangular","0","bravo","reverse","Q3HE8",392310,7,45664,46,3,"1","TM-First","control","3","SGC2"
"triangular_scaffolded","11",0,"none","midpoint","axis","triangular","0","bravo","reverse","Q3HE8",535452,8,141862,142,4,"0","TM-First","control","4","SGC2"
"triangular_scaffolded","7",1,"none","start+overlap","axis","triangular","0","bravo","reverse","Q3HE8",656968,9,120066,120,5,"1","TM-First","control","5","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","0","bravo","reverse","Q3HE8",710419,10,51995,52,6,"1","TM-First","control","6","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","0","bravo","reverse","Q3HE8",743411,11,31709,32,7,"1","TM-First","control","7","SGC2"
"triangular_testing","FMO",0,"none","meets","axis","triangular","0","bravo","reverse","Q3HE8",823089,12,78393,78,8,"0","TM-First","control","8","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","0","bravo","reverse","Q3HE8",930714,13,106243,106,9,"1","TM-First","control","9","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","0","bravo","reverse","Q3HE8",978646,14,46469,46,10,"1","TM-First","control","10","SGC2"
"triangular_testing","B",0,"none","overlap+overlap","axis","triangular","0","bravo","reverse","Q3HE8",1031068,15,51150,51,11,"0","TM-First","control","11","SGC2"
"triangular_testing","A",1,"none","during+overlap","axis","triangular","0","bravo","reverse","Q3HE8",1123853,16,91505,92,12,"1","TM-First","control","12","SGC2"
"triangular_testing","MNO",0,"none","contain+duration","axis","triangular","0","bravo","reverse","Q3HE8",1184233,17,58919,59,13,"0","TM-First","control","13","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","0","bravo","reverse","Q3HE8",1227186,18,41486,41,14,"1","TM-First","control","14","SGC2"
"triangular_testing","FGMO",1,"none","before+overlap","axis","triangular","0","bravo","reverse","Q3HE8",1346144,19,117660,118,15,"1","TM-First","control","15","SGC2"
"linear_scaffolded","CDL",1,"none","start","longmire","linear","0","bravo","reverse","Q3HE8",1437729,21,28144,28,1,"1","TM-First","control","1","SGC2"
"linear_scaffolded","HJKLMNO",1,"none","end","longmire","linear","0","bravo","reverse","Q3HE8",1477432,22,38419,38,2,"1","TM-First","control","2","SGC2"
"linear_scaffolded","GO",1,"none","duration","longmire","linear","0","bravo","reverse","Q3HE8",1500600,23,21875,22,3,"1","TM-First","control","3","SGC2"
"linear_scaffolded","1",1,"none","midpoint","longmire","linear","0","bravo","reverse","Q3HE8",1521792,24,19894,20,4,"1","TM-First","control","4","SGC2"
"linear_scaffolded","A",1,"none","start+overlap","longmire","linear","0","bravo","reverse","Q3HE8",1536807,25,13728,14,5,"1","TM-First","control","5","SGC2"
"linear_testing","45",1,"none","finishes","longmire","linear","0","bravo","reverse","Q3HE8",1578403,26,40308,40,6,"1","TM-First","control","6","SGC2"
"linear_testing","BCDFGHJLO",0,"none","during","longmire","linear","0","bravo","reverse","Q3HE8",1685725,27,106046,106,7,"0","TM-First","control","7","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","0","bravo","reverse","Q3HE8",1705926,28,18740,19,8,"1","TM-First","control","8","SGC2"
"linear_testing","GO",1,"none","contain+duration","longmire","linear","0","bravo","reverse","Q3HE8",1746451,29,39243,39,9,"1","TM-First","control","9","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","0","bravo","reverse","Q3HE8",1784742,30,36985,37,10,"1","TM-First","control","10","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","0","bravo","reverse","Q3HE8",1823879,31,37845,38,11,"1","TM-First","control","11","SGC2"
"linear_testing","68",1,"none","starts","longmire","linear","0","bravo","reverse","Q3HE8",1856685,32,31519,32,12,"1","TM-First","control","12","SGC2"
"linear_testing","AMN",1,"none","overlap+overlap","longmire","linear","0","bravo","reverse","Q3HE8",1886515,33,28542,29,13,"1","TM-First","control","13","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","0","bravo","reverse","Q3HE8",1907485,34,19629,20,14,"1","TM-First","control","14","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","0","bravo","reverse","Q3HE8",1937547,35,28778,29,15,"1","TM-First","control","15","SGC2"
"drawingTest","C1J4",0,"none","duration","jones","none","0","bravo","reverse","Q3HE8",2763749,38,55766,56,NA,"0","TM-First","control",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","0","bravo","reverse","Q3HE8",2818576,39,53536,54,NA,"1","TM-First","control",NA,"SGC2"
"linear_scaffolded","CDL",1,"show-static","start","longmire","linear","3","bravo","experiment","0UUFC",236023,5,20253,20,1,"1","LM-First","img:static","1","SGC2"
"linear_scaffolded","HJKLMNO",1,"show-static","end","longmire","linear","3","bravo","experiment","0UUFC",294115,6,56810,57,2,"1","LM-First","img:static","2","SGC2"
"linear_scaffolded","GO",1,"show-static","duration","longmire","linear","3","bravo","experiment","0UUFC",325772,7,30377,30,3,"1","LM-First","img:static","3","SGC2"
"linear_scaffolded","1",1,"show-static","midpoint","longmire","linear","3","bravo","experiment","0UUFC",339233,8,12177,12,4,"1","LM-First","img:static","4","SGC2"
"linear_scaffolded","O",0,"show-static","start+overlap","longmire","linear","3","bravo","experiment","0UUFC",354651,9,14133,14,5,"0","LM-First","img:static","5","SGC2"
"linear_testing","ABCDFI",1,"none","before+overlap","longmire","linear","3","bravo","experiment","0UUFC",401889,10,45964,46,6,"1","LM-First","img:static","6","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","3","bravo","experiment","0UUFC",429201,11,26047,26,7,"1","LM-First","img:static","7","SGC2"
"linear_testing","8",0,"none","starts","longmire","linear","3","bravo","experiment","0UUFC",482025,12,51525,52,8,"0","LM-First","img:static","8","SGC2"
"linear_testing","AM",0,"none","overlap+overlap","longmire","linear","3","bravo","experiment","0UUFC",667578,13,184276,184,9,"0","LM-First","img:static","9","SGC2"
"linear_testing","EL",0,"none","contain+duration","longmire","linear","3","bravo","experiment","0UUFC",783738,14,114645,115,10,"0","LM-First","img:static","10","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","3","bravo","experiment","0UUFC",831676,15,46555,47,11,"1","LM-First","img:static","11","SGC2"
"linear_testing","BCFGHIJKLO",0,"none","during","longmire","linear","3","bravo","experiment","0UUFC",995735,16,162783,163,12,"0","LM-First","img:static","12","SGC2"
"linear_testing","ABDF",1,"none","start+duration","longmire","linear","3","bravo","experiment","0UUFC",1043982,17,46835,47,13,"1","LM-First","img:static","13","SGC2"
"linear_testing","DI",0,"none","starts+finishes","longmire","linear","3","bravo","experiment","0UUFC",1219638,18,174382,174,14,"0","LM-First","img:static","14","SGC2"
"linear_testing","45",1,"none","finishes","longmire","linear","3","bravo","experiment","0UUFC",1262935,19,41910,42,15,"1","LM-First","img:static","15","SGC2"
"triangular_scaffolded","G",0,"show-static","start","axis","triangular","3","bravo","experiment","0UUFC",1347573,21,68191,68,1,"0","LM-First","img:static","1","SGC2"
"triangular_scaffolded","4",1,"show-static","end","axis","triangular","3","bravo","experiment","0UUFC",1406967,22,57991,58,2,"1","LM-First","img:static","2","SGC2"
"triangular_scaffolded","CFK",0,"show-static","duration","axis","triangular","3","bravo","experiment","0UUFC",1456903,23,48637,49,3,"0","LM-First","img:static","3","SGC2"
"triangular_scaffolded","8",1,"show-static","midpoint","axis","triangular","3","bravo","experiment","0UUFC",1482192,24,24010,24,4,"1","LM-First","img:static","4","SGC2"
"triangular_scaffolded","1",0,"show-static","start+overlap","axis","triangular","3","bravo","experiment","0UUFC",1527050,25,43570,44,5,"0","LM-First","img:static","5","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","3","bravo","experiment","0UUFC",1570701,26,42369,42,6,"1","LM-First","img:static","6","SGC2"
"triangular_testing","DMNO",1,"none","contain+duration","axis","triangular","3","bravo","experiment","0UUFC",1614053,27,42076,42,7,"1","LM-First","img:static","7","SGC2"
"triangular_testing","G",0,"none","during+overlap","axis","triangular","3","bravo","experiment","0UUFC",1706665,28,91333,91,8,"0","LM-First","img:static","8","SGC2"
"triangular_testing","FK",0,"none","meets","axis","triangular","3","bravo","experiment","0UUFC",1760043,29,51980,52,9,"0","LM-First","img:static","9","SGC2"
"triangular_testing","FMO",1,"none","during","axis","triangular","3","bravo","experiment","0UUFC",1786733,30,25377,25,10,"1","LM-First","img:static","10","SGC2"
"triangular_testing","AFGMO",0,"none","before+overlap","axis","triangular","3","bravo","experiment","0UUFC",1884751,31,96711,97,11,"0","LM-First","img:static","11","SGC2"
"triangular_testing","BCEJ",0,"none","overlap+overlap","axis","triangular","3","bravo","experiment","0UUFC",1922316,32,36169,36,12,"0","LM-First","img:static","12","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","3","bravo","experiment","0UUFC",1944233,33,20622,21,13,"1","LM-First","img:static","13","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","3","bravo","experiment","0UUFC",1974331,34,28801,29,14,"1","LM-First","img:static","14","SGC2"
"triangular_testing","GO",1,"none","finishes","axis","triangular","3","bravo","experiment","0UUFC",1998431,35,22821,23,15,"1","LM-First","img:static","15","SGC2"
"drawingTest","I4J4",0,"none","duration","jones","none","3","bravo","experiment","0UUFC",2949558,38,54047,54,NA,"0","LM-First","img:static",NA,"SGC2"
"drawingTest","Chris3-4pm",1,"none","overlap","jones","none","3","bravo","experiment","0UUFC",3032590,39,81747,82,NA,"1","LM-First","img:static",NA,"SGC2"
"linear_scaffolded","D",0,"show-static","start","longmire","linear","3","alfa","experiment","E8DLP",220653,5,10826,11,1,"0","LM-First","img:static","1","SGC2"
"linear_scaffolded","HJKLO",0,"show-static","end","longmire","linear","3","alfa","experiment","E8DLP",254315,6,32320,32,2,"0","LM-First","img:static","2","SGC2"
"linear_scaffolded","GO",1,"show-static","duration","longmire","linear","3","alfa","experiment","E8DLP",269998,7,14392,14,3,"1","LM-First","img:static","3","SGC2"
"linear_scaffolded","1",1,"show-static","midpoint","longmire","linear","3","alfa","experiment","E8DLP",288377,8,17095,17,4,"1","LM-First","img:static","4","SGC2"
"linear_scaffolded",NA,0,"show-static","start+overlap","longmire","linear","3","alfa","experiment","E8DLP",300280,9,10626,11,5,"0","LM-First","img:static","5","SGC2"
"linear_testing","4",0,"none","finishes","longmire","linear","3","alfa","experiment","E8DLP",317781,10,16210,16,6,"0","LM-First","img:static","6","SGC2"
"linear_testing",NA,0,"none","starts","longmire","linear","3","alfa","experiment","E8DLP",345551,11,26483,26,7,"0","LM-First","img:static","7","SGC2"
"linear_testing","C",1,"none","starts+finishes","longmire","linear","3","alfa","experiment","E8DLP",359171,12,12332,12,8,"1","LM-First","img:static","8","SGC2"
"linear_testing","M",0,"none","before+overlap","longmire","linear","3","alfa","experiment","E8DLP",383429,13,22972,23,9,"0","LM-First","img:static","9","SGC2"
"linear_testing","CEGJKLO",0,"none","start+duration","longmire","linear","3","alfa","experiment","E8DLP",427757,14,43041,43,10,"0","LM-First","img:static","10","SGC2"
"linear_testing","O",1,"none","meets","longmire","linear","3","alfa","experiment","E8DLP",444651,15,15620,16,11,"1","LM-First","img:static","11","SGC2"
"linear_testing","JLO",0,"none","during","longmire","linear","3","alfa","experiment","E8DLP",474702,16,28764,29,12,"0","LM-First","img:static","12","SGC2"
"linear_testing","KL",1,"none","during+overlap","longmire","linear","3","alfa","experiment","E8DLP",513986,17,37963,38,13,"1","LM-First","img:static","13","SGC2"
"linear_testing","MN",0,"none","overlap+overlap","longmire","linear","3","alfa","experiment","E8DLP",534938,18,19672,20,14,"0","LM-First","img:static","14","SGC2"
"linear_testing","O",0,"none","contain+duration","longmire","linear","3","alfa","experiment","E8DLP",554947,19,18689,19,15,"0","LM-First","img:static","15","SGC2"
"triangular_scaffolded","HO",1,"show-static","start","axis","triangular","3","alfa","experiment","E8DLP",625541,21,48737,49,1,"1","LM-First","img:static","1","SGC2"
"triangular_scaffolded","10",0,"show-static","end","axis","triangular","3","alfa","experiment","E8DLP",644639,22,17638,18,2,"0","LM-First","img:static","2","SGC2"
"triangular_scaffolded","ACEFGHIKL",1,"show-static","duration","axis","triangular","3","alfa","experiment","E8DLP",685814,23,39872,40,3,"1","LM-First","img:static","3","SGC2"
"triangular_scaffolded","8",1,"show-static","midpoint","axis","triangular","3","alfa","experiment","E8DLP",708458,24,21343,21,4,"1","LM-First","img:static","4","SGC2"
"triangular_scaffolded","1",0,"show-static","start+overlap","axis","triangular","3","alfa","experiment","E8DLP",726049,25,16289,16,5,"0","LM-First","img:static","5","SGC2"
"triangular_testing","9",1,"none","start+duration","axis","triangular","3","alfa","experiment","E8DLP",741841,26,14509,15,6,"1","LM-First","img:static","6","SGC2"
"triangular_testing","E",0,"none","overlap+overlap","axis","triangular","3","alfa","experiment","E8DLP",765165,27,22020,22,7,"0","LM-First","img:static","7","SGC2"
"triangular_testing","M",0,"none","during+overlap","axis","triangular","3","alfa","experiment","E8DLP",776580,28,10121,10,8,"0","LM-First","img:static","8","SGC2"
"triangular_testing","G",1,"none","starts+finishes","axis","triangular","3","alfa","experiment","E8DLP",785812,29,7948,8,9,"1","LM-First","img:static","9","SGC2"
"triangular_testing","JMO",0,"none","meets","axis","triangular","3","alfa","experiment","E8DLP",827414,30,40291,40,10,"0","LM-First","img:static","10","SGC2"
"triangular_testing","6",1,"none","starts","axis","triangular","3","alfa","experiment","E8DLP",845022,31,16332,16,11,"1","LM-First","img:static","11","SGC2"
"triangular_testing","E",0,"none","contain+duration","axis","triangular","3","alfa","experiment","E8DLP",862050,32,15700,16,12,"0","LM-First","img:static","12","SGC2"
"triangular_testing","FGHLMO",0,"none","before+overlap","axis","triangular","3","alfa","experiment","E8DLP",892637,33,29286,29,13,"0","LM-First","img:static","13","SGC2"
"triangular_testing","M",0,"none","during","axis","triangular","3","alfa","experiment","E8DLP",903761,34,9783,10,14,"0","LM-First","img:static","14","SGC2"
"triangular_testing","N",0,"none","finishes","axis","triangular","3","alfa","experiment","E8DLP",918849,35,13785,14,15,"0","LM-First","img:static","15","SGC2"
"drawingTest","I4",0,"none","duration","jones","none","3","alfa","experiment","E8DLP",1242570,38,169706,170,NA,"0","LM-First","img:static",NA,"SGC2"
"drawingTest","Bahar",0,"none","overlap","jones","none","3","alfa","experiment","E8DLP",1280524,39,36491,36,NA,"0","LM-First","img:static",NA,"SGC2"
"triangular_scaffolded","B",0,NA,"start","longmire","triangular","0","alfa","reverse","1TL49",165706,5,16761,17,1,"0","TM-First","control","1","SGC2"
"triangular_scaffolded","MN",0,NA,"end","longmire","triangular","0","alfa","reverse","1TL49",175459,6,8469,8,2,"0","TM-First","control","2","SGC2"
"triangular_scaffolded","GO",1,NA,"duration","longmire","triangular","0","alfa","reverse","1TL49",192386,7,15630,16,3,"1","TM-First","control","3","SGC2"
"triangular_scaffolded","1",1,NA,"midpoint","longmire","triangular","0","alfa","reverse","1TL49",204434,8,10722,11,4,"1","TM-First","control","4","SGC2"
"triangular_scaffolded","A",1,NA,"start+overlap","longmire","triangular","0","alfa","reverse","1TL49",227874,9,22157,22,5,"1","TM-First","control","5","SGC2"
"triangular_testing","ACEGIJKLMO",0,"none","overlap+overlap","longmire","triangular","0","alfa","reverse","1TL49",289045,10,59889,60,6,"0","TM-First","control","6","SGC2"
