"subject","mode","pretty_condition","question","score","implicit","explicit"
"DOS1L","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"DOS1L","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"DOS1L","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"NL1H0","lab-synch","ixv-control",1,1,"none","ixv"
"NL1H0","lab-synch","ixv-control",2,2,"none","ixv"
"NL1H0","lab-synch","ixv-control",3,3,"none","ixv"
"NL1H0","lab-synch","ixv-control",4,4,"none","ixv"
"NL1H0","lab-synch","ixv-control",5,5,"none","ixv"
"NL1H0","lab-synch","ixv-control",6,4,"none","ixv"
"NL1H0","lab-synch","ixv-control",7,5,"none","ixv"
"NL1H0","lab-synch","ixv-control",8,6,"none","ixv"
"NL1H0","lab-synch","ixv-control",9,7,"none","ixv"
"NL1H0","lab-synch","ixv-control",10,8,"none","ixv"
"NL1H0","lab-synch","ixv-control",11,9,"none","ixv"
"NL1H0","lab-synch","ixv-control",12,10,"none","ixv"
"NL1H0","lab-synch","ixv-control",13,11,"none","ixv"
"DUV1M","lab-synch","img-impasse",1,-1,"impasse","img"
"DUV1M","lab-synch","img-impasse",2,0,"impasse","img"
"DUV1M","lab-synch","img-impasse",3,1,"impasse","img"
"DUV1M","lab-synch","img-impasse",4,2,"impasse","img"
"DUV1M","lab-synch","img-impasse",5,3,"impasse","img"
"DUV1M","lab-synch","img-impasse",6,4,"impasse","img"
"DUV1M","lab-synch","img-impasse",7,5,"impasse","img"
"DUV1M","lab-synch","img-impasse",8,6,"impasse","img"
"DUV1M","lab-synch","img-impasse",9,7,"impasse","img"
"DUV1M","lab-synch","img-impasse",10,8,"impasse","img"
"DUV1M","lab-synch","img-impasse",11,9,"impasse","img"
"DUV1M","lab-synch","img-impasse",12,10,"impasse","img"
"DUV1M","lab-synch","img-impasse",13,11,"impasse","img"
"BCFGX","lab-synch","ixv-impasse",1,0.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",2,1.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",3,2.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",4,3.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",5,4.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",6,5.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",7,6.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",8,7.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",9,8.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",10,9.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",11,10.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",12,11.5,"impasse","ixv"
"BCFGX","lab-synch","ixv-impasse",13,12.5,"impasse","ixv"
"2O3GE","lab-synch","img-impasse",1,-1,"impasse","img"
"2O3GE","lab-synch","img-impasse",2,-1,"impasse","img"
"2O3GE","lab-synch","img-impasse",3,-0.5,"impasse","img"
"2O3GE","lab-synch","img-impasse",4,-1,"impasse","img"
"2O3GE","lab-synch","img-impasse",5,-0.5,"impasse","img"
"2O3GE","lab-synch","img-impasse",6,-1.5,"impasse","img"
"2O3GE","lab-synch","img-impasse",7,-2,"impasse","img"
"2O3GE","lab-synch","img-impasse",8,-1,"impasse","img"
"2O3GE","lab-synch","img-impasse",9,-2,"impasse","img"
"2O3GE","lab-synch","img-impasse",10,-1,"impasse","img"
"2O3GE","lab-synch","img-impasse",11,-1.5,"impasse","img"
"2O3GE","lab-synch","img-impasse",12,-2,"impasse","img"
"2O3GE","lab-synch","img-impasse",13,-1,"impasse","img"
"2VK07","lab-synch","img-control",1,-0.5,"none","img"
"2VK07","lab-synch","img-control",2,0.5,"none","img"
"2VK07","lab-synch","img-control",3,1.5,"none","img"
"2VK07","lab-synch","img-control",4,2.5,"none","img"
"2VK07","lab-synch","img-control",5,3.5,"none","img"
"2VK07","lab-synch","img-control",6,4.5,"none","img"
"2VK07","lab-synch","img-control",7,5.5,"none","img"
"2VK07","lab-synch","img-control",8,6.5,"none","img"
"2VK07","lab-synch","img-control",9,7.5,"none","img"
"2VK07","lab-synch","img-control",10,8.5,"none","img"
"2VK07","lab-synch","img-control",11,9.5,"none","img"
"2VK07","lab-synch","img-control",12,10.5,"none","img"
"2VK07","lab-synch","img-control",13,11.5,"none","img"
"GF1FQ","lab-synch","none-impasse",1,0,"impasse","none"
"GF1FQ","lab-synch","none-impasse",2,0,"impasse","none"
"GF1FQ","lab-synch","none-impasse",3,0,"impasse","none"
"GF1FQ","lab-synch","none-impasse",4,0,"impasse","none"
"GF1FQ","lab-synch","none-impasse",5,0,"impasse","none"
"GF1FQ","lab-synch","none-impasse",6,-1,"impasse","none"
"GF1FQ","lab-synch","none-impasse",7,-2,"impasse","none"
"GF1FQ","lab-synch","none-impasse",8,-2,"impasse","none"
"GF1FQ","lab-synch","none-impasse",9,-3,"impasse","none"
"GF1FQ","lab-synch","none-impasse",10,-4,"impasse","none"
"GF1FQ","lab-synch","none-impasse",11,-5,"impasse","none"
"GF1FQ","lab-synch","none-impasse",12,-5,"impasse","none"
"GF1FQ","lab-synch","none-impasse",13,-6,"impasse","none"
"N53LC","lab-synch","none-control",1,-1,"none","none"
"N53LC","lab-synch","none-control",2,-2,"none","none"
"N53LC","lab-synch","none-control",3,-3,"none","none"
"N53LC","lab-synch","none-control",4,-4,"none","none"
"N53LC","lab-synch","none-control",5,-5,"none","none"
"N53LC","lab-synch","none-control",6,-6,"none","none"
"N53LC","lab-synch","none-control",7,-7,"none","none"
"N53LC","lab-synch","none-control",8,-8,"none","none"
"N53LC","lab-synch","none-control",9,-9,"none","none"
"N53LC","lab-synch","none-control",10,-10,"none","none"
"N53LC","lab-synch","none-control",11,-11,"none","none"
"N53LC","lab-synch","none-control",12,-12,"none","none"
"N53LC","lab-synch","none-control",13,-13,"none","none"
"R2JGD","lab-synch","ixv-control",1,1,"none","ixv"
"R2JGD","lab-synch","ixv-control",2,2,"none","ixv"
"R2JGD","lab-synch","ixv-control",3,3,"none","ixv"
"R2JGD","lab-synch","ixv-control",4,4,"none","ixv"
"R2JGD","lab-synch","ixv-control",5,3.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",6,4.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",7,5.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",8,6.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",9,7.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",10,8.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",11,9.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",12,10.5,"none","ixv"
"R2JGD","lab-synch","ixv-control",13,11.5,"none","ixv"
"74C5E","lab-synch","img-impasse",1,1,"impasse","img"
"74C5E","lab-synch","img-impasse",2,2,"impasse","img"
"74C5E","lab-synch","img-impasse",3,3,"impasse","img"
"74C5E","lab-synch","img-impasse",4,4,"impasse","img"
"74C5E","lab-synch","img-impasse",5,5,"impasse","img"
"74C5E","lab-synch","img-impasse",6,4,"impasse","img"
"74C5E","lab-synch","img-impasse",7,5,"impasse","img"
"74C5E","lab-synch","img-impasse",8,6,"impasse","img"
"74C5E","lab-synch","img-impasse",9,7,"impasse","img"
"74C5E","lab-synch","img-impasse",10,8,"impasse","img"
"74C5E","lab-synch","img-impasse",11,9,"impasse","img"
"74C5E","lab-synch","img-impasse",12,10,"impasse","img"
"74C5E","lab-synch","img-impasse",13,11,"impasse","img"
"QSGCP","lab-synch","none-control",1,-1,"none","none"
"QSGCP","lab-synch","none-control",2,-2,"none","none"
"QSGCP","lab-synch","none-control",3,-3,"none","none"
"QSGCP","lab-synch","none-control",4,-4,"none","none"
"QSGCP","lab-synch","none-control",5,-5,"none","none"
"QSGCP","lab-synch","none-control",6,-6,"none","none"
"QSGCP","lab-synch","none-control",7,-7,"none","none"
"QSGCP","lab-synch","none-control",8,-8,"none","none"
"QSGCP","lab-synch","none-control",9,-9,"none","none"
"QSGCP","lab-synch","none-control",10,-10,"none","none"
"QSGCP","lab-synch","none-control",11,-11,"none","none"
"QSGCP","lab-synch","none-control",12,-12,"none","none"
"QSGCP","lab-synch","none-control",13,-13,"none","none"
"TX10R","lab-synch","none-control",1,-1,"none","none"
"TX10R","lab-synch","none-control",2,-2,"none","none"
"TX10R","lab-synch","none-control",3,-3,"none","none"
"TX10R","lab-synch","none-control",4,-4,"none","none"
"TX10R","lab-synch","none-control",5,-5,"none","none"
"TX10R","lab-synch","none-control",6,-6,"none","none"
"TX10R","lab-synch","none-control",7,-7,"none","none"
"TX10R","lab-synch","none-control",8,-8,"none","none"
"TX10R","lab-synch","none-control",9,-7,"none","none"
"TX10R","lab-synch","none-control",10,-8,"none","none"
"TX10R","lab-synch","none-control",11,-9,"none","none"
"TX10R","lab-synch","none-control",12,-10,"none","none"
"TX10R","lab-synch","none-control",13,-11,"none","none"
"2BBZ9","lab-synch","none-control",1,-1,"none","none"
"2BBZ9","lab-synch","none-control",2,-2,"none","none"
"2BBZ9","lab-synch","none-control",3,-3,"none","none"
"2BBZ9","lab-synch","none-control",4,-4,"none","none"
"2BBZ9","lab-synch","none-control",5,-5,"none","none"
"2BBZ9","lab-synch","none-control",6,-6,"none","none"
"2BBZ9","lab-synch","none-control",7,-7,"none","none"
"2BBZ9","lab-synch","none-control",8,-8,"none","none"
"2BBZ9","lab-synch","none-control",9,-9,"none","none"
"2BBZ9","lab-synch","none-control",10,-10,"none","none"
"2BBZ9","lab-synch","none-control",11,-11,"none","none"
"2BBZ9","lab-synch","none-control",12,-12,"none","none"
"2BBZ9","lab-synch","none-control",13,-13,"none","none"
"JFJSX","lab-synch","img-control",1,-1,"none","img"
"JFJSX","lab-synch","img-control",2,-2,"none","img"
"JFJSX","lab-synch","img-control",3,-3,"none","img"
"JFJSX","lab-synch","img-control",4,-2,"none","img"
"JFJSX","lab-synch","img-control",5,-1,"none","img"
"JFJSX","lab-synch","img-control",6,-2,"none","img"
"JFJSX","lab-synch","img-control",7,-1,"none","img"
"JFJSX","lab-synch","img-control",8,0,"none","img"
"JFJSX","lab-synch","img-control",9,1,"none","img"
"JFJSX","lab-synch","img-control",10,2,"none","img"
"JFJSX","lab-synch","img-control",11,3,"none","img"
"JFJSX","lab-synch","img-control",12,4,"none","img"
"JFJSX","lab-synch","img-control",13,3.5,"none","img"
"KPQ3L","lab-synch","ixv-impasse",1,0.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",2,1.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",3,2.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",4,3.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",5,4.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",6,5.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",7,6.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",8,7.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",9,8.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",10,9.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",11,10.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",12,11.5,"impasse","ixv"
"KPQ3L","lab-synch","ixv-impasse",13,12.5,"impasse","ixv"
"WDUSF","lab-synch","img-control",1,-1,"none","img"
"WDUSF","lab-synch","img-control",2,0,"none","img"
"WDUSF","lab-synch","img-control",3,1,"none","img"
"WDUSF","lab-synch","img-control",4,2,"none","img"
"WDUSF","lab-synch","img-control",5,3,"none","img"
"WDUSF","lab-synch","img-control",6,4,"none","img"
"WDUSF","lab-synch","img-control",7,5,"none","img"
"WDUSF","lab-synch","img-control",8,6,"none","img"
"WDUSF","lab-synch","img-control",9,7,"none","img"
"WDUSF","lab-synch","img-control",10,8,"none","img"
"WDUSF","lab-synch","img-control",11,9,"none","img"
"WDUSF","lab-synch","img-control",12,10,"none","img"
"WDUSF","lab-synch","img-control",13,11,"none","img"
"N2UK6","lab-synch","none-control",1,-1,"none","none"
"N2UK6","lab-synch","none-control",2,-2,"none","none"
"N2UK6","lab-synch","none-control",3,-3,"none","none"
"N2UK6","lab-synch","none-control",4,-4,"none","none"
"N2UK6","lab-synch","none-control",5,-5,"none","none"
"N2UK6","lab-synch","none-control",6,-6,"none","none"
"N2UK6","lab-synch","none-control",7,-7,"none","none"
"N2UK6","lab-synch","none-control",8,-8,"none","none"
"N2UK6","lab-synch","none-control",9,-9,"none","none"
"N2UK6","lab-synch","none-control",10,-10,"none","none"
"N2UK6","lab-synch","none-control",11,-11,"none","none"
"N2UK6","lab-synch","none-control",12,-12,"none","none"
"N2UK6","lab-synch","none-control",13,-13,"none","none"
"C68PP","lab-synch","img-impasse",1,0,"impasse","img"
"C68PP","lab-synch","img-impasse",2,0,"impasse","img"
"C68PP","lab-synch","img-impasse",3,0,"impasse","img"
"C68PP","lab-synch","img-impasse",4,0,"impasse","img"
"C68PP","lab-synch","img-impasse",5,-0.5,"impasse","img"
"C68PP","lab-synch","img-impasse",6,-1.5,"impasse","img"
"C68PP","lab-synch","img-impasse",7,-2.5,"impasse","img"
"C68PP","lab-synch","img-impasse",8,-3.5,"impasse","img"
"C68PP","lab-synch","img-impasse",9,-4.5,"impasse","img"
"C68PP","lab-synch","img-impasse",10,-5.5,"impasse","img"
"C68PP","lab-synch","img-impasse",11,-6.5,"impasse","img"
"C68PP","lab-synch","img-impasse",12,-7.5,"impasse","img"
"C68PP","lab-synch","img-impasse",13,-8.5,"impasse","img"
"EFTYS","lab-synch","none-control",1,-1,"none","none"
"EFTYS","lab-synch","none-control",2,-2,"none","none"
"EFTYS","lab-synch","none-control",3,-3,"none","none"
"EFTYS","lab-synch","none-control",4,-4,"none","none"
"EFTYS","lab-synch","none-control",5,-5,"none","none"
"EFTYS","lab-synch","none-control",6,-6,"none","none"
"EFTYS","lab-synch","none-control",7,-7,"none","none"
"EFTYS","lab-synch","none-control",8,-6.5,"none","none"
"EFTYS","lab-synch","none-control",9,-7.5,"none","none"
"EFTYS","lab-synch","none-control",10,-8.5,"none","none"
"EFTYS","lab-synch","none-control",11,-9.5,"none","none"
"EFTYS","lab-synch","none-control",12,-10.5,"none","none"
"EFTYS","lab-synch","none-control",13,-11.5,"none","none"
"OQB9V","lab-synch","none-control",1,1,"none","none"
"OQB9V","lab-synch","none-control",2,2,"none","none"
"OQB9V","lab-synch","none-control",3,3,"none","none"
"OQB9V","lab-synch","none-control",4,4,"none","none"
"OQB9V","lab-synch","none-control",5,5,"none","none"
"OQB9V","lab-synch","none-control",6,6,"none","none"
"OQB9V","lab-synch","none-control",7,7,"none","none"
"OQB9V","lab-synch","none-control",8,8,"none","none"
"OQB9V","lab-synch","none-control",9,9,"none","none"
"OQB9V","lab-synch","none-control",10,10,"none","none"
"OQB9V","lab-synch","none-control",11,11,"none","none"
"OQB9V","lab-synch","none-control",12,12,"none","none"
"OQB9V","lab-synch","none-control",13,13,"none","none"
"LV9FA","lab-synch","ixv-control",1,-1,"none","ixv"
"LV9FA","lab-synch","ixv-control",2,0,"none","ixv"
"LV9FA","lab-synch","ixv-control",3,1,"none","ixv"
"LV9FA","lab-synch","ixv-control",4,2,"none","ixv"
"LV9FA","lab-synch","ixv-control",5,3,"none","ixv"
"LV9FA","lab-synch","ixv-control",6,4,"none","ixv"
"LV9FA","lab-synch","ixv-control",7,5,"none","ixv"
"LV9FA","lab-synch","ixv-control",8,6,"none","ixv"
"LV9FA","lab-synch","ixv-control",9,7,"none","ixv"
"LV9FA","lab-synch","ixv-control",10,8,"none","ixv"
"LV9FA","lab-synch","ixv-control",11,9,"none","ixv"
"LV9FA","lab-synch","ixv-control",12,10,"none","ixv"
"LV9FA","lab-synch","ixv-control",13,11,"none","ixv"
"M1REU","lab-synch","none-control",1,1,"none","none"
"M1REU","lab-synch","none-control",2,2,"none","none"
"M1REU","lab-synch","none-control",3,3,"none","none"
"M1REU","lab-synch","none-control",4,4,"none","none"
"M1REU","lab-synch","none-control",5,5,"none","none"
"M1REU","lab-synch","none-control",6,6,"none","none"
"M1REU","lab-synch","none-control",7,7,"none","none"
"M1REU","lab-synch","none-control",8,8,"none","none"
"M1REU","lab-synch","none-control",9,9,"none","none"
"M1REU","lab-synch","none-control",10,10,"none","none"
"M1REU","lab-synch","none-control",11,11,"none","none"
"M1REU","lab-synch","none-control",12,12,"none","none"
"M1REU","lab-synch","none-control",13,13,"none","none"
"FGMSN","lab-synch","none-impasse",1,-1,"impasse","none"
"FGMSN","lab-synch","none-impasse",2,-1,"impasse","none"
"FGMSN","lab-synch","none-impasse",3,-1,"impasse","none"
"FGMSN","lab-synch","none-impasse",4,-1,"impasse","none"
"FGMSN","lab-synch","none-impasse",5,-0.5,"impasse","none"
"FGMSN","lab-synch","none-impasse",6,-1.5,"impasse","none"
"FGMSN","lab-synch","none-impasse",7,-2.5,"impasse","none"
"FGMSN","lab-synch","none-impasse",8,-2,"impasse","none"
"FGMSN","lab-synch","none-impasse",9,-3,"impasse","none"
"FGMSN","lab-synch","none-impasse",10,-4,"impasse","none"
"FGMSN","lab-synch","none-impasse",11,-5,"impasse","none"
"FGMSN","lab-synch","none-impasse",12,-6,"impasse","none"
"FGMSN","lab-synch","none-impasse",13,-5.5,"impasse","none"
"LY74F","lab-synch","img-impasse",1,1,"impasse","img"
"LY74F","lab-synch","img-impasse",2,2,"impasse","img"
"LY74F","lab-synch","img-impasse",3,3,"impasse","img"
"LY74F","lab-synch","img-impasse",4,4,"impasse","img"
"LY74F","lab-synch","img-impasse",5,5,"impasse","img"
"LY74F","lab-synch","img-impasse",6,5.5,"impasse","img"
"LY74F","lab-synch","img-impasse",7,6.5,"impasse","img"
"LY74F","lab-synch","img-impasse",8,7.5,"impasse","img"
"LY74F","lab-synch","img-impasse",9,8.5,"impasse","img"
"LY74F","lab-synch","img-impasse",10,9.5,"impasse","img"
"LY74F","lab-synch","img-impasse",11,10.5,"impasse","img"
"LY74F","lab-synch","img-impasse",12,11.5,"impasse","img"
"LY74F","lab-synch","img-impasse",13,12.5,"impasse","img"
"BPUXY","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"BPUXY","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"L0M3H","lab-synch","none-impasse",1,-1,"impasse","none"
"L0M3H","lab-synch","none-impasse",2,-2,"impasse","none"
"L0M3H","lab-synch","none-impasse",3,-3,"impasse","none"
"L0M3H","lab-synch","none-impasse",4,-3.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",5,-2.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",6,-3.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",7,-4.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",8,-5.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",9,-6.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",10,-7.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",11,-8.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",12,-9.5,"impasse","none"
"L0M3H","lab-synch","none-impasse",13,-10.5,"impasse","none"
"F58KT","lab-synch","ixv-control",1,-1,"none","ixv"
"F58KT","lab-synch","ixv-control",2,-2,"none","ixv"
"F58KT","lab-synch","ixv-control",3,-3,"none","ixv"
"F58KT","lab-synch","ixv-control",4,-4,"none","ixv"
"F58KT","lab-synch","ixv-control",5,-3,"none","ixv"
"F58KT","lab-synch","ixv-control",6,-4,"none","ixv"
"F58KT","lab-synch","ixv-control",7,-4.5,"none","ixv"
"F58KT","lab-synch","ixv-control",8,-5.5,"none","ixv"
"F58KT","lab-synch","ixv-control",9,-6.5,"none","ixv"
"F58KT","lab-synch","ixv-control",10,-7.5,"none","ixv"
"F58KT","lab-synch","ixv-control",11,-8.5,"none","ixv"
"F58KT","lab-synch","ixv-control",12,-9.5,"none","ixv"
"F58KT","lab-synch","ixv-control",13,-10.5,"none","ixv"
"DF3OH","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",6,6,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",7,7,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",8,8,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",9,9,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",10,10,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",11,11,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",12,12,"impasse","ixv"
"DF3OH","lab-synch","ixv-impasse",13,13,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",1,1,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",2,2,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",3,3,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",4,4,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",5,5,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",6,4,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",7,5,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",8,6,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",9,7,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",10,8,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",11,9,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",12,10,"impasse","ixv"
"RVFBM","lab-synch","ixv-impasse",13,11,"impasse","ixv"
"7TRHG","lab-synch","img-control",1,1,"none","img"
"7TRHG","lab-synch","img-control",2,2,"none","img"
"7TRHG","lab-synch","img-control",3,3,"none","img"
"7TRHG","lab-synch","img-control",4,4,"none","img"
"7TRHG","lab-synch","img-control",5,5,"none","img"
"7TRHG","lab-synch","img-control",6,6,"none","img"
"7TRHG","lab-synch","img-control",7,7,"none","img"
"7TRHG","lab-synch","img-control",8,8,"none","img"
"7TRHG","lab-synch","img-control",9,9,"none","img"
"7TRHG","lab-synch","img-control",10,10,"none","img"
"7TRHG","lab-synch","img-control",11,11,"none","img"
"7TRHG","lab-synch","img-control",12,12,"none","img"
"7TRHG","lab-synch","img-control",13,13,"none","img"
"ACPUO","lab-synch","ixv-control",1,1,"none","ixv"
"ACPUO","lab-synch","ixv-control",2,2,"none","ixv"
"ACPUO","lab-synch","ixv-control",3,3,"none","ixv"
"ACPUO","lab-synch","ixv-control",4,4,"none","ixv"
"ACPUO","lab-synch","ixv-control",5,5,"none","ixv"
"ACPUO","lab-synch","ixv-control",6,6,"none","ixv"
"ACPUO","lab-synch","ixv-control",7,5,"none","ixv"
"ACPUO","lab-synch","ixv-control",8,6,"none","ixv"
"ACPUO","lab-synch","ixv-control",9,7,"none","ixv"
"ACPUO","lab-synch","ixv-control",10,8,"none","ixv"
"ACPUO","lab-synch","ixv-control",11,9,"none","ixv"
"ACPUO","lab-synch","ixv-control",12,10,"none","ixv"
"ACPUO","lab-synch","ixv-control",13,11,"none","ixv"
"TCJQ2","lab-synch","img-control",1,-1,"none","img"
"TCJQ2","lab-synch","img-control",2,-2,"none","img"
"TCJQ2","lab-synch","img-control",3,-1.5,"none","img"
"TCJQ2","lab-synch","img-control",4,-0.5,"none","img"
"TCJQ2","lab-synch","img-control",5,0.5,"none","img"
"TCJQ2","lab-synch","img-control",6,-0.5,"none","img"
"TCJQ2","lab-synch","img-control",7,-1.5,"none","img"
"TCJQ2","lab-synch","img-control",8,-0.5,"none","img"
"TCJQ2","lab-synch","img-control",9,-1.5,"none","img"
"TCJQ2","lab-synch","img-control",10,-2.5,"none","img"
"TCJQ2","lab-synch","img-control",11,-1.5,"none","img"
"TCJQ2","lab-synch","img-control",12,-0.5,"none","img"
"TCJQ2","lab-synch","img-control",13,0.5,"none","img"
"ASEGP","lab-synch","none-impasse",1,-1,"impasse","none"
"ASEGP","lab-synch","none-impasse",2,-1,"impasse","none"
"ASEGP","lab-synch","none-impasse",3,-2,"impasse","none"
"ASEGP","lab-synch","none-impasse",4,-3,"impasse","none"
"ASEGP","lab-synch","none-impasse",5,-3,"impasse","none"
"ASEGP","lab-synch","none-impasse",6,-4,"impasse","none"
"ASEGP","lab-synch","none-impasse",7,-5,"impasse","none"
"ASEGP","lab-synch","none-impasse",8,-6,"impasse","none"
"ASEGP","lab-synch","none-impasse",9,-7,"impasse","none"
"ASEGP","lab-synch","none-impasse",10,-8,"impasse","none"
"ASEGP","lab-synch","none-impasse",11,-9,"impasse","none"
"ASEGP","lab-synch","none-impasse",12,-10,"impasse","none"
"ASEGP","lab-synch","none-impasse",13,-11,"impasse","none"
"PO9J4","lab-synch","none-impasse",1,0,"impasse","none"
"PO9J4","lab-synch","none-impasse",2,0,"impasse","none"
"PO9J4","lab-synch","none-impasse",3,-0.5,"impasse","none"
"PO9J4","lab-synch","none-impasse",4,-0.5,"impasse","none"
"PO9J4","lab-synch","none-impasse",5,-1,"impasse","none"
"PO9J4","lab-synch","none-impasse",6,-2,"impasse","none"
"PO9J4","lab-synch","none-impasse",7,-3,"impasse","none"
"PO9J4","lab-synch","none-impasse",8,-4,"impasse","none"
"PO9J4","lab-synch","none-impasse",9,-5,"impasse","none"
"PO9J4","lab-synch","none-impasse",10,-6,"impasse","none"
"PO9J4","lab-synch","none-impasse",11,-7,"impasse","none"
"PO9J4","lab-synch","none-impasse",12,-8,"impasse","none"
"PO9J4","lab-synch","none-impasse",13,-9,"impasse","none"
"FD7Z1","lab-synch","ixv-impasse",1,0.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",2,1,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",3,0.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",4,1.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",5,2.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",6,1.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",7,2.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",8,3.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",9,4.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",10,5.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",11,6.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",12,7.5,"impasse","ixv"
"FD7Z1","lab-synch","ixv-impasse",13,8.5,"impasse","ixv"
"KBCXA","lab-synch","ixv-control",1,1,"none","ixv"
"KBCXA","lab-synch","ixv-control",2,2,"none","ixv"
"KBCXA","lab-synch","ixv-control",3,3,"none","ixv"
"KBCXA","lab-synch","ixv-control",4,4,"none","ixv"
