"subject","mode","pretty_condition","question","score","implicit","explicit"
"DOQRP","lab-synch","none-impasse",3,-1.5,"impasse","none"
"DOQRP","lab-synch","none-impasse",4,-2,"impasse","none"
"DOQRP","lab-synch","none-impasse",5,-1,"impasse","none"
"DOQRP","lab-synch","none-impasse",6,-2,"impasse","none"
"DOQRP","lab-synch","none-impasse",7,-3,"impasse","none"
"DOQRP","lab-synch","none-impasse",8,-4,"impasse","none"
"DOQRP","lab-synch","none-impasse",9,-5,"impasse","none"
"DOQRP","lab-synch","none-impasse",10,-6,"impasse","none"
"DOQRP","lab-synch","none-impasse",11,-7,"impasse","none"
"DOQRP","lab-synch","none-impasse",12,-8,"impasse","none"
"DOQRP","lab-synch","none-impasse",13,-9,"impasse","none"
"Q8EDD","lab-synch","none-control",1,-1,"none","none"
"Q8EDD","lab-synch","none-control",2,-2,"none","none"
"Q8EDD","lab-synch","none-control",3,-3,"none","none"
"Q8EDD","lab-synch","none-control",4,-3.5,"none","none"
"Q8EDD","lab-synch","none-control",5,-4,"none","none"
"Q8EDD","lab-synch","none-control",6,-5,"none","none"
"Q8EDD","lab-synch","none-control",7,-6,"none","none"
"Q8EDD","lab-synch","none-control",8,-7,"none","none"
"Q8EDD","lab-synch","none-control",9,-8,"none","none"
"Q8EDD","lab-synch","none-control",10,-9,"none","none"
"Q8EDD","lab-synch","none-control",11,-10,"none","none"
"Q8EDD","lab-synch","none-control",12,-11,"none","none"
"Q8EDD","lab-synch","none-control",13,-12,"none","none"
"RGJZL","lab-synch","none-impasse",1,-1,"impasse","none"
"RGJZL","lab-synch","none-impasse",2,-1,"impasse","none"
"RGJZL","lab-synch","none-impasse",3,0,"impasse","none"
"RGJZL","lab-synch","none-impasse",4,-0.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",5,-1.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",6,-2.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",7,-3.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",8,-4.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",9,-5.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",10,-6.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",11,-7.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",12,-8.5,"impasse","none"
"RGJZL","lab-synch","none-impasse",13,-9.5,"impasse","none"
"W7EBS","lab-synch","none-control",1,-1,"none","none"
"W7EBS","lab-synch","none-control",2,0,"none","none"
"W7EBS","lab-synch","none-control",3,1,"none","none"
"W7EBS","lab-synch","none-control",4,2,"none","none"
"W7EBS","lab-synch","none-control",5,3,"none","none"
"W7EBS","lab-synch","none-control",6,4,"none","none"
"W7EBS","lab-synch","none-control",7,4.5,"none","none"
"W7EBS","lab-synch","none-control",8,5.5,"none","none"
"W7EBS","lab-synch","none-control",9,6.5,"none","none"
"W7EBS","lab-synch","none-control",10,7.5,"none","none"
"W7EBS","lab-synch","none-control",11,8.5,"none","none"
"W7EBS","lab-synch","none-control",12,9.5,"none","none"
"W7EBS","lab-synch","none-control",13,10.5,"none","none"
"EGP0T","lab-synch","none-control",1,-1,"none","none"
"EGP0T","lab-synch","none-control",2,-2,"none","none"
"EGP0T","lab-synch","none-control",3,-3,"none","none"
"EGP0T","lab-synch","none-control",4,-4,"none","none"
"EGP0T","lab-synch","none-control",5,-5,"none","none"
"EGP0T","lab-synch","none-control",6,-6,"none","none"
"EGP0T","lab-synch","none-control",7,-7,"none","none"
"EGP0T","lab-synch","none-control",8,-8,"none","none"
"EGP0T","lab-synch","none-control",9,-9,"none","none"
"EGP0T","lab-synch","none-control",10,-10,"none","none"
"EGP0T","lab-synch","none-control",11,-11,"none","none"
"EGP0T","lab-synch","none-control",12,-12,"none","none"
"EGP0T","lab-synch","none-control",13,-13,"none","none"
"CK5DF","lab-synch","none-control",1,-1,"none","none"
"CK5DF","lab-synch","none-control",2,-2,"none","none"
"CK5DF","lab-synch","none-control",3,-3,"none","none"
"CK5DF","lab-synch","none-control",4,-4,"none","none"
"CK5DF","lab-synch","none-control",5,-4.5,"none","none"
"CK5DF","lab-synch","none-control",6,-5.5,"none","none"
"CK5DF","lab-synch","none-control",7,-6.5,"none","none"
"CK5DF","lab-synch","none-control",8,-7.5,"none","none"
"CK5DF","lab-synch","none-control",9,-8.5,"none","none"
"CK5DF","lab-synch","none-control",10,-9.5,"none","none"
"CK5DF","lab-synch","none-control",11,-10.5,"none","none"
"CK5DF","lab-synch","none-control",12,-11.5,"none","none"
"CK5DF","lab-synch","none-control",13,-12.5,"none","none"
"9BBMD","lab-synch","none-control",1,-1,"none","none"
"9BBMD","lab-synch","none-control",2,-2,"none","none"
"9BBMD","lab-synch","none-control",3,-3,"none","none"
"9BBMD","lab-synch","none-control",4,-4,"none","none"
"9BBMD","lab-synch","none-control",5,-5,"none","none"
"9BBMD","lab-synch","none-control",6,-6,"none","none"
"9BBMD","lab-synch","none-control",7,-7,"none","none"
"9BBMD","lab-synch","none-control",8,-8,"none","none"
"9BBMD","lab-synch","none-control",9,-9,"none","none"
"9BBMD","lab-synch","none-control",10,-10,"none","none"
"9BBMD","lab-synch","none-control",11,-11,"none","none"
"9BBMD","lab-synch","none-control",12,-12,"none","none"
"9BBMD","lab-synch","none-control",13,-13,"none","none"
"UX4QZ","lab-synch","none-control",1,-1,"none","none"
"UX4QZ","lab-synch","none-control",2,-2,"none","none"
"UX4QZ","lab-synch","none-control",3,-3,"none","none"
"UX4QZ","lab-synch","none-control",4,-4,"none","none"
"UX4QZ","lab-synch","none-control",5,-5,"none","none"
"UX4QZ","lab-synch","none-control",6,-6,"none","none"
"UX4QZ","lab-synch","none-control",7,-7,"none","none"
"UX4QZ","lab-synch","none-control",8,-8,"none","none"
"UX4QZ","lab-synch","none-control",9,-9,"none","none"
"UX4QZ","lab-synch","none-control",10,-10,"none","none"
"UX4QZ","lab-synch","none-control",11,-11,"none","none"
"UX4QZ","lab-synch","none-control",12,-11.5,"none","none"
"UX4QZ","lab-synch","none-control",13,-12.5,"none","none"
"GQ35Z","lab-synch","none-control",1,1,"none","none"
"GQ35Z","lab-synch","none-control",2,2,"none","none"
"GQ35Z","lab-synch","none-control",3,3,"none","none"
"GQ35Z","lab-synch","none-control",4,4,"none","none"
"GQ35Z","lab-synch","none-control",5,5,"none","none"
"GQ35Z","lab-synch","none-control",6,6,"none","none"
"GQ35Z","lab-synch","none-control",7,7,"none","none"
"GQ35Z","lab-synch","none-control",8,8,"none","none"
"GQ35Z","lab-synch","none-control",9,9,"none","none"
"GQ35Z","lab-synch","none-control",10,10,"none","none"
"GQ35Z","lab-synch","none-control",11,11,"none","none"
"GQ35Z","lab-synch","none-control",12,12,"none","none"
"GQ35Z","lab-synch","none-control",13,13,"none","none"
"WKBNA","lab-synch","none-control",1,1,"none","none"
"WKBNA","lab-synch","none-control",2,2,"none","none"
"WKBNA","lab-synch","none-control",3,3,"none","none"
"WKBNA","lab-synch","none-control",4,4,"none","none"
"WKBNA","lab-synch","none-control",5,5,"none","none"
"WKBNA","lab-synch","none-control",6,6,"none","none"
"WKBNA","lab-synch","none-control",7,6,"none","none"
"WKBNA","lab-synch","none-control",8,7,"none","none"
"WKBNA","lab-synch","none-control",9,8,"none","none"
"WKBNA","lab-synch","none-control",10,9,"none","none"
"WKBNA","lab-synch","none-control",11,10,"none","none"
"WKBNA","lab-synch","none-control",12,11,"none","none"
"WKBNA","lab-synch","none-control",13,12,"none","none"
"F3GZE","lab-synch","none-control",1,0.5,"none","none"
"F3GZE","lab-synch","none-control",2,1,"none","none"
"F3GZE","lab-synch","none-control",3,0.5,"none","none"
"F3GZE","lab-synch","none-control",4,1.5,"none","none"
"F3GZE","lab-synch","none-control",5,2.5,"none","none"
"F3GZE","lab-synch","none-control",6,3.5,"none","none"
"F3GZE","lab-synch","none-control",7,4.5,"none","none"
"F3GZE","lab-synch","none-control",8,5.5,"none","none"
"F3GZE","lab-synch","none-control",9,6.5,"none","none"
"F3GZE","lab-synch","none-control",10,7.5,"none","none"
"F3GZE","lab-synch","none-control",11,8.5,"none","none"
"F3GZE","lab-synch","none-control",12,9.5,"none","none"
"F3GZE","lab-synch","none-control",13,9,"none","none"
"X9PTQ","lab-synch","none-control",1,-1,"none","none"
"X9PTQ","lab-synch","none-control",2,-2,"none","none"
"X9PTQ","lab-synch","none-control",3,-3,"none","none"
"X9PTQ","lab-synch","none-control",4,-3.5,"none","none"
"X9PTQ","lab-synch","none-control",5,-4.5,"none","none"
"X9PTQ","lab-synch","none-control",6,-5.5,"none","none"
"X9PTQ","lab-synch","none-control",7,-6.5,"none","none"
"X9PTQ","lab-synch","none-control",8,-6,"none","none"
"X9PTQ","lab-synch","none-control",9,-7,"none","none"
"X9PTQ","lab-synch","none-control",10,-8,"none","none"
"X9PTQ","lab-synch","none-control",11,-8.5,"none","none"
"X9PTQ","lab-synch","none-control",12,-9.5,"none","none"
"X9PTQ","lab-synch","none-control",13,-10.5,"none","none"
"J1JP6","lab-synch","none-control",1,-1,"none","none"
"J1JP6","lab-synch","none-control",2,-2,"none","none"
"J1JP6","lab-synch","none-control",3,-3,"none","none"
"J1JP6","lab-synch","none-control",4,-4,"none","none"
"J1JP6","lab-synch","none-control",5,-4,"none","none"
"J1JP6","lab-synch","none-control",6,-5,"none","none"
"J1JP6","lab-synch","none-control",7,-6,"none","none"
"J1JP6","lab-synch","none-control",8,-5,"none","none"
"J1JP6","lab-synch","none-control",9,-6,"none","none"
"J1JP6","lab-synch","none-control",10,-7,"none","none"
"J1JP6","lab-synch","none-control",11,-8,"none","none"
"J1JP6","lab-synch","none-control",12,-9,"none","none"
"J1JP6","lab-synch","none-control",13,-10,"none","none"
"38NFJ","lab-synch","none-impasse",1,0,"impasse","none"
"38NFJ","lab-synch","none-impasse",2,-0.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",3,0,"impasse","none"
"38NFJ","lab-synch","none-impasse",4,0.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",5,1.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",6,0.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",7,1.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",8,2.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",9,3.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",10,4.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",11,5.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",12,6.5,"impasse","none"
"38NFJ","lab-synch","none-impasse",13,7.5,"impasse","none"
"QGQ61","lab-synch","none-impasse",1,1,"impasse","none"
"QGQ61","lab-synch","none-impasse",2,2,"impasse","none"
"QGQ61","lab-synch","none-impasse",3,3,"impasse","none"
"QGQ61","lab-synch","none-impasse",4,4,"impasse","none"
"QGQ61","lab-synch","none-impasse",5,5,"impasse","none"
"QGQ61","lab-synch","none-impasse",6,6,"impasse","none"
"QGQ61","lab-synch","none-impasse",7,7,"impasse","none"
"QGQ61","lab-synch","none-impasse",8,8,"impasse","none"
"QGQ61","lab-synch","none-impasse",9,9,"impasse","none"
"QGQ61","lab-synch","none-impasse",10,10,"impasse","none"
"QGQ61","lab-synch","none-impasse",11,9.5,"impasse","none"
"QGQ61","lab-synch","none-impasse",12,10.5,"impasse","none"
"QGQ61","lab-synch","none-impasse",13,11.5,"impasse","none"
"R06S6","lab-synch","none-impasse",1,-1,"impasse","none"
"R06S6","lab-synch","none-impasse",2,-2,"impasse","none"
"R06S6","lab-synch","none-impasse",3,-1.5,"impasse","none"
"R06S6","lab-synch","none-impasse",4,-2.5,"impasse","none"
"R06S6","lab-synch","none-impasse",5,-2,"impasse","none"
"R06S6","lab-synch","none-impasse",6,-3,"impasse","none"
"R06S6","lab-synch","none-impasse",7,-4,"impasse","none"
"R06S6","lab-synch","none-impasse",8,-5,"impasse","none"
"R06S6","lab-synch","none-impasse",9,-6,"impasse","none"
"R06S6","lab-synch","none-impasse",10,-7,"impasse","none"
"R06S6","lab-synch","none-impasse",11,-8,"impasse","none"
"R06S6","lab-synch","none-impasse",12,-9,"impasse","none"
"R06S6","lab-synch","none-impasse",13,-9.5,"impasse","none"
"808YR","lab-synch","none-impasse",1,0,"impasse","none"
"808YR","lab-synch","none-impasse",2,0,"impasse","none"
"808YR","lab-synch","none-impasse",3,-1,"impasse","none"
"808YR","lab-synch","none-impasse",4,-1.5,"impasse","none"
"808YR","lab-synch","none-impasse",5,-1.5,"impasse","none"
"808YR","lab-synch","none-impasse",6,-2.5,"impasse","none"
"808YR","lab-synch","none-impasse",7,-3,"impasse","none"
"808YR","lab-synch","none-impasse",8,-4,"impasse","none"
"808YR","lab-synch","none-impasse",9,-5,"impasse","none"
"808YR","lab-synch","none-impasse",10,-6,"impasse","none"
"808YR","lab-synch","none-impasse",11,-7,"impasse","none"
"808YR","lab-synch","none-impasse",12,-8,"impasse","none"
"808YR","lab-synch","none-impasse",13,-9,"impasse","none"
"VSHHA","lab-synch","none-impasse",1,-1,"impasse","none"
"VSHHA","lab-synch","none-impasse",2,0,"impasse","none"
"VSHHA","lab-synch","none-impasse",3,0.5,"impasse","none"
"VSHHA","lab-synch","none-impasse",4,0,"impasse","none"
"VSHHA","lab-synch","none-impasse",5,1,"impasse","none"
"VSHHA","lab-synch","none-impasse",6,2,"impasse","none"
"VSHHA","lab-synch","none-impasse",7,2.5,"impasse","none"
"VSHHA","lab-synch","none-impasse",8,3,"impasse","none"
"VSHHA","lab-synch","none-impasse",9,4,"impasse","none"
"VSHHA","lab-synch","none-impasse",10,5,"impasse","none"
"VSHHA","lab-synch","none-impasse",11,6,"impasse","none"
"VSHHA","lab-synch","none-impasse",12,7,"impasse","none"
"VSHHA","lab-synch","none-impasse",13,8,"impasse","none"
"H2N27","lab-synch","none-impasse",1,1,"impasse","none"
"H2N27","lab-synch","none-impasse",2,2,"impasse","none"
"H2N27","lab-synch","none-impasse",3,1.5,"impasse","none"
"H2N27","lab-synch","none-impasse",4,1.5,"impasse","none"
"H2N27","lab-synch","none-impasse",5,0.5,"impasse","none"
"H2N27","lab-synch","none-impasse",6,0,"impasse","none"
"H2N27","lab-synch","none-impasse",7,0.5,"impasse","none"
"H2N27","lab-synch","none-impasse",8,0,"impasse","none"
"H2N27","lab-synch","none-impasse",9,-0.5,"impasse","none"
"H2N27","lab-synch","none-impasse",10,-1.5,"impasse","none"
"H2N27","lab-synch","none-impasse",11,-2,"impasse","none"
"H2N27","lab-synch","none-impasse",12,-2.5,"impasse","none"
"H2N27","lab-synch","none-impasse",13,-3,"impasse","none"
"6Y93F","lab-synch","none-control",1,-1,"none","none"
"6Y93F","lab-synch","none-control",2,-2,"none","none"
"6Y93F","lab-synch","none-control",3,-3,"none","none"
"6Y93F","lab-synch","none-control",4,-3.5,"none","none"
"6Y93F","lab-synch","none-control",5,-4,"none","none"
"6Y93F","lab-synch","none-control",6,-5,"none","none"
"6Y93F","lab-synch","none-control",7,-6,"none","none"
"6Y93F","lab-synch","none-control",8,-7,"none","none"
"6Y93F","lab-synch","none-control",9,-8,"none","none"
"6Y93F","lab-synch","none-control",10,-9,"none","none"
"6Y93F","lab-synch","none-control",11,-10,"none","none"
"6Y93F","lab-synch","none-control",12,-11,"none","none"
"6Y93F","lab-synch","none-control",13,-12,"none","none"
"H1RGT","lab-synch","none-impasse",1,1,"impasse","none"
"H1RGT","lab-synch","none-impasse",2,2,"impasse","none"
"H1RGT","lab-synch","none-impasse",3,3,"impasse","none"
"H1RGT","lab-synch","none-impasse",4,4,"impasse","none"
"H1RGT","lab-synch","none-impasse",5,5,"impasse","none"
"H1RGT","lab-synch","none-impasse",6,6,"impasse","none"
"H1RGT","lab-synch","none-impasse",7,7,"impasse","none"
"H1RGT","lab-synch","none-impasse",8,8,"impasse","none"
"H1RGT","lab-synch","none-impasse",9,9,"impasse","none"
"H1RGT","lab-synch","none-impasse",10,10,"impasse","none"
"H1RGT","lab-synch","none-impasse",11,9.5,"impasse","none"
"H1RGT","lab-synch","none-impasse",12,10.5,"impasse","none"
"H1RGT","lab-synch","none-impasse",13,11.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",1,0,"impasse","none"
"MOWH2","lab-synch","none-impasse",2,0,"impasse","none"
"MOWH2","lab-synch","none-impasse",3,0,"impasse","none"
"MOWH2","lab-synch","none-impasse",4,-1,"impasse","none"
"MOWH2","lab-synch","none-impasse",5,-1.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",6,-1.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",7,-2.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",8,-3.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",9,-4.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",10,-5.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",11,-6.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",12,-6.5,"impasse","none"
"MOWH2","lab-synch","none-impasse",13,-6.5,"impasse","none"
"FSWW4","lab-synch","none-impasse",1,0.5,"impasse","none"
"FSWW4","lab-synch","none-impasse",2,1.5,"impasse","none"
"FSWW4","lab-synch","none-impasse",3,2,"impasse","none"
"FSWW4","lab-synch","none-impasse",4,1.5,"impasse","none"
"FSWW4","lab-synch","none-impasse",5,2.5,"impasse","none"
"FSWW4","lab-synch","none-impasse",6,3.5,"impasse","none"
"FSWW4","lab-synch","none-impasse",7,3,"impasse","none"
"FSWW4","lab-synch","none-impasse",8,4,"impasse","none"
"FSWW4","lab-synch","none-impasse",9,5,"impasse","none"
"FSWW4","lab-synch","none-impasse",10,6,"impasse","none"
"FSWW4","lab-synch","none-impasse",11,7,"impasse","none"
"FSWW4","lab-synch","none-impasse",12,7,"impasse","none"
"FSWW4","lab-synch","none-impasse",13,8,"impasse","none"
"VT5BG","lab-synch","none-impasse",1,0,"impasse","none"
"VT5BG","lab-synch","none-impasse",2,1,"impasse","none"
"VT5BG","lab-synch","none-impasse",3,2,"impasse","none"
"VT5BG","lab-synch","none-impasse",4,3,"impasse","none"
"VT5BG","lab-synch","none-impasse",5,3.5,"impasse","none"
"VT5BG","lab-synch","none-impasse",6,4.5,"impasse","none"
"VT5BG","lab-synch","none-impasse",7,5,"impasse","none"
"VT5BG","lab-synch","none-impasse",8,6,"impasse","none"
"VT5BG","lab-synch","none-impasse",9,7,"impasse","none"
"VT5BG","lab-synch","none-impasse",10,8,"impasse","none"
"VT5BG","lab-synch","none-impasse",11,9,"impasse","none"
"VT5BG","lab-synch","none-impasse",12,9,"impasse","none"
"VT5BG","lab-synch","none-impasse",13,10,"impasse","none"
"39GMD","lab-synch","none-impasse",1,-1,"impasse","none"
"39GMD","lab-synch","none-impasse",2,-2,"impasse","none"
"39GMD","lab-synch","none-impasse",3,-3,"impasse","none"
"39GMD","lab-synch","none-impasse",4,-4,"impasse","none"
"39GMD","lab-synch","none-impasse",5,-3.5,"impasse","none"
"39GMD","lab-synch","none-impasse",6,-4.5,"impasse","none"
"39GMD","lab-synch","none-impasse",7,-5.5,"impasse","none"
"39GMD","lab-synch","none-impasse",8,-6.5,"impasse","none"
"39GMD","lab-synch","none-impasse",9,-7.5,"impasse","none"
"39GMD","lab-synch","none-impasse",10,-8.5,"impasse","none"
"39GMD","lab-synch","none-impasse",11,-9,"impasse","none"
"39GMD","lab-synch","none-impasse",12,-10,"impasse","none"
"39GMD","lab-synch","none-impasse",13,-10.5,"impasse","none"
"YP2FK","lab-synch","none-impasse",1,-1,"impasse","none"
"YP2FK","lab-synch","none-impasse",2,-1,"impasse","none"
"YP2FK","lab-synch","none-impasse",3,-1,"impasse","none"
"YP2FK","lab-synch","none-impasse",4,-1.5,"impasse","none"
"YP2FK","lab-synch","none-impasse",5,-2,"impasse","none"
"YP2FK","lab-synch","none-impasse",6,-3,"impasse","none"
"YP2FK","lab-synch","none-impasse",7,-3,"impasse","none"
"YP2FK","lab-synch","none-impasse",8,-3.5,"impasse","none"
"YP2FK","lab-synch","none-impasse",9,-4.5,"impasse","none"
"YP2FK","lab-synch","none-impasse",10,-5.5,"impasse","none"
"YP2FK","lab-synch","none-impasse",11,-6.5,"impasse","none"
